j1,j2,j3,j4,j5,j6,j7
1.1096451913367813e+00,-1.1429345470768848e-01,1.1772225834891912e-02,-1.2125392609938668e-03,1.4594059674197487e+02,-1.5031881464423412e+01,1.5482837908356113e+00
9.9005975060097873e-01,9.9005975060097867e-03,9.9005975060097867e-05,9.9005975060097893e-07,-1.2890361617663558e+01,-1.2890361617663559e-01,-1.2890361617663559e-03
8.8908752451648132e-01,1.0580141541746127e-01,1.2590368434677890e-02,1.4982538437266688e-03,-1.3975557154132019e+02,-1.6630913013417103e+01,-1.9790786485966352e+00
6.9612155032102885e-01,2.6243782447102787e-01,9.8939059825577505e-02,3.7300025554242722e-02,-3.5452247649822840e+02,-1.3365497363983212e+02,-5.0387925062216709e+01
4.8442760240381699e-01,3.8269780589901542e-01,3.0233126666022225e-01,2.3884170066157559e-01,-5.2539868149659719e+02,-4.1506495838231189e+02,-3.2790131712202640e+02
4.2041529661972421e-01,4.0485993064479436e-01,3.8988011321093696e-01,3.7545454902213227e-01,-5.5746335084146062e+02,-5.3683720686032655e+02,-5.1697423020649444e+02
4.0622007249274389e-01,4.0865739292770037e-01,4.1110933728526655e-01,4.1357599330897815e-01,-5.6298483523727009e+02,-5.6636274424869362e+02,-5.6976092071418577e+02
3.7291172319251298e-01,4.1579657135965198e-01,4.6361317706601196e-01,5.1692869242860340e-01,-5.7340689690870431e+02,-6.3934869005320536e+02,-7.1287378940932388e+02
2.6633224836166186e-01,4.1867429442453247e-01,6.5815599083536502e-01,1.0346212175931939e+00,-5.7815484889530751e+02,-9.0885942246342336e+02,-1.4287270121125016e+03
2.2179363234476263e-01,4.0832207714670798e-01,7.5172094402708944e-01,1.3839182579538716e+00,-5.6367604265869397e+02,-1.0377275945346557e+03,-1.9104565015383012e+03
1.9410120644920578e-01,3.9732516960152431e-01,8.1332462217432022e-01,1.6648755015908336e+00,-5.4824806110317741e+02,-1.1222637810782041e+03,-2.2972739598670842e+03
1.7641662550278736e-01,3.8811657610613221e-01,8.5385646743349086e-01,1.8784842283536802e+00,-5.3534123596489394e+02,-1.1777507191227667e+03,-2.5910515820700871e+03
