j1,j2,j3,j4,j5,j6,j7,j8
7.7743501166518203e-01,-1.7691532588000352e+03,5.1930590507075020e-07,-1.7074345778965939e-05,6.4951611900078250e-05,3.3499259564078501e-18,-1.5926239913001322e-16,1.0102509155853971e-15
7.6897170550120819e-01,-1.8259762624747129e+03,7.1850440026656779e-07,-2.3357300716405729e-05,8.7849829322651194e-05,6.3686318566552297e-18,-3.0035106169980908e-16,1.8899492887995505e-15
7.6060053250611726e-01,-1.8813524331233430e+03,9.9045725283540025e-07,-3.1830599159350225e-05,1.1835290999135306e-04,1.2045136652187199e-17,-5.6347075966272215e-16,3.5169726409749780e-15
7.5232048970061904e-01,-1.9353065377014284e+03,1.3603234167955375e-06,-4.3212485161403794e-05,1.5881859974651720e-04,2.2663760259185685e-17,-1.0515730018204672e-15,6.5100577435812845e-15
7.4413058502404761e-01,-1.9878629753918131e+03,1.8614387261179451e-06,-5.8440588715783293e-05,2.1227823576091179e-04,4.2423534923761696e-17,-1.9522382899655767e-15,1.1986620432536016e-14
7.3602983721549942e-01,-2.0390457826768552e+03,2.5377886393520456e-06,-7.8733475406310571e-05,2.8261059898429059e-04,7.9001691170649288e-17,-3.6053804041138041e-15,2.1953499201617264e-14
7.2801727569626429e-01,-2.0888786383437555e+03,3.4471667024668311e-06,-1.0566771220336377e-04,3.7475494588740127e-04,1.4635938398050963e-16,-6.6235944007488854e-15,3.9994920799097441e-14
7.2009194045353775e-01,-2.1373848684238887e+03,4.6651891454172837e-06,-1.4127382947423328e-04,4.9497040059564581e-04,2.6974872902324231e-16,-1.2104872617472769e-14,7.2476797222191724e-14
7.1225288192539826e-01,-2.1845874510669873e+03,6.2903724426665113e-06,-1.8815514278163357e-04,6.5114974732583843e-04,4.9459860922490979e-16,-2.2006452996785537e-14,1.3064270366272420e-13
7.0449916088703657e-01,-2.2305090213510011e+03,8.4505231703918711e-06,-2.4963403981461676e-04,8.5319649562120691e-04,9.0219626345477475e-16,-3.9798130007511218e-14,2.3424064863927794e-13
6.9682984833822448e-01,-2.2751718760284712e+03,1.1310738633006116e-05,-3.2993103128298222e-04,1.1134748501086757e-03,1.6372078069243136e-15,-7.1597444971478795e-14,4.1776225152040589e-13
6.8924402539200813e-01,-2.3185979782102131e+03,1.5083372970698304e-05,-4.3438259848663582e-04,1.4473428424559712e-03,2.9557060409548936e-15,-1.2813095264858658e-13,7.4111367058658214e-13
6.8174078316461217e-01,-2.3608089619871221e+03,2.0040387118996853e-05,-5.6970462733803610e-04,1.8737793019532446e-03,5.3085183274438209e-15,-2.2810335677229809e-13,1.3077598055718464e-12
6.7431922266654409e-01,-2.4018261369908923e+03,2.6528572186977992e-05,-7.4430897460128905e-04,2.4161154639582463e-03,9.4850593450399933e-15,-4.0395202568541059e-13,2.2953952651794123e-12
6.6697845469488304e-01,-2.4416704928944296e+03,3.4988214387785754e-05,-9.6868143449455274e-04,3.1028817386181506e-03,1.6860149973096850e-14,-7.1161940595240351e-13,4.0074866620400872e-12
6.5971759972674071e-01,-2.4803627038527270e+03,4.5975855059964903e-05,-1.2558300206631620e-03,3.9687793677569893e-03,2.9815181940341822e-14,-1.2470533210171542e-12,6.9593797635147475e-12
6.5253578781388355e-01,-2.5179231328849751e+03,6.0191890559854295e-05,-1.6218129975370335e-03,5.0557852548689256e-03,5.2452735687100265e-14,-2.1739065124336010e-12,1.2021302800622615e-11
6.4543215847850044e-01,-2.5543718361986539e+03,7.8513852308324827e-05,-2.0863564227165858e-03,6.4143960213645275e-03,9.1802281254610812e-14,-3.7697681232512696e-12,2.0654455738161177e-11
6.3840586061010640e-01,-2.5897285674563468e+03,1.0203630477554440e-04,-2.6735710231597905e-03,8.1050141759642473e-03,1.5984293761064526e-13,-6.5028788223194691e-12,3.5298465275312594e-11
6.3145605236356783e-01,-2.6240127819860236e+03,1.3211839561770027e-04,-3.4127779359223258e-03,1.0199475038842980e-02,2.7687776529025585e-13,-1.1158690448098126e-11,6.0003465298193909e-11
6.2458190105823830e-01,-2.6572436409355037e+03,1.7044018355726975e-04,-4.3394521016089822e-03,1.2782707602382783e-02,4.7713069774285363e-13,-1.9047440261219253e-11,1.0145508859401987e-10
6.1778258307819189e-01,-2.6894400153718229e+03,2.1906895092609316e-04,-5.4962907988881206e-03,1.5954515720012129e-02,8.1797736647142014e-13,-3.2342611703701976e-11,1.7062664051797766e-10
6.1105728377354329e-01,-2.7206204903262164e+03,2.8053677297611509e-04,-6.9344128380964881e-03,1.9831457808702796e-02,1.3950824136669181e-12,-5.4629580224004523e-11,2.8542618713723502e-10
6.0440519736284160e-01,-2.7508033687853999e+03,3.5793065787053003e-04,-8.7146911748266324e-03,2.4548793589440638e-02,2.3670808437070294e-12,-9.1789744513147873e-11,4.7491204507013714e-10
5.9782552683652668e-01,-2.7800066756298575e+03,4.5499658131265485e-04,-1.0909218046106537e-02,3.0262455293889427e-02,3.9955904556705055e-12,-1.5341688743225878e-10,7.8596520680107129e-10
5.9131748386143690e-01,-2.8082481615198039e+03,5.7625870856543588e-04,-1.3602897066259539e-02,3.7150988331531666e-02,6.7097060277755959e-12,-2.5507273906711225e-10,1.2937863120049806e-09
5.8488028868635611e-01,-2.8355453067295011e+03,7.2715501369357226e-04,-1.6895150956575122e-02,4.5417392829611367e-02,1.1209356153800810e-11,-4.2185765513495072e-10,2.1183082313003280e-09
5.7851317004858926e-01,-2.8619153249305887e+03,9.1419035997547299e-04,-2.0901726657212807e-02,5.5290783026438334e-02,1.8629984477629762e-11,-6.9402952238927435e-10,3.4497001668719929e-09
5.7221536508155380e-01,-2.8873751669250810e+03,1.1451078848523791e-03,-2.5756571450994858e-02,6.7027766637194827e-02,3.0803422128657945e-11,-1.1357929308487010e-09,5.5877543909529821e-09
5.6598611922337927e-01,-2.9119415243286967e+03,1.4290792256943642e-03,-3.1613744432681404e-02,8.0913431572688488e-02,5.0668738451258903e-11,-1.8489647857888093e-09,9.0023344134555824e-09
5.5982468612649972e-01,-2.9356308332051271e+03,1.7769137176875710e-03,-3.8649317257335704e-02,9.7261813465427310e-02,8.2915526892931789e-11,-2.9940938325402459e-09,1.4425567319113106e-08
5.5373032756823137e-01,-2.9584592776519080e+03,2.2012861819670970e-03,-4.7063206740014213e-02,1.1641570517030979e-01,1.3498524149213437e-10,-4.8229022143690039e-09,2.2991567361191100e-08
5.4770231336232411e-01,-2.9804427933384995e+03,2.7169822922221876e-03,-5.7080869778782434e-02,1.3874565971262198e-01,2.1862074018815999e-10,-7.7278156347879233e-09,3.6446858254979380e-08
5.4173992127147463e-01,-3.0015970709971930e+03,3.3411597555191054e-03,-6.8954778545865375e-02,1.6464803211576279e-01,3.5225006541459898e-10,-1.2317121436128669e-08,5.7465252233910160e-08
5.3584243692079281e-01,-3.0219375598674496e+03,4.0936226657268850e-03,-8.2965581345788617e-02,1.9454190429558452e-01,5.6463195616097587e-10,-1.9528314593576128e-08,9.0116024588003501e-08
5.3000915371221058e-01,-3.0414794710942865e+03,4.9971053879459540e-03,-9.9422842482727036e-02,2.2886474193503953e-01,9.0039790360194285e-10,-3.0797979684798416e-08,1.4055552915382361e-07
5.2423937273982113e-01,-3.0602377810812764e+03,6.0775612175223053e-03,-1.1866524351898367e-01,2.6806664411326059e-01,1.4284273132237962e-09,-4.8314828024538555e-08,2.1804226436628406e-07
5.1853240270614143e-01,-3.0782272347987755e+03,7.3644498418706629e-03,-1.4106011914225167e-01,3.1260306653730191e-01,2.2544284998235417e-09,-7.5394240532258051e-08,3.3641691882194588e-07
5.1288755983928447e-01,-3.0954623490479271e+03,8.8910163390758783e-03,-1.6700219427062274e-01,3.6292592843584415e-01,3.5397242876852398e-09,-1.1702918025843458e-07,5.1624617102299346e-07
5.0730416781103527e-01,-3.1119574156810427e+03,1.0694553103801746e-02,-1.9691138585086804e-01,4.1947305220555525e-01,5.5291332324698199e-09,-1.8069540430612110e-07,7.8790727875606028e-07
5.0178155765581656e-01,-3.1277265047788924e+03,1.2816634736643047e-02,-2.3122953391954937e-01,4.8265593410738772e-01,8.5921000168772726e-09,-2.7752087092080019e-07,1.1959965558132335e-06
4.9631906769053857e-01,-3.1427834677854903e+03,1.5303314614626782e-02,-2.7041593276769305e-01,5.5284590362977848e-01,1.3283002125761752e-08,-4.2397318452496075e-07,1.8055872923494682e-06
4.9091604343532008e-01,-3.1571419406009022e+03,1.8205270633466917e-02,-3.1494154530244794e-01,6.3035879800518702e-01,2.0429033002215896e-08,-6.4427884770532957e-07,2.7110522627847837e-06
4.8557183753507299e-01,-3.1708153466326266e+03,2.1577886539530383e-02,-3.6528180266322408e-01,7.1543835564804037e-01,3.1257484710088156e-08,-9.7386912380197230e-07,4.0484158796409775e-06
4.8028580968194040e-01,-3.1838168998060873e+03,2.5481254420960647e-02,-4.2190791740605277e-01,8.0823861620820581e-01,4.7578954469675512e-08,-1.4642559563180264e-06,6.0125272491301251e-06
4.7505732653857907e-01,-3.1961596075347575e+03,2.9980083377501819e-02,-4.8527667249237827e-01,9.0880570307546005e-01,7.2049407014353310e-08,-2.1898857701986019e-06,8.8807667911470247e-06
4.6988576166227741e-01,-3.2078562736504491e+03,3.5143499214183770e-02,-5.5581869001593576e-01,1.0170594534359179e+00,1.0854268909059595e-07,-3.2577091171296830e-06,1.3045537666292347e-05
4.6477049542989868e-01,-3.2189195012942710e+03,4.1044720281616508e-02,-6.3392523286155589e-01,1.1327754476549567e+00,1.6267671440347103e-07,-4.8204521890808924e-06,1.9058473843689590e-05
4.5971091496364225e-01,-3.2293616957687727e+03,4.7760595387733105e-02,-7.1993364872945464e-01,1.2555680695799385e+00,2.4255199853736168e-07,-7.0948967299892887e-06,2.7690146458292902e-05
4.5470641405761231e-01,-3.2391950673517745e+03,5.5370991097145182e-02,-8.1411162818391281e-01,1.3848752976338670e+00,3.5978161919363486e-07,-1.0386884817120621e-05,4.0010097766590923e-05
4.4975639310518634e-01,-3.2484316340723753e+03,6.3958017767543437e-02,-9.1664051516592981e-01,1.5199459783674292e+00,5.3091835014159187e-07,-1.5125283808236935e-05,5.7493305963474818e-05
4.4486025902717413e-01,-3.2570832244496401e+03,7.3605086384081489e-02,-1.0275979778708821e+00,1.6598303644687435e+00,7.7941928957930509e-07,-2.1907796128993844e-05,8.2160710282431869e-05
4.4001742520075893e-01,-3.2651614801944347e+03,8.4395791657949193e-02,-1.1469404177295284e+00,1.8033747033229770e+00,1.1383327034656584e-06,-3.1562301871945742e-05,1.1676322422570290e-04
4.3522731138921211e-01,-3.2726778588748994e+03,9.6412620945009395e-02,-1.2744855617466297e+00,1.9492206357812478e+00,1.6539482836382557e-06,-4.5228403522674660e-05,1.6502074523859744e-04
4.3048934367237301e-01,-3.2796436365460245e+03,1.0973549327660898e-01,-1.4098957456212118e+00,2.0958101043398618e+00,2.3907231556989153e-06,-6.4465024964888352e-05,2.3193002547712622e-04
4.2580295437788562e-01,-3.2860699103437978e+03,1.2444013810834109e-01,-1.5526624486349760e+00,2.2413963730336879e+00,3.4378846413205035e-06,-9.1391321919863223e-05,3.2415787140756220e-04
4.2116758201318361e-01,-3.2919676010443823e+03,1.4059632918142037e-01,-1.7020926828712555e+00,2.3840616269721111e+00,4.9182201084881471e-06,-1.2886980320337592e-04,4.5053892950362078e-04
4.1658267119821607e-01,-3.2973474555887751e+03,1.5826599501964428e-01,-1.8572978655598489e+00,2.5217414481797622e+00,6.9996975015979733e-06,-1.8074244735630308e-04,6.2270019036898448e-04
4.1204767259890562e-01,-3.3022200495734037e+03,1.7750123388431460e-01,-2.0171858110608945e+00,2.6522562586611063e+00,9.9107205901241862e-06,-2.5213271904253213e-04,8.5583715257975062e-04
4.0756204286133058e-01,-3.3065957897070939e+03,1.9834226728175869e-01,-2.1804564653898990e+00,2.7733495857553065e+00,1.3960013629880824e-05,-3.4982871618779966e-04,1.1696691177433096e-03
4.0312524454662391e-01,-3.3104849162348487e+03,2.2081537213960123e-01,-2.3456019689713541e+00,2.8827327452437332e+00,1.9562353466220750e-05,-4.8276515803367237e-04,1.5896030563847968e-03
3.9873674606658088e-01,-3.3138975053288755e+03,2.4493083729587162e-01,-2.5109115709309107e+00,2.9781352625979411e+00,2.7271624642241950e-05,-6.6262446846381906e-04,2.1481365285908370e-03
3.9439602161996762e-01,-3.3168434714472737e+03,2.7068099472534574e-01,-2.6744818300166973e+00,3.0573600722336698e+00,3.7822964865380462e-05,-9.0457968919864724e-04,2.8865298194173509e-03
3.9010255112952291e-01,-3.3193325696608226e+03,2.9803837970437086e-01,-2.8342324235192651e+00,3.1183422601315534e+00,5.2186092217469302e-05,-1.2282041957823995e-03,3.8567752305679456e-03
3.8585582017964609e-01,-3.3213743979482656e+03,3.2695407664186682e-01,-2.9879277478025053e+00,3.1592098591921154e+00,7.1632256963364874e-05,-1.6585749516334930e-03,5.1238867566467186e-03
3.8165531995476304e-01,-3.3229783994605136e+03,3.5735630835371485e-01,-3.1332043349168366e+00,3.1783449822172867e+00,9.7817631329860639e-05,-2.2275970261324499e-03,6.7685255100248124e-03
3.7750054717836329e-01,-3.3241538647541697e+03,3.8914932593609536e-01,-3.2676039330887221e+00,3.1744433973685888e+00,1.3288632735100354e-04,-2.9755769617171744e-03,8.8899645596175036e-03
3.7339100405270065e-01,-3.3249099339947670e+03,4.2221265395025576e-01,-3.3886119096601321e+00,3.1465705275057436e+00,1.7959659765096986e-04,-3.9530708789333562e-03,1.1609380647872649e-02
3.6932619819915041e-01,-3.3252555991301269e+03,4.5640074127124081e-01,-3.4937004393140043e+00,3.0942117986790043e+00,2.4147410256544085e-04,-5.2230294773682800e-03,1.5073438952444123e-02
3.6530564259921555e-01,-3.3251997060342187e+03,4.9154306164513639e-01,-3.5803757450504752e+00,3.0173152828319236e+00,3.2299638816627260e-04,-6.8632558012224542e-03,1.9458110215818947e-02
3.6132885553617566e-01,-3.3247509566219051e+03,5.2744469978387443e-01,-3.6462284718799358e+00,2.9163246813149684e+00,4.2981287515900566e-04,-8.9691822464769925e-03,2.4972626962291480e-02
3.5739536053737070e-01,-3.3239179109349616e+03,5.6388744882058528e-01,-3.6889861014138092e+00,2.7922008816705910e+00,5.6900466251570366e-04,-1.1656960257888002e-02,3.1863447274121000e-02
3.5350468631711290e-01,-3.3227089891997298e+03,6.0063143334702218e-01,-3.7065661673086825e+00,2.6464305891852646e+00,7.4938824938447642e-04,-1.5066839016131598e-02,4.0418051262933428e-02
3.4965636672022071e-01,-3.3211324738567932e+03,6.3741725932933824e-01,-3.6971289143475619e+00,2.4810208818310477e+00,9.8186681568069581e-04,-1.9366787770643708e-02,5.0968348048782829e-02
3.4584994066616698e-01,-3.3191965115630273e+03,6.7396867829224305e-01,-3.6591279645950361e+00,2.2984789533644214e+00,1.2798319131448761e-03,-2.4756290121318730e-02,6.3893421490267929e-02
3.4208495209383533e-01,-3.3169091151663861e+03,7.0999573867920263e-01,-3.5913575182281625e+00,2.1017767816084283e+00,1.6596172405483642e-03,-3.1470207518957634e-02,7.9621293555781486e-02
3.3836094990687793e-01,-3.3142781656537923e+03,7.4519838269250893e-01,-3.4929946285899383e+00,1.8943009709556669e+00,2.1410045475382051e-03,-3.9782573879722470e-02,9.8629338310055756e-02
3.3467748791966789e-01,-3.3113114140724661e+03,7.7927043268042939e-01,-3.3636351532974453e+00,1.6797885506671402e+00,2.7477795768932486e-03,-5.0010144220899194e-02,1.2144294098689726e-01
3.3103412480384042e-01,-3.3080164834250527e+03,8.1190389777400807e-01,-3.2033220964912212e+00,1.4622500422875966e+00,3.5083332731849471e-03,-6.2515478810354713e-02,1.4863197018611568e-01
3.2743042403541589e-01,-3.3044008705388951e+03,8.4279351948414449e-01,-3.0125652200916240e+00,1.2458816179798076e+00,4.4563002350032589e-03,-7.7709302181288270e-02,1.8080462206198589e-01
3.2386595384249778e-01,-3.3004719479097648e+03,8.7164146482621541e-01,-2.7923510106643148e+00,1.0349686342209869e+00,5.6312225728068210e-03,-9.6051835747314379e-02,2.1859820895204182e-01
3.2034028715354129e-01,-3.2962369655204207e+03,8.9816206767476858e-01,-2.5441423375515146e+00,8.3378322053265486e-01,7.0792229941623111e-03,-1.1805276646241125e-01,2.6266650668767971e-01
3.1685300154618395e-01,-3.2917030526342992e+03,9.2208651382910156e-01,-2.2698674197429023e+00,6.4647891127517554e-01,8.8536661532941929e-03,-1.4426948532121797e-01,3.1366334984059030e-01
3.1340367919663387e-01,-3.2868772195646693e+03,9.4316736297266701e-01,-1.9718980243229152e+00,4.7698551373953046e-01,1.1015782201115551e-02,-1.7530321222877732e-01,3.7222227645000200e-01
3.0999190682960903e-01,-3.2817663594195856e+03,9.6118280151768887e-01,-1.6530171377077116e+00,3.2890749561080085e-01,1.3635221236766183e-02,-2.1179262190829679e-01,4.3893217589568406e-01
3.0661727566882085e-01,-3.2763772498229287e+03,9.7594052431418332e-01,-1.3163766708510045e+00,2.0542914199236892e-01,1.6790502229036663e-02,-2.5440460316226832e-01,5.1430908598929415e-01
3.0327938138799793e-01,-3.2707165546118831e+03,9.8728115032689689e-01,-9.6544606931770205e-01,1.0922957454580098e-01,2.0569315237522236e-02,-3.0382182487311193e-01,5.9876451585283452e-01
2.9997782406244150e-01,-3.2647908255111274e+03,9.9508108748420099e-01,-6.0395298686585552e-01,4.2410446492322153e-02,2.5068631760669757e-02,-3.6072685004009064e-01,6.9257093438603157e-01
2.9671220812110999e-01,-3.2586065037840717e+03,9.9925477470556467e-01,-2.3581743583592826e-01,6.4387363670207459e-03,3.0394575153733019e-02,-4.2578263645626629e-01,7.9582535122676945e-01
2.9348214229922348e-01,-3.2521699218614158e+03,9.9975624423968124e-01,1.3491896075003271e-01,2.1065748705542185e-03,3.6662001703427892e-02,-4.9960939064937254e-01,9.0841221552813489e-01
2.9028723959138536e-01,-3.2454873049473536e+03,9.9657996442296803e-01,5.0416683030663911e-01,2.9509471893692001e-02,4.3993743534464454e-02,-5.8275790014088713e-01,1.0299671514614033e+00
2.8712711720521378e-01,-3.2385647726036964e+03,9.8976094125369285e-01,8.6786413760480330e-01,8.8043687520093977e-02,5.2519467455728490e-02,-6.7567965564908605e-01,1.1598433187495900e+00
2.8400139651547790e-01,-3.2314083403122149e+03,9.7937407617373340e-01,1.2220505696672692e+00,1.7642283695303007e-01,6.2374109484529788e-02,-7.7869428505896932e-01,1.2970824099115539e+00
2.8090970301873358e-01,-3.2240239210154882e+03,9.6553279653272384e-01,1.5629393139649972e+00,2.9271316174732126e-01,7.3695853392298033e-02,-8.9195504786711433e-01,1.4403924500367860e+00
2.7785166628845276e-01,-3.2164173266365324e+03,9.4838699374937929e-01,1.8869844110179181e+00,4.3438626552247239e-01,8.6623633359816252e-02,-1.0154133729878754e+00,1.5881346266373226e+00
2.7482691993064118e-01,-3.2085942695775011e+03,9.2812032157523650e-01,2.1909420074643799e+00,5.9838752742408274e-01,1.0129415573648504e-01,-1.1487836525634056e+00,1.7383213249998679e+00
2.7183510153993995e-01,-3.2005603641977295e+03,9.0494692254611309e-01,2.4719240340105517e+00,7.8121789455593671e-01,1.1783845281524177e-01,-1.2915097160510918e+00,1.8886273606987036e+00
2.6887585265620401e-01,-3.1923211282713814e+03,8.7910766418360209e-01,2.7274430765309390e+00,9.7902633551060025e-01,1.3637800211519271e-01,-1.4427345872199844e+00,2.0364160733620964e+00
2.6594881872155413e-01,-3.1838819844249911e+03,8.5086597737723690e-01,2.9554474883830166e+00,1.1877099266645870e+00,1.5702046734911831e-01,-1.6012752559269678e+00,2.1787814697682384e+00
2.6305364903789563e-01,-3.1752482615551421e+03,8.2050339733374800e-01,3.1543460968778012e+00,1.4030183516725823e+00,1.7985514126961585e-01,-1.7656042610535343e+00,2.3126069844087200e+00
2.6018999672490079e-01,-3.1664251962265671e+03,7.8831491233118955e-01,3.3230221752011948e+00,1.6206595276969238e+00,2.0494819495840916e-01,-1.9338398664693714e+00,2.4346406767105861e+00
2.5735751867844703e-01,-3.1574179340509027e+03,7.5460422718773679e-01,3.4608366710488814e+00,1.8364031288334952e+00,2.3233786169248785e-01,-2.1037465065345518e+00,2.5415858320572386e+00
2.5455587552950898e-01,-3.1482315310463764e+03,7.1967904688956297e-01,3.5676209932346534e+00,2.0461789519915725e+00,2.6202970499563649e-01,-2.2727469733011532e+00,2.6302050153401373e+00
2.5178473160349757e-01,-3.1388709549786709e+03,6.8384648137297166e-01,3.6436599467384352e+00,2.2461673522037291e+00,2.9399213849243250e-01,-2.4379475108293756e+00,2.6974346875807047e+00
2.4904375488004107e-01,-3.1293410866831987e+03,6.4740866527826046e-01,3.6896656654630338e+00,2.4328793477212378e+00,3.2815237834332778e-01,-2.5961765751791224e+00,2.7405065926597310e+00
2.4633261695320541e-01,-3.1196467213690648e+03,6.1065867692989306e-01,3.7067436123302144e+00,2.6032244415973307e+00,3.6439301604685131e-01,-2.7440375203023994e+00,2.7570713119461328e+00
2.4365099299214604e-01,-3.1097925699049256e+03,5.7387682926354400e-01,3.6963518920865575e+00,2.7545647046713122e+00,4.0254939910312643e-01,-2.8779748955086424e+00,2.7453187307008831e+00
2.4099856170218908e-01,-3.0997832600870070e+03,5.3732739238088278e-01,3.6602552491662745e+00,2.8847541925264548e+00,4.4240799854824225e-01,-2.9943534111713284e+00,2.7040897199540082e+00
2.3837500528633609e-01,-3.0896233378895085e+03,5.0125579336364978e-01,3.6004751991498889e+00,2.9921633034954920e+00,4.8370592513429894e-01,-3.0895479735502960e+00,2.6329731623699559e+00
2.3578000940718730e-01,-3.0793172686976277e+03,4.6588632442530764e-01,3.5192377678387721e+00,3.0756882043988996e+00,5.2613172979721468e-01,-3.1600425394749330e+00,2.5323825800588913e+00
2.3321326314928015e-01,-3.0688694385234348e+03,4.3142037591631582e-01,3.4189202887894861e+00,3.1347459355418104e+00,5.6932758933997130e-01,-3.2025349328550585e+00,2.4036070802622977e+00
2.3067445898183705e-01,-3.0582841552048235e+03,3.9803519659342423e-01,3.3019986421473146e+00,3.1692562393578827e+00,6.1289293577441439e-01,-3.2140442345164502e+00,2.2488321261750417e+00
2.2816329272191938e-01,-3.0475656495877706e+03,3.6588317033415352e-01,3.1709962101177838e+00,3.1796115240801970e+00,6.5638953881896722e-01,-3.1920169406709640e+00,2.0711267483900841e+00
2.2567946349798218e-01,-3.0367180766921124e+03,3.3509158648554443e-01,3.0284356839292932e+00,3.1666366647977986e+00,6.9934799741948206e-01,-3.1344278160120367e+00,1.8743951989467040e+00
2.2322267371382545e-01,-3.0257455168610659e+03,3.0576287057302148e-01,2.8767946910029858e+00,3.1315405530484814e+00,7.4127554002820284e-01,-3.0398712717745378e+00,1.6632926547194749e+00
2.2079262901293856e-01,-3.0146519768947123e+03,2.7797523337710167e-01,2.7184660270438643e+00,3.0758614305049354e+00,7.8166497723550032e-01,-2.9076391959255381e+00,1.4431063209415078e+00
2.1838903824323194e-01,-3.0034413911676443e+03,2.5178368955095382e-01,2.5557230837768410e+00,3.0014080839155284e+00,8.2000459688510596e-01,-2.7377814609529261e+00,1.2196050751547838e+00
2.1601161342215347e-01,-2.9921176227310011e+03,2.2722139206142622e-01,2.3906908667005049e+00,2.9101989422613932e+00,8.5578874374820402e-01,-2.5311458323741904e+00,9.9886252355139149e-01
2.1366006970218407e-01,-2.9806844643990912e+03,2.0430122577786233e-01,2.2253228055989305e+00,2.8044010109961000e+00,8.8852878580912942e-01,-2.2893946842495221e+00,7.8705990939220283e-01
