x,y
6.5000000000000000e+01,1.4738630000000001e+02
6.6000000000000000e+01,1.4920740000000001e+02
6.7000000000000000e+01,1.4895370000000000e+02
6.8000000000000000e+01,1.4458760000000001e+02
6.9000000000000000e+01,1.4812260000000001e+02
7.0000000000000000e+01,1.4801439999999999e+02
7.1000000000000000e+01,1.4388929999999999e+02
7.2000000000000000e+01,1.4090880000000001e+02
7.3000000000000000e+01,1.4344340000000000e+02
7.4000000000000000e+01,1.3939380000000000e+02
7.5000000000000000e+01,1.3598779999999999e+02
7.6000000000000000e+01,1.3639269999999999e+02
7.7000000000000000e+01,1.2672620000000001e+02
7.8000000000000000e+01,1.2444870000000000e+02
7.9000000000000000e+01,1.2286470000000000e+02
8.0000000000000000e+01,1.1385570000000000e+02
8.1000000000000000e+01,1.1370370000000000e+02
8.2000000000000000e+01,1.0684070000000000e+02
8.3000000000000000e+01,1.0700340000000000e+02
8.4000000000000000e+01,1.0246290000000000e+02
8.5000000000000000e+01,9.6092960000000005e+01
8.6000000000000000e+01,9.4575550000000007e+01
8.7000000000000000e+01,8.6988240000000005e+01
8.8000000000000000e+01,8.4901539999999997e+01
8.9000000000000000e+01,8.1180229999999995e+01
9.0000000000000000e+01,7.6401169999999993e+01
9.1000000000000000e+01,6.7091999999999999e+01
9.2000000000000000e+01,7.2671549999999996e+01
9.3000000000000000e+01,6.8108480000000000e+01
9.4000000000000000e+01,6.7990880000000004e+01
9.5000000000000000e+01,6.3340940000000003e+01
9.6000000000000000e+01,6.0552529999999997e+01
9.7000000000000000e+01,5.6186869999999999e+01
9.8000000000000000e+01,5.3644820000000003e+01
9.9000000000000000e+01,5.3703069999999997e+01
1.0000000000000000e+02,4.8078930000000000e+01
1.0100000000000000e+02,4.2212580000000003e+01
1.0200000000000000e+02,4.5651809999999998e+01
1.0300000000000000e+02,4.1697279999999999e+01
1.0400000000000000e+02,4.1249459999999999e+01
1.0500000000000000e+02,3.9213490000000000e+01
1.0600000000000000e+02,3.7716960000000000e+01
1.0700000000000000e+02,3.6683950000000003e+01
1.0800000000000000e+02,3.7303930000000001e+01
1.0900000000000000e+02,3.7432769999999998e+01
1.1000000000000000e+02,3.7450119999999998e+01
1.1100000000000000e+02,3.2646479999999997e+01
1.1200000000000000e+02,3.1843470000000000e+01
1.1300000000000000e+02,3.1399509999999999e+01
1.1400000000000000e+02,2.6689119999999999e+01
1.1500000000000000e+02,3.2253230000000002e+01
1.1600000000000000e+02,2.7610080000000000e+01
1.1700000000000000e+02,3.3586489999999998e+01
1.1800000000000000e+02,2.8107140000000001e+01
1.1900000000000000e+02,3.0264279999999999e+01
1.2000000000000000e+02,2.8016480000000001e+01
1.2100000000000000e+02,2.9110209999999999e+01
1.2200000000000000e+02,2.3020990000000001e+01
1.2300000000000000e+02,2.5650910000000000e+01
1.2400000000000000e+02,2.8502949999999998e+01
1.2500000000000000e+02,2.5237010000000001e+01
1.2600000000000000e+02,2.6138280000000002e+01
1.2700000000000000e+02,3.3532600000000002e+01
1.2800000000000000e+02,2.9251950000000001e+01
1.2900000000000000e+02,2.7098469999999999e+01
1.3000000000000000e+02,2.6529990000000002e+01
1.3100000000000000e+02,2.5524010000000001e+01
1.3200000000000000e+02,2.6692180000000000e+01
1.3300000000000000e+02,2.4552689999999998e+01
1.3400000000000000e+02,2.7717630000000000e+01
1.3500000000000000e+02,2.5202970000000001e+01
1.3600000000000000e+02,2.5614830000000001e+01
1.3700000000000000e+02,2.5068930000000002e+01
1.3800000000000000e+02,2.7639299999999999e+01
1.3900000000000000e+02,2.4948509999999999e+01
1.4000000000000000e+02,2.5868060000000000e+01
1.4100000000000000e+02,2.2481829999999999e+01
1.4200000000000000e+02,2.6900449999999999e+01
1.4300000000000000e+02,2.5399190000000001e+01
1.4400000000000000e+02,1.7906140000000001e+01
1.4500000000000000e+02,2.3760390000000001e+01
1.4600000000000000e+02,2.5896889999999999e+01
1.4700000000000000e+02,2.7642309999999998e+01
1.4800000000000000e+02,2.2861010000000000e+01
1.4900000000000000e+02,2.6470030000000001e+01
1.5000000000000000e+02,2.3728880000000000e+01
1.5100000000000000e+02,2.7543340000000001e+01
1.5200000000000000e+02,3.0526830000000000e+01
1.5300000000000000e+02,2.8072610000000001e+01
1.5400000000000000e+02,3.4928150000000002e+01
1.5500000000000000e+02,2.8291940000000000e+01
1.5600000000000000e+02,3.4191609999999997e+01
1.5700000000000000e+02,3.5412070000000000e+01
1.5800000000000000e+02,3.7093359999999997e+01
1.5900000000000000e+02,4.0983300000000000e+01
1.6000000000000000e+02,3.9539230000000003e+01
1.6100000000000000e+02,4.7801229999999997e+01
1.6200000000000000e+02,4.7463050000000003e+01
1.6300000000000000e+02,5.1041660000000000e+01
1.6400000000000000e+02,5.4580649999999999e+01
1.6500000000000000e+02,5.7530009999999997e+01
1.6600000000000000e+02,6.1420890000000000e+01
1.6700000000000000e+02,6.2790320000000001e+01
1.6800000000000000e+02,6.8514550000000000e+01
1.6900000000000000e+02,7.0230530000000002e+01
1.7000000000000000e+02,7.4427760000000006e+01
1.7100000000000000e+02,7.6599109999999996e+01
1.7200000000000000e+02,8.1620530000000002e+01
1.7300000000000000e+02,8.3422079999999994e+01
1.7400000000000000e+02,7.9174509999999998e+01
1.7500000000000000e+02,8.8569850000000002e+01
1.7600000000000000e+02,8.5665250000000000e+01
1.7700000000000000e+02,8.6555019999999999e+01
1.7800000000000000e+02,9.0659070000000000e+01
1.7900000000000000e+02,8.4272900000000007e+01
1.8000000000000000e+02,8.5722200000000001e+01
1.8100000000000000e+02,8.3107020000000006e+01
1.8200000000000000e+02,8.2168840000000003e+01
1.8300000000000000e+02,8.0425680000000000e+01
1.8400000000000000e+02,7.8156920000000000e+01
1.8500000000000000e+02,7.9796909999999997e+01
1.8600000000000000e+02,7.7843779999999995e+01
1.8700000000000000e+02,7.4503270000000001e+01
1.8800000000000000e+02,7.1572890000000001e+01
1.8900000000000000e+02,6.5880309999999994e+01
1.9000000000000000e+02,6.5013850000000005e+01
1.9100000000000000e+02,6.0195819999999998e+01
1.9200000000000000e+02,5.9667259999999999e+01
1.9300000000000000e+02,5.2954780000000000e+01
1.9400000000000000e+02,5.3877920000000003e+01
1.9500000000000000e+02,4.4912739999999999e+01
1.9600000000000000e+02,4.1099089999999997e+01
1.9700000000000000e+02,4.1680180000000000e+01
1.9800000000000000e+02,3.4533790000000003e+01
1.9900000000000000e+02,3.4864190000000001e+01
2.0000000000000000e+02,3.3147869999999998e+01
2.0100000000000000e+02,2.9588640000000002e+01
2.0200000000000000e+02,2.7294619999999998e+01
2.0300000000000000e+02,2.1914390000000001e+01
2.0400000000000000e+02,1.9081589999999998e+01
2.0500000000000000e+02,2.4902899999999999e+01
2.0600000000000000e+02,1.9823409999999999e+01
2.0700000000000000e+02,1.6755510000000001e+01
2.0800000000000000e+02,1.8245580000000000e+01
2.0900000000000000e+02,1.7235489999999999e+01
2.1000000000000000e+02,1.6349340000000002e+01
2.1100000000000000e+02,1.3712850000000000e+01
2.1200000000000000e+02,1.4756760000000000e+01
2.1300000000000000e+02,1.3971690000000001e+01
2.1400000000000000e+02,1.2428670000000000e+01
2.1500000000000000e+02,1.4355190000000000e+01
2.1600000000000000e+02,7.7033090000000000e+00
2.1700000000000000e+02,1.0234410000000000e+01
2.1800000000000000e+02,1.1783149999999999e+01
2.1900000000000000e+02,1.3877680000000000e+01
2.2000000000000000e+02,4.5357000000000003e+00
2.2100000000000000e+02,1.0059279999999999e+01
2.2200000000000000e+02,8.4248239999999992e+00
2.2300000000000000e+02,1.0533120000000000e+01
2.2400000000000000e+02,9.6022549999999995e+00
2.2500000000000000e+02,7.8775139999999997e+00
2.2600000000000000e+02,6.2581210000000000e+00
2.2700000000000000e+02,8.8998650000000001e+00
2.2800000000000000e+02,7.8777540000000004e+00
2.2900000000000000e+02,1.2511910000000000e+01
2.3000000000000000e+02,1.0662050000000001e+01
2.3100000000000000e+02,6.0354000000000001e+00
2.3200000000000000e+02,6.7906550000000001e+00
2.3300000000000000e+02,8.7835350000000005e+00
2.3400000000000000e+02,4.6002879999999999e+00
2.3500000000000000e+02,8.4009149999999995e+00
2.3600000000000000e+02,7.2165609999999996e+00
2.3700000000000000e+02,1.0017410000000000e+01
2.3800000000000000e+02,7.3312780000000002e+00
2.3900000000000000e+02,6.5278630000000000e+00
2.4000000000000000e+02,2.8420010000000002e+00
2.4100000000000000e+02,1.0325070000000000e+01
2.4200000000000000e+02,4.7909949999999997e+00
2.4300000000000000e+02,8.3771009999999997e+00
2.4400000000000000e+02,6.2644450000000003e+00
2.4500000000000000e+02,2.7062130000000000e+00
2.4600000000000000e+02,8.3623290000000008e+00
2.4700000000000000e+02,8.9836580000000001e+00
2.4800000000000000e+02,3.3625710000000000e+00
2.4900000000000000e+02,1.1827460000000001e+00
2.5000000000000000e+02,4.8753590000000004e+00
