j1,j2,j3,j4,j5
9.2516582220984833e-01,1.0427543982127200e+02,1.1752884822255566e+04,-1.8288053811312209e+03,-2.0612465450729991e+05
9.1371000416159653e-01,1.0679442528640740e+02,1.2482132427475295e+04,-2.0356532674549414e+03,-2.3792715390013353e+05
9.0111848321903609e-01,1.0933270556896565e+02,1.3265337166682602e+04,-2.2653856700156548e+03,-2.7485924334299943e+05
8.8816248386111807e-01,1.1172195884489005e+02,1.4053505203098719e+04,-2.5038937122072839e+03,-3.1496479005855421e+05
8.8816248386111807e-01,1.1172195884489005e+02,1.4053505203098719e+04,-2.5038937122072839e+03,-3.1496479005855421e+05
8.7942929147900084e-01,1.1321772698500658e+02,1.4575650172049749e+04,-2.6656475395940183e+03,-3.4317546424733399e+05
8.7485349463892492e-01,1.1396716474661277e+02,1.4846502551541247e+04,-2.7506615138572097e+03,-3.5832867541017872e+05
8.6561521883613690e-01,1.1541247712742215e+02,1.5387945575399195e+04,-2.9227572281407324e+03,-3.8969122122800385e+05
8.6116978110368636e-01,1.1607707479496588e+02,1.5646028911613452e+04,-3.0057528613820818e+03,-4.0514542818569078e+05
8.5153508644765130e-01,1.1745223447372454e+02,1.6200186700960825e+04,-3.1859457824937049e+03,-4.3943750177935668e+05
8.4720965738840059e-01,1.1804172156392586e+02,1.6446753065501794e+04,-3.2669499933623488e+03,-4.5518414257517614e+05
8.3748088668276754e-01,1.1930752711682707e+02,1.6996550313063184e+04,-3.4492981589857932e+03,-4.9138701572911610e+05
8.3298074384227772e-01,1.1986592903890377e+02,1.7248707188698256e+04,-3.5336844981422364e+03,-5.0849719928266783e+05
8.2353180497316336e-01,1.2098505746860742e+02,1.7773914792713116e+04,-3.7108683373910608e+03,-5.4516366744612076e+05
8.1848878341189835e-01,1.2155376922450102e+02,1.8051950267530647e+04,-3.8053966676805658e+03,-5.6513945911724074e+05
8.0931877624183257e-01,1.2253895591077585e+02,1.8553623314450571e+04,-3.9771389504275598e+03,-6.0217860848423676e+05
8.0373824426414420e-01,1.2310858687393896e+02,1.8856542251481231e+04,-4.0815239995080278e+03,-6.2516703100464458e+05
7.9484221624151941e-01,1.2397154046718978e+02,1.9335841166667589e+04,-4.2476475800668823e+03,-6.6250559306303156e+05
7.8914670951935850e-01,1.2449578489377399e+02,1.9640455024841784e+04,-4.3537855437001945e+03,-6.8685320737414260e+05
7.8022988519611902e-01,1.2527371036708887e+02,2.0113946936539789e+04,-4.5195389705915759e+03,-7.2565717711818346e+05
7.7468680446039961e-01,1.2573166836392286e+02,2.0406249775464683e+04,-4.6222862777666860e+03,-7.5019706288153329e+05
7.6541862970202434e-01,1.2645481181307146e+02,2.0891599459637535e+04,-4.7935090780637674e+03,-7.9193563478691515e+05
7.6003986946129742e-01,1.2685065421309055e+02,2.1171374188164813e+04,-4.8925135861860099e+03,-8.1656051753444492e+05
7.5044044293249723e-01,1.2751484006308993e+02,2.1667321623520238e+04,-5.0684655242731242e+03,-8.6123366188448900e+05
7.4917051630818488e-01,1.2759872233761006e+02,2.1732614388541744e+04,-5.0916666246142431e+03,-8.6721265950429789e+05
7.4529986447023788e-01,1.2784873875122460e+02,2.1931172645385068e+04,-5.1622663355229788e+03,-8.8553516719561163e+05
7.3817309802312436e-01,1.2828710270543877e+02,2.2295015579178202e+04,-5.2917806663500824e+03,-9.1965856200498075e+05
7.3570647995482785e-01,1.2843228020571428e+02,2.2420423155511540e+04,-5.3364559328771411e+03,-9.3158511220236251e+05
7.3040158326254134e-01,1.2873327905002290e+02,2.2689240432566537e+04,-5.4322630026013412e+03,-9.5743635420848650e+05
7.2696587452608119e-01,1.2892012818845524e+02,2.2862695532940652e+04,-5.4941050319279793e+03,-9.7432458636210801e+05
7.2114673810485519e-01,1.2922228400100900e+02,2.3155341070140799e+04,-5.5984603003792809e+03,-1.0031881012249633e+06
7.1540676659034241e-01,1.2950293288818381e+02,2.3442620911419031e+04,-5.7008974748906130e+03,-1.0319764609046988e+06
7.1208992002866356e-01,1.2965733263881907e+02,2.3608007126876175e+04,-5.7598560543842987e+03,-1.0487545903822931e+06
7.0647177628746527e-01,1.2990603022373912e+02,2.3887120837541148e+04,-5.8593139314231266e+03,-1.0774106457100844e+06
7.0065527569754782e-01,1.3014671746081950e+02,2.4174752768347222e+04,-5.9617236391738243e+03,-1.1073901659765379e+06
6.9739881228136502e-01,1.3027409813415898e+02,2.4335201531460902e+04,-6.0188019939209307e+03,-1.1243122124644301e+06
6.9174039176243063e-01,1.3048299009814730e+02,2.4613006422213522e+04,-6.1175267207794077e+03,-1.1539490653406195e+06
6.8613547046762924e-01,1.3067450035055998e+02,2.4886958591764145e+04,-6.2147308854546663e+03,-1.1835954971348410e+06
6.8297385168300284e-01,1.3077583312026138e+02,2.5040956525867645e+04,-6.2692959314329828e+03,-1.2004447849507874e+06
6.7725378338933795e-01,1.3094701901832849e+02,2.5318606127193812e+04,-6.3675142750183177e+03,-1.2311588850747915e+06
6.7156039200854067e-01,1.3110201972790730e+02,2.5593736291282064e+04,-6.4646136819389931e+03,-1.2620218829881304e+06
6.6849682102936092e-01,1.3117913119059148e+02,2.5741280913529765e+04,-6.5165815564194545e+03,-1.2787487988161894e+06
6.6299726259846326e-01,1.3130660785762566e+02,2.6005273686202763e+04,-6.6093655875335844e+03,-1.3089848546110264e+06
6.5722556316768710e-01,1.3142539586664239e+02,2.6281136411452477e+04,-6.7060235370690625e+03,-1.3410035267077002e+06
6.5396301973010795e-01,1.3148580474693551e+02,2.6436535902418855e+04,-6.7603273852198718e+03,-1.3592314240723073e+06
6.4868742933620527e-01,1.3157327129226252e+02,2.6687006616209612e+04,-6.8476150715901595e+03,-1.3889017649706323e+06
6.4317402087911590e-01,1.3165129033374623e+02,2.6947702618414518e+04,-6.9381308214120636e+03,-1.4201659978348352e+06
6.3972223900652403e-01,1.3169322012188303e+02,2.7110366294290845e+04,-6.9944235841250993e+03,-1.4398720390279931e+06
6.3467118484539387e-01,1.3174504455020687e+02,2.7347636347731943e+04,-7.0762633012456945e+03,-1.4688907360725810e+06
6.2906626757619322e-01,1.3178938305721249e+02,2.7609875750486015e+04,-7.1663168715883967e+03,-1.5013433845977690e+06
6.2572636227291278e-01,1.3180925821278908e+02,2.7765620242524019e+04,-7.2195901770289547e+03,-1.5208066707911491e+06
6.2087074617294002e-01,1.3182948553490039e+02,2.7991354663625400e+04,-7.2965112904482166e+03,-1.5492682423008699e+06
6.1198575051812953e-01,1.3184009023412065e+02,2.8402310639136613e+04,-7.4356009110076920e+03,-1.6018515042583870e+06
6.0707030727356326e-01,1.3183138792752700e+02,2.8628504202341763e+04,-7.5115995109323867e+03,-1.6312189497940768e+06
5.9848083226046800e-01,1.3179146407207767e+02,2.9021798303312225e+04,-7.6427260146293793e+03,-1.6830046956815356e+06
5.9354155013520238e-01,1.3175435329901222e+02,2.9246831345314731e+04,-7.7171377023917685e+03,-1.7130502271769247e+06
5.8502747140798594e-01,1.3166628271508134e+02,2.9632813587856206e+04,-7.8436540001440289e+03,-1.7652927692724154e+06
5.8029077419390374e-01,1.3160414467943542e+02,2.9846503971849161e+04,-7.9130568298262024e+03,-1.7946021584362846e+06
5.7180524673605126e-01,1.3146946232955290e+02,3.0227458778810804e+04,-8.0355804813722534e+03,-1.8475406642771084e+06
5.6705524323867851e-01,1.3138102930596941e+02,3.0439670679900053e+04,-8.1031298710487936e+03,-1.8774141598232947e+06
5.5887406092816005e-01,1.3120686328410414e+02,3.0803435293209131e+04,-8.2176817073536931e+03,-1.9292651344354267e+06
5.5406424640037666e-01,1.3109160069832910e+02,3.1016272725224670e+04,-8.2839460530768065e+03,-1.9599816361579723e+06
5.4618472860884060e-01,1.3088224651653647e+02,3.1363312732757633e+04,-8.3907251023411318e+03,-2.0106694562740056e+06
5.4137446923879540e-01,1.3074193432116911e+02,3.1574177138562340e+04,-8.4548035831525503e+03,-2.0418350653313408e+06
5.3379235928649871e-01,1.3050155599836319e+02,3.1905020410479836e+04,-8.5540597885965526e+03,-2.0912965371160852e+06
5.2896169824723249e-01,1.3033616244811807e+02,3.2114830427216297e+04,-8.6161596646388189e+03,-2.1230217413670048e+06
5.2162291973701091e-01,1.3006667503642367e+02,3.2432125420332242e+04,-8.7087684846520879e+03,-2.1715314216479985e+06
5.1677838232290996e-01,1.2987674304539371e+02,3.2640623062168346e+04,-8.7687336198558933e+03,-2.2037581333421827e+06
5.0972884565019050e-01,1.2958326714119141e+02,3.2942658172633681e+04,-8.8542948992921301e+03,-2.2509388492980455e+06
5.0487616130925028e-01,1.2936946757388230e+02,3.3149632371131600e+04,-8.9120011769558678e+03,-2.2836111815831717e+06
4.9806284508707338e-01,1.2905306379051160e+02,3.3438939358759460e+04,-8.9913479026975947e+03,-2.3297481550679738e+06
4.9320786171989245e-01,1.2881602932400151e+02,3.3644170538842714e+04,-9.0466723844099179e+03,-2.3628098933601822e+06
4.8662734610653546e-01,1.2847935191904750e+02,3.3921118493666916e+04,-9.1200117704236727e+03,-2.4078655076272581e+06
4.8179834838292529e-01,1.2822099445514792e+02,3.4123453254348511e+04,-9.1726019034747624e+03,-2.4411045445717382e+06
4.7544646381151806e-01,1.2786657197746968e+02,3.4388435867620690e+04,-9.2401618908093496e+03,-2.4850491389142661e+06
4.7064726604435764e-01,1.2758776735196490e+02,3.4587767851444165e+04,-9.2899685716828208e+03,-2.5184175800974956e+06
4.6451949418275984e-01,1.2721795387183245e+02,3.4841181026878752e+04,-9.3519840896331862e+03,-2.5612278826278406e+06
4.5971031763971665e-01,1.2691682449397297e+02,3.5039196906296056e+04,-9.3993928431295881e+03,-2.5949843761312165e+06
4.5380246438899791e-01,1.2653374114558427e+02,3.5281403043623264e+04,-9.4560850289247464e+03,-2.6366401886150870e+06
4.4903138657202912e-01,1.2621374213766595e+02,3.5476158640055139e+04,-9.5006023838739311e+03,-2.6704293180592842e+06
4.4331759600648130e-01,1.2581796692259947e+02,3.5708397192302953e+04,-9.5524002785761659e+03,-2.7110667230627015e+06
4.3856722960321054e-01,1.2547847006177457e+02,3.5900645069374325e+04,-9.5941858325052417e+03,-2.7449925085380748e+06
4.3306414221089773e-01,1.2507325491192937e+02,3.6122406751114322e+04,-9.6411159476269459e+03,-2.7844506968341386e+06
4.2849833794641629e-01,1.2472729620944284e+02,3.6305621380644625e+04,-9.6788304363918724e+03,-2.8173139634249466e+06
4.2319850995812730e-01,1.2431456230019990e+02,3.6517402675683719e+04,-9.7211943520409877e+03,-2.8556008409120403e+06
4.1881050534997710e-01,1.2396372147853972e+02,3.6692021920432977e+04,-9.7551023070469309e+03,-2.8874127318628212e+06
4.1368736701437392e-01,1.2354359528517263e+02,3.6895059295963947e+04,-9.7933311892216243e+03,-2.9246804263491454e+06
4.0948969252349388e-01,1.2319087909876788e+02,3.7060744068073327e+04,-9.8235460140100258e+03,-2.9553155828547762e+06
4.0725878979406110e-01,1.2300029969360233e+02,3.7148550513461778e+04,-9.8391926634702722e+03,-2.9716329682212910e+06
4.0451827453755956e-01,1.2276320595665860e+02,3.7256177743726752e+04,-9.8580188036946165e+03,-2.9917115465452424e+06
4.0048514327910323e-01,1.2240828404325789e+02,3.7414092017821771e+04,-9.8849253179415828e+03,-3.0213274234288447e+06
3.9567896936504787e-01,1.2197595588616329e+02,3.7601527921027555e+04,-9.9157301734353587e+03,-3.0567221405649176e+06
3.9180419592288884e-01,1.2161994045642393e+02,3.7752045717078559e+04,-9.9395544924438746e+03,-3.0853371099995030e+06
3.8715741339755061e-01,1.2118414196756731e+02,3.7931848277268247e+04,-9.9669180332087253e+03,-3.1197450135746631e+06
3.8343496073963679e-01,1.2082802482827434e+02,3.8075327183885813e+04,-9.9878754708957003e+03,-3.1473793183886535e+06
3.7892454182820240e-01,1.2038811618423817e+02,3.8248508392894306e+04,-1.0012104803097223e+04,-3.1809458169920188e+06
3.7534873348468972e-01,1.2003277148106893e+02,3.8385279991931042e+04,-1.0030394876802671e+04,-3.2076199776527267e+06
3.7098704445833436e-01,1.1959138365158867e+02,3.8551478433926124e+04,-1.0051589304314884e+04,-3.2402303281389466e+06
3.6753550516553463e-01,1.1923586858580275e+02,3.8682500486606135e+04,-1.0067481095364474e+04,-3.2660922169581433e+06
3.6330086606853923e-01,1.1879211718709095e+02,3.8842646477835005e+04,-1.0085901816031806e+04,-3.2978881758060805e+06
3.5998550841328164e-01,1.1843883212305379e+02,3.8967560156805928e+04,-1.0099485251966131e+04,-3.3228316427493771e+06
3.5587362235616865e-01,1.1799345822841128e+02,3.9121911010212047e+04,-1.0115295549247618e+04,-3.3538273923085402e+06
3.5268923413760278e-01,1.1764302093893878e+02,3.9241006064392423e+04,-1.0126741313542954e+04,-3.3778758325453876e+06
3.4869590479443602e-01,1.1719669360140995e+02,3.9389808719433888e+04,-1.0140096989513699e+04,-3.4080865981755545e+06
3.4562200419974509e-01,1.1684788717984981e+02,3.9503933697763619e+04,-1.0149612446521911e+04,-3.4313809759201268e+06
3.4175858182637120e-01,1.1640297297006204e+02,3.9646852593603136e+04,-1.0160615775799286e+04,-3.4607057332372367e+06
3.3877600339976843e-01,1.1605449548465867e+02,3.9756788518179521e+04,-1.0168373452972468e+04,-3.4833796937847785e+06
3.3502310964992765e-01,1.1560977467799702e+02,3.9894621045883214e+04,-1.0177210960474320e+04,-3.5119519582404783e+06
3.3215831507534205e-01,1.1526557849744520e+02,3.9999461050183432e+04,-1.0183256377952892e+04,-3.5337936282772124e+06
3.2851207638718816e-01,1.1482154093884999e+02,4.0132424988946848e+04,-1.0190062514512823e+04,-3.5616306500725215e+06
3.2574614908388133e-01,1.1448022663403927e+02,4.0232930848266762e+04,-1.0194554403422957e+04,-3.5827741995389643e+06
3.2220300755330988e-01,1.1403731046334296e+02,4.0361225292290976e+04,-1.0199452494991707e+04,-3.6098922215524144e+06
3.1953237371021898e-01,1.1369920453730721e+02,4.0457587950510017e+04,-1.0202501991932979e+04,-3.6303562837895118e+06
3.1607508451482663e-01,1.1325602428335267e+02,4.0581898621210930e+04,-1.0205619825350686e+04,-3.6568776958196578e+06
3.1349643384574771e-01,1.1292141547123833e+02,4.0674293852740047e+04,-1.0207329018754866e+04,-3.6766799125555023e+06
3.1014940809787794e-01,1.1248188583485741e+02,4.0793805535727734e+04,-1.0208753045271986e+04,-3.7024084669287913e+06
3.0765925587290288e-01,1.1215102854334927e+02,4.0882414434907107e+04,-1.0209224123194372e+04,-3.7215684696280444e+06
3.0439212584005798e-01,1.1171191018330128e+02,4.0998271037271566e+04,-1.0209072038818465e+04,-3.7467294382463768e+06
2.9881063044058381e-01,1.1094838708258878e+02,4.1195136123765216e+04,-1.0206760809079398e+04,-3.7897702884111805e+06
