x,y
1.7919000000000000e+02,4.3460000000000001e+01
1.8102000000000001e+02,4.4140000000000001e+01
1.8208000000000001e+02,4.4549999999999997e+01
1.8388000000000000e+02,4.5219999999999999e+01
1.8575000000000000e+02,4.5920000000000002e+01
1.8680000000000001e+02,4.6299999999999997e+01
1.8863000000000000e+02,4.7000000000000000e+01
1.9044999999999999e+02,4.7680000000000000e+01
1.9147999999999999e+02,4.8060000000000002e+01
1.9334999999999999e+02,4.8740000000000002e+01
1.9522000000000000e+02,4.9409999999999997e+01
1.9622999999999999e+02,4.9759999999999998e+01
1.9805000000000001e+02,5.0430000000000000e+01
1.9997000000000000e+02,5.1109999999999999e+01
2.0106000000000000e+02,5.1500000000000000e+01
2.0283000000000001e+02,5.2119999999999997e+01
2.0469000000000000e+02,5.2759999999999998e+01
2.0586000000000001e+02,5.3180000000000000e+01
2.0758000000000001e+02,5.3780000000000001e+01
2.0950000000000000e+02,5.4460000000000001e+01
2.1065000000000001e+02,5.4829999999999998e+01
2.1233000000000001e+02,5.5399999999999999e+01
2.1543000000000001e+02,5.6430000000000000e+01
2.1716000000000000e+02,5.7030000000000001e+01
2.2021000000000001e+02,5.8000000000000000e+01
2.2197999999999999e+02,5.8609999999999999e+01
2.2506000000000000e+02,5.9579999999999998e+01
2.2678999999999999e+02,6.0109999999999999e+01
2.2991999999999999e+02,6.1100000000000001e+01
2.3169000000000000e+02,6.1649999999999999e+01
2.3477000000000001e+02,6.2590000000000003e+01
2.3659999999999999e+02,6.3119999999999997e+01
2.3963000000000000e+02,6.4030000000000001e+01
2.4150000000000000e+02,6.4620000000000005e+01
2.4447999999999999e+02,6.5489999999999995e+01
2.4640000000000001e+02,6.6030000000000001e+01
2.4934999999999999e+02,6.6890000000000001e+01
2.5131999999999999e+02,6.7420000000000002e+01
2.5422000000000000e+02,6.8230000000000004e+01
2.5624000000000001e+02,6.8769999999999996e+01
2.5911000000000001e+02,6.9590000000000003e+01
2.6118000000000001e+02,7.0109999999999999e+01
2.6401999999999998e+02,7.0859999999999999e+01
2.6613000000000000e+02,7.1430000000000007e+01
2.6894000000000000e+02,7.2159999999999997e+01
2.7108999999999997e+02,7.2700000000000003e+01
2.7387000000000000e+02,7.3400000000000006e+01
2.7607999999999998e+02,7.3930000000000007e+01
2.7882999999999998e+02,7.4599999999999994e+01
2.8107999999999998e+02,7.5159999999999997e+01
2.8381000000000000e+02,7.5819999999999993e+01
2.8611000000000001e+02,7.6340000000000003e+01
2.8881000000000000e+02,7.6980000000000004e+01
2.9107999999999998e+02,7.7480000000000004e+01
2.9375000000000000e+02,7.8079999999999998e+01
2.9599000000000001e+02,7.8599999999999994e+01
2.9863999999999999e+02,7.9170000000000002e+01
3.0083999999999997e+02,7.9620000000000005e+01
3.0201999999999998e+02,7.9879999999999995e+01
3.0348000000000002e+02,8.0189999999999998e+01
3.0564999999999998e+02,8.0659999999999997e+01
3.0826999999999998e+02,8.1219999999999999e+01
3.1041000000000003e+02,8.1659999999999997e+01
3.1300999999999999e+02,8.2159999999999997e+01
3.1512000000000000e+02,8.2590000000000003e+01
3.1770999999999998e+02,8.3140000000000001e+01
3.1979000000000002e+02,8.3500000000000000e+01
3.2236000000000001e+02,8.4000000000000000e+01
3.2442000000000002e+02,8.4400000000000006e+01
3.2698000000000002e+02,8.4890000000000001e+01
3.2900999999999999e+02,8.5260000000000005e+01
3.3156000000000000e+02,8.5739999999999995e+01
3.3356000000000000e+02,8.6069999999999993e+01
3.3610000000000002e+02,8.6540000000000006e+01
3.3807999999999998e+02,8.6890000000000001e+01
3.4060000000000002e+02,8.7319999999999993e+01
3.4256999999999999e+02,8.7650000000000006e+01
3.4507999999999998e+02,8.8099999999999994e+01
3.4701999999999998e+02,8.8430000000000007e+01
3.4951999999999998e+02,8.8829999999999998e+01
3.5144000000000000e+02,8.9120000000000005e+01
3.5393000000000001e+02,8.9540000000000006e+01
3.5582999999999998e+02,8.9849999999999994e+01
3.5831999999999999e+02,9.0250000000000000e+01
3.6019999999999999e+02,9.0549999999999997e+01
3.6267000000000002e+02,9.0930000000000007e+01
3.6452999999999997e+02,9.1200000000000003e+01
3.6700000000000000e+02,9.1549999999999997e+01
3.7130000000000001e+02,9.2200000000000003e+01
