j1,j2,j3,j4,j5,j6,j7,j8
6.2625352365755593e-01,-3.1262575900985194e+03,1.2340980408667956e-04,-4.2370699403093317e-03,1.2711209820927995e-02,7.2877240958196922e-14,-3.2065986021606641e-12,1.7636292311883653e-11
6.2064252929343733e-01,-3.1578291890450091e+03,1.7170149442167880e-04,-5.7859164077033618e-03,1.7036309422682118e-02,1.3386088462961234e-13,-5.8303851972008929e-12,3.1743208295871528e-11
6.1508180731352868e-01,-3.1885840891133325e+03,2.3742019492028731e-04,-7.8495219999571535e-03,2.2676396888765112e-02,2.4436253899642747e-13,-1.0534740570068206e-11,5.6770546405367556e-11
6.0957090729630936e-01,-3.2185343905245136e+03,3.2627245380319842e-04,-1.0579686418692601e-02,2.9975778186295703e-02,4.4333777463280460e-13,-1.8915745050999666e-11,1.0088397360533155e-10
6.0410938285586468e-01,-3.2476920422331286e+03,4.4561759559201628e-04,-1.4166238378388173e-02,3.9350662162189368e-02,7.9938135583402291e-13,-3.3751657246325410e-11,1.7813374657782858e-10
5.9869679160572919e-01,-3.2760688436665500e+03,6.0487191858726776e-04,-1.8844373908086052e-02,5.1298573416456474e-02,1.4324928490497404e-12,-5.9846367915855817e-11,3.1253103244946930e-10
5.9333269512305209e-01,-3.3036764464451539e+03,8.1598783507214826e-04,-2.4902739855535191e-02,6.6407306281427173e-02,2.5512327442763627e-12,-1.0545095343008966e-10,5.4482992605546328e-10
5.8801665891308541e-01,-3.3305263560837157e+03,1.0940145945107526e-03,-3.2692127481645392e-02,8.5362777313185187e-02,4.5157185694713635e-12,-1.8464271484060686e-10,9.4372943140754620e-10
5.8274825237398975e-01,-3.3566299336741808e+03,1.4577455251970945e-03,-4.2634557397431064e-02,1.0895498001565718e-01,7.9436998327102746e-12,-3.2127852656739331e-10,1.6242414398684884e-09
5.7752704876195471e-01,-3.3819983975500068e+03,1.9304541362277093e-03,-5.5232437786515015e-02,1.3808109446628752e-01,1.3887943864964021e-11,-5.5551775459856086e-10,2.7775887729928042e-09
5.7235262515663332e-01,-3.4066428249322817e+03,2.5407177935836715e-03,-7.1077364447661717e-02,1.7374466864983978e-01,2.4130829412884303e-11,-9.5450836344297922e-10,4.7195135748013967e-09
5.6722456242688413e-01,-3.4305741535577954e+03,3.3233228988132153e-03,-9.0858006906442787e-02,2.1704968316539111e-01,4.1670212625590781e-11,-1.6297683160231061e-09,7.9677562116685181e-09
5.6214244519682244e-01,-3.4538031832892771e+03,4.3202394740940661e-03,-1.1536639484525267e-01,2.6918825463892287e-01,7.1515199306187434e-11,-2.7652543731725809e-09,1.3365396137000808e-08
5.5710586181217392e-01,-3.4763405777079652e+03,5.5816457715457601e-03,-1.4550179069899843e-01,3.3142074548105199e-01,1.2198043000868861e-10,-4.6623631025543203e-09,2.2275734823315087e-08
5.5211440430693060e-01,-3.4981968656887120e+03,7.1669750376124148e-03,-1.8227121700594537e-01,4.0504714890210081e-01,2.0677647933592143e-10,-7.8115558860236981e-09,3.6887902795111906e-08
5.4716766837030550e-01,-3.5193824429578049e+03,9.1459470384278700e-03,-2.2678561267509106e-01,4.9136882746269728e-01,3.4836240728956334e-10,-1.3005529872143697e-08,6.0692472736670579e-08
5.4226525331398323e-01,-3.5399075736336827e+03,1.1599536675244378e-02,-2.8025053424016355e-01,5.9164001672923416e-01,5.8328471958140164e-10,-2.1516725211225038e-08,9.9216010696204348e-08
5.3740676203966364e-01,-3.5597823917507321e+03,1.4620821413931971e-02,-3.4395031116354779e-01,7.0700897294729259e-01,9.7061966378292487e-10,-3.5373694413422148e-08,1.6114683010558978e-07
5.3259180100689718e-01,-3.5790169027663492e+03,1.8315638888734179e-02,-4.1922462345324901e-01,8.3844924690649802e-01,1.6052280551856116e-09,-5.7788209986682017e-08,2.6004694494006907e-07
5.2781998020120768e-01,-3.5976209850514315e+03,2.2802976631480693e-02,-5.0743660960795001e-01,9.8668229645990280e-01,2.6384177944061528e-09,-9.3810410467774325e-08,4.1693515763455254e-07
5.2309091310250089e-01,-3.6156043913644862e+03,2.8215008266802448e-02,-6.0993184537248257e-01,1.1520934857035783e+00,4.3099235146360103e-09,-1.5132620340277548e-07,6.6415389271218124e-07
5.1840421665375602e-01,-3.6329767503095222e+03,3.4696685646156508e-02,-7.2798786735361709e-01,1.3346444234816315e+00,6.9970459942650653e-09,-2.4256426113452225e-07,1.0511117982495965e-06
5.1375951122999841e-01,-3.6497475677779089e+03,4.2404795269492611e-02,-8.6275435313733106e-01,1.5337855166885888e+00,1.1289613242107988e-08,-3.8635565317436230e-07,1.6527436274681052e-06
5.0915642060754918e-01,-3.6659262283743542e+03,5.1506390959228834e-02,-1.0151846069927017e+00,1.7483734898207639e+00,1.8103500966280212e-08,-6.1149603263879826e-07,2.5818721378082594e-06
5.0459457193355117e-01,-3.6815219968271895e+03,6.2176524022116320e-02,-1.1859596248662929e+00,1.9765993747771549e+00,2.8851290572487683e-08,-9.6170968574958935e-07,4.0071236906232887e-06
5.0007359569576770e-01,-3.6965440193831150e+03,7.4595207807163263e-02,-1.3754067019752882e+00,2.2159330198490754e+00,4.5696936883987051e-08,-1.5029214797400185e-06,6.1786771944867423e-06
4.9559312569265146e-01,-3.7110013251865739e+03,8.8943576125149401e-02,-1.5834152687958696e+00,2.4630904181269084e+00,7.1932988672278929e-08,-2.3338258547006051e-06,9.4649604107302324e-06
4.9115279900368269e-01,-3.7249028276439294e+03,1.0539922456186433e-01,-1.8093533549786713e+00,2.7140300324680071e+00,1.1253517471925912e-07,-3.6011255910162913e-06,1.4404502364065165e-05
4.8675225595997168e-01,-3.7382573257725826e+03,1.2413075997184898e-01,-2.0519887358309354e+00,2.9639837295335738e+00,1.7497163264940470e-07,-5.5213270747145482e-06,2.1778567905818496e-05
4.8239114011512590e-01,-3.7510735055352188e+03,1.4529162554555944e-01,-2.3094193566655283e+00,3.2075268842576778e+00,2.7037477357447835e-07,-8.4116596223171043e-06,3.2712009642344297e-05
4.7806909821637761e-01,-3.7633599411593245e+03,1.6901331540606609e-01,-2.5790179980481200e+00,3.4386906640641599e+00,4.1522535315603165e-07,-1.2733577496784971e-05,4.8812047071009057e-05
4.7378578017596978e-01,-3.7751250964421274e+03,1.9539814175302633e-01,-2.8573962827957984e+00,3.6511174724612983e+00,6.3375402037661821e-07,-1.9153454838048906e-05,7.2357496054851410e-05
4.6954083904279931e-01,-3.7863773260411335e+03,2.2451176664654718e-01,-3.1403929828461474e+00,3.8382580901452914e+00,9.6133944320744202e-07,-2.8626552308843832e-05,1.0655438914958538e-04
4.6533393097431341e-01,-3.7971248767503976e+03,2.5637575668641227e-01,-3.4230911216833930e+00,3.9936063086306253e+00,1.4492788871477611e-06,-4.2512180689667658e-05,1.5587799586211476e-04
4.6116471520865848e-01,-3.8073758887626846e+03,2.9096045886431027e-01,-3.6998675633362907e+00,4.1109639592625449e+00,2.1714325285941694e-06,-6.2730273048275997e-05,2.2652598600766331e-04
4.5703285403707794e-01,-3.8171383969176750e+03,3.2817852639993389e-01,-3.9644776306461145e+00,4.1847263879042327e+00,3.2334033437800803e-06,-9.1972361778633397e-05,3.2701284187958542e-04
4.5293801277655776e-01,-3.8264203319363601e+03,3.6787944117144233e-01,-4.2101758267398397e+00,4.2101758267398406e+00,4.7851173921290088e-06,-1.3398328697961223e-04,4.6894150442864285e-04
4.4887985974271699e-01,-3.8352295216417738e+03,4.0984538152519617e-01,-4.4298719941396207e+00,4.1837679944651969e+00,7.0379224993831176e-06,-1.9393386442744591e-04,6.6799442191675814e-04
4.4485806622294116e-01,-3.8435736921662115e+03,4.5378876851922939e-01,-4.6163203118499387e+00,4.1033958327555009e+00,1.0287634671730527e-05,-2.7890920665580541e-04,9.4519231144467395e-04
4.4087230644975617e-01,-3.8514604691450700e+03,4.9935178859927620e-01,-4.7623365023819861e+00,3.9686137519849884e+00,1.4945338524781451e-05,-3.9854236066083864e-04,1.3284745355361287e-03
4.3692225757444120e-01,-3.8588973788974645e+03,5.4610813597805108e-01,-4.8610366177799360e+00,3.7808062582732838e+00,2.1578196799621971e-05,-5.6582827163453170e-04,1.8546593348020761e-03
4.3300759964087765e-01,-3.8658918495937555e+03,5.9356714447103365e-01,-4.9060889286834204e+00,3.5432864484935815e+00,3.0963048467339925e-05,-7.9815858271365130e-04,2.5718443220773208e-03
4.2912801555963254e-01,-3.8724512124101238e+03,6.4118038842995462e-01,-4.8919688895026159e+00,3.2613125930017439e+00,4.4156174947760484e-05,-1.1186230986765990e-03,3.5423064791425636e-03
4.2528319108227414e-01,-3.8785827026703400e+03,6.8835072920377161e-01,-4.8142060258510693e+00,2.9420147935756531e+00,6.2583283911865704e-05,-1.5576283995842133e-03,4.8459550209286632e-03
4.2147281477591764e-01,-3.8842934609748568e+03,7.3444367192973126e-01,-4.6696110005408844e+00,2.5942283336338243e+00,8.8154486599569039e-05,-2.1548874502116877e-03,6.5843783200912678e-03
4.1769657799799886e-01,-3.8895905343173654e+03,7.7880078307140488e-01,-4.4564711475752619e+00,2.2282355737876309e+00,1.2340980408667956e-04,-2.9618352980803090e-03,8.8855058942409280e-03
4.1395417487127412e-01,-3.8944808771889470e+03,8.2075480829826808e-01,-4.1747034693689686e+00,1.8554237641639861e+00,1.7170149442167880e-04,-4.0445240908217675e-03,1.1908876489641869e-02
4.1024530225904404e-01,-3.8989713526699547e+03,8.5964602964261327e-01,-3.8259554776069393e+00,1.4878715746249209e+00,2.3742019492028731e-04,-5.4870445048244183e-03,1.5851461902826096e-02
4.0656965974059917e-01,-3.9030687335097518e+03,8.9483931681436979e-01,-3.4136462826622256e+00,1.1378820942207419e+00,3.2627245380319842e-04,-7.3955089528724973e-03,2.0953942033138741e-02
4.0292694958688580e-01,-3.9067797031944447e+03,9.2574126592438288e-01,-2.9429429132781308e+00,8.1748414257725865e-01,4.4561759559201628e-04,-9.9026132353781399e-03,2.7507258987161502e-02
3.9931687673638988e-01,-3.9101108570027295e+03,9.5181678442308926e-01,-2.4206698468044001e+00,5.3792663262319995e-01,6.0487191858726776e-04,-1.3172766227011608e-02,3.5859196951309374e-02
3.9573914877123673e-01,-3.9130687030499889e+03,9.7260447711634834e-01,-1.8551529841293311e+00,3.0919216402155519e-01,8.1598783507214826e-04,-1.7407740481539164e-02,4.6420641284104433e-02
3.9219347589350501e-01,-3.9156596633207541e+03,9.8773021623561053e-01,-1.2560026206452823e+00,1.3955584673836471e-01,1.0940145945107526e-03,-2.2852749307557943e-02,5.9671067636401294e-02
3.8867957090175304e-01,-3.9178900746896707e+03,9.9691833834393939e-01,-6.3384314104583794e-01,3.5213507835879891e-02,1.4577455251970945e-03,-2.9802797404029486e-02,7.6162704476964244e-02
3.8519714916775522e-01,-3.9197661899310770e+03,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9304541362277093e-03,-3.8609082724554183e-02,9.6522706811385472e-02
3.8174592861344708e-01,-3.9212941787173286e+03,9.9691833834393939e-01,6.3384314104583794e-01,3.5213507835879891e-02,2.5407177935836715e-03,-4.9685147963414021e-02,1.2145258391056761e-01
3.7832562968807681e-01,-3.9224801286059806e+03,9.8773021623561053e-01,1.2560026206452823e+00,1.3955584673836471e-01,3.3233228988132153e-03,-6.3512393177319229e-02,1.5172405036804038e-01
3.7493597534556139e-01,-3.9233300460159544e+03,9.7260447711634834e-01,1.8551529841293311e+00,3.0919216402155519e-01,4.3202394740940661e-03,-8.0644470183089234e-02,1.8817043042720821e-01
3.7157669102204571e-01,-3.9238498571928026e+03,9.5181678442308926e-01,2.4206698468044001e+00,5.3792663262319995e-01,5.5816457715457601e-03,-1.0170998961483384e-01,2.3167275412267710e-01
3.6824750461366296e-01,-3.9240454091631923e+03,9.2574126592438288e-01,2.9429429132781308e+00,8.1748414257725865e-01,7.1669750376124148e-03,-1.2741288955755403e-01,2.8313975457234231e-01
3.6494814645449375e-01,-3.9239224706787168e+03,8.9483931681436979e-01,3.4136462826622256e+00,1.1378820942207419e+00,9.1459470384278700e-03,-1.5852974866608310e-01,3.4348112210984671e-01
3.6167834929472331e-01,-3.9234867331491587e+03,8.5964602964261327e-01,3.8259554776069393e+00,1.4878715746249209e+00,1.1599536675244378e-02,-1.9590328607079396e-01,4.1357360392723169e-01
3.5843784827899389e-01,-3.9227438115653090e+03,8.2075480829826808e-01,4.1747034693689686e+00,1.8554237641639861e+00,1.4620821413931971e-02,-2.4043128547354797e-01,4.9421986458451528e-01
3.5522638092495151e-01,-3.9216992454114647e+03,7.7880078307140488e-01,4.4564711475752619e+00,2.2282355737876309e+00,1.8315638888734179e-02,-2.9305022221974680e-01,5.8610044443949361e-01
3.5204368710198464e-01,-3.9203584995677011e+03,7.3444367192973126e-01,4.6696110005408844e+00,2.5942283336338243e+00,2.2802976631480693e-02,-3.5471296982303302e-01,6.8971966354478642e-01
3.4888950901015336e-01,-3.9187269652020427e+03,6.8835072920377161e-01,4.8142060258510693e+00,2.9420147935756531e+00,2.8215008266802448e-02,-4.2636012492057035e-01,8.0534690262774400e-01
3.4576359115930783e-01,-3.9168099606526389e+03,6.4118038842995462e-01,4.8919688895026159e+00,3.2613125930017439e+00,3.4696685646156508e-02,-5.0888472281029540e-01,9.3295532515220836e-01
3.4266568034839290e-01,-3.9146127323000405e+03,5.9356714447103365e-01,4.9060889286834204e+00,3.5432864484935815e+00,4.2404795269492611e-02,-6.0309042161056159e-01,1.0721607495298873e+00
3.3959552564493922e-01,-3.9121404554296996e+03,5.4610813597805108e-01,4.8610366177799360e+00,3.7808062582732838e+00,5.1506390959228834e-02,-7.0964360877159727e-01,1.2221639928844175e+00
3.3655287836473702e-01,-3.9093982350847850e+03,4.9935178859927620e-01,4.7623365023819861e+00,3.9686137519849884e+00,6.2176524022116320e-02,-8.2902032029488437e-01,1.3817005338248074e+00
3.3353749205169325e-01,-3.9063911069094315e+03,4.5378876851922939e-01,4.6163203118499387e+00,4.1033958327555009e+00,7.4595207807163263e-02,-9.6144934507010427e-01,1.5490017226129458e+00
3.3054912245786772e-01,-3.9031240379825022e+03,4.0984538152519617e-01,4.4298719941396207e+00,4.1837679944651969e+00,8.8943576125149401e-02,-1.1068533917796368e+00,1.7217719427683240e+00
3.2758752752368958e-01,-3.8996019276420006e+03,3.6787944117144233e-01,4.2101758267398397e+00,4.2101758267398406e+00,1.0539922456186433e-01,-1.2647906947423722e+00,1.8971860421135582e+00
3.2465246735834974e-01,-3.8958296083001969e+03,3.2817852639993389e-01,3.9644776306461145e+00,4.1847263879042327e+00,1.2413075997184898e-01,-1.4343998930080326e+00,2.0719109565671583e+00
3.2174370422037019e-01,-3.8918118462495977e+03,2.9096045886431027e-01,3.6998675633362907e+00,4.1109639592625449e+00,1.4529162554555944e-01,-1.6143513949506605e+00,2.2421547152092507e+00
3.1886100249834631e-01,-3.8875533424598384e+03,2.5637575668641227e-01,3.4230911216833930e+00,3.9936063086306253e+00,1.6901331540606609e-01,-1.8028086976647046e+00,2.4037449302196063e+00
3.1600412869186256e-01,-3.8830587333656072e+03,2.2451176664654718e-01,3.1403929828461474e+00,3.8382580901452914e+00,1.9539814175302633e-01,-1.9974032268087138e+00,2.5522374564778012e+00
3.1317285139257856e-01,-3.8783325916456929e+03,1.9539814175302633e-01,2.8573962827957984e+00,3.6511174724612983e+00,2.2451176664654718e-01,-2.1952261627662391e+00,2.6830541989365146e+00
3.1036694126548503e-01,-3.8733794269932532e+03,1.6901331540606609e-01,2.5790179980481200e+00,3.4386906640641599e+00,2.5637575668641227e-01,-2.3928403957398481e+00,2.7916471283631563e+00
3.0758617103032765e-01,-3.8682036868774003e+03,1.4529162554555944e-01,2.3094193566655283e+00,3.2075268842576778e+00,2.9096045886431027e-01,-2.5863151899049801e+00,2.8736835443388666e+00
3.0483031544319683e-01,-3.8628097572961901e+03,1.2413075997184898e-01,2.0519887358309354e+00,2.9639837295335738e+00,3.2817852639993389e-01,-2.7712853340438861e+00,2.9252456303796572e+00
3.0209915127828346e-01,-3.8572019635211232e+03,1.0539922456186433e-01,1.8093533549786713e+00,2.7140300324680071e+00,3.6787944117144233e-01,-2.9430355293715387e+00,2.9430355293715391e+00
2.9939245730979669e-01,-3.8513845708332246e+03,8.8943576125149401e-02,1.5834152687958696e+00,2.4630904181269084e+00,4.0984538152519617e-01,-3.0966095493014820e+00,2.9245756854513996e+00
2.9671001429404531e-01,-3.8453617852508273e+03,7.4595207807163263e-02,1.3754067019752882e+00,2.2159330198490754e+00,4.5378876851922939e-01,-3.2269423539145201e+00,2.8683932034795734e+00
2.9405160495167837e-01,-3.8391377542491127e+03,6.2176524022116320e-02,1.1859596248662929e+00,1.9765993747771549e+00,4.9935178859927620e-01,-3.3290119239951745e+00,2.7741766033293125e+00
2.9141701395008573e-01,-3.8327165674715275e+03,5.1506390959228834e-02,1.0151846069927017e+00,1.7483734898207639e+00,5.4610813597805108e-01,-3.3980061794189842e+00,2.6428936951036546e+00
2.8880602788595566e-01,-3.8261022574331405e+03,4.2404795269492611e-02,8.6275435313733106e-01,1.5337855166885888e+00,5.9356714447103365e-01,-3.4294990569437496e+00,2.4768604300149302e+00
2.8621843526798951e-01,-3.8192988002160519e+03,3.4696685646156508e-02,7.2798786735361709e-01,1.3346444234816315e+00,6.4118038842995462e-01,-3.4196287382930906e+00,2.2797524921953940e+00
2.8365402649977040e-01,-3.8123101161569143e+03,2.8215008266802448e-02,6.0993184537248257e-01,1.1520934857035783e+00,6.8835072920377161e-01,-3.3652702316628837e+00,2.0565540304606511e+00
2.8111259386278603e-01,-3.8051400705266719e+03,2.2802976631480693e-02,5.0743660960795001e-01,9.8668229645990280e-01,7.3444367192973126e-01,-3.2641940974654724e+00,1.8134411652585958e+00
