j1,j2,j3
5.7552503626611094e-03,2.3230342143477226e-01,-7.4208813041940672e+01
5.7542040069896890e-03,2.3222740427516092e-01,-7.4197936871493511e+01
5.7531661190047762e-03,2.3215201321209761e-01,-7.4187148247089453e+01
5.7521378510186879e-03,2.3207733166439709e-01,-7.4176459158916074e+01
5.7511191939158633e-03,2.3200335867080210e-01,-7.4165869525023282e+01
5.7501101386699871e-03,2.3193009327968953e-01,-7.4155379264256766e+01
5.7491095170563323e-03,2.3185745039322389e-01,-7.4144976243404827e+01
5.7481173213055469e-03,2.3178542919210743e-01,-7.4134660392620091e+01
5.7471347022874167e-03,2.3171411294511760e-01,-7.4124443689059632e+01
5.7461604930922720e-03,2.3164341669302868e-01,-7.4114314011336333e+01
5.7451946861659603e-03,2.3157333963978646e-01,-7.4104271291521130e+01
5.7442372740226658e-03,2.3150388099671304e-01,-7.4094315462294318e+01
5.7432870920697734e-03,2.3143495604808373e-01,-7.4084434423124335e+01
5.7423464476488110e-03,2.3136673192445903e-01,-7.4074652178620084e+01
5.7414130194635218e-03,2.3129904002549312e-01,-7.4064944598665321e+01
5.7404868013061798e-03,2.3123187969720133e-01,-7.4055311627433042e+01
5.7395689428459771e-03,2.3116533408420631e-01,-7.4045765231213963e+01
5.7386571259925873e-03,2.3109923492250511e-01,-7.4036281308765012e+01
5.7377548111864612e-03,2.3103383285105117e-01,-7.4026895861756927e+01
5.7368585259398933e-03,2.3096887596266485e-01,-7.4017572780147901e+01
5.7359694198007693e-03,2.3090444738992727e-01,-7.4008324029115698e+01
5.7350874868705489e-03,2.3084054651221350e-01,-7.3999149555590478e+01
5.7342127213005530e-03,2.3077717271427001e-01,-7.3990049306947242e+01
5.7333439637204534e-03,2.3071424182908729e-01,-7.3981011229662741e+01
5.7324823625760643e-03,2.3065183687447449e-01,-7.3972047278963970e+01
5.7316279121598524e-03,2.3058995725037870e-01,-7.3963157403485425e+01
5.7307794541709848e-03,2.3052851890209433e-01,-7.3954329559332990e+01
5.7299381362523666e-03,2.3046760476383557e-01,-7.3945575694483395e+01
5.7291016487655382e-03,2.3040704745768242e-01,-7.3936871783831606e+01
5.7282722914629132e-03,2.3034701332229182e-01,-7.3928241763509575e+01
5.7274500588600603e-03,2.3028750178160487e-01,-7.3919685584143593e+01
5.7266326432373485e-03,2.3022834565869102e-01,-7.3911179237919555e+01
5.7258211918154046e-03,2.3016962784418324e-01,-7.3902734668989581e+01
5.7250157001141264e-03,2.3011134786735907e-01,-7.3894351837026051e+01
5.7242161636878990e-03,2.3005350526120610e-01,-7.3886030702009222e+01
5.7234225781255272e-03,2.2999609956241387e-01,-7.3877771224226677e+01
5.7226337893547426e-03,2.2993904715947602e-01,-7.3869561397880446e+01
5.7218509432942193e-03,2.2988243080745149e-01,-7.3861413155366662e+01
5.7210740356291511e-03,2.2982625005339449e-01,-7.3853326457833418e+01
5.7203019132266216e-03,2.2977042138420781e-01,-7.3845289307947013e+01
5.7195357212460086e-03,2.2971502747590680e-01,-7.3837313631246758e+01
5.7187743071682928e-03,2.2965998487968425e-01,-7.3829387435931253e+01
5.7180188156544269e-03,2.2960537621967622e-01,-7.3821522643038634e+01
5.7172669470358616e-03,2.2955103516121869e-01,-7.3813695317335927e+01
5.7165221412626872e-03,2.2949721020404468e-01,-7.3805941275640890e+01
