j1,j2,j3
8.8418090318086277e-03,2.8039704020743067e-01,-7.3776009546120648e+01
8.8357618917778401e-03,2.8004236748388411e-01,-7.3736220014012233e+01
8.8299088610626041e-03,2.7969927596722371e-01,-7.3697700744844937e+01
8.8242436532710924e-03,2.7936737826076613e-01,-7.3660411032988989e+01
8.8187488700794299e-03,2.7904563790464126e-01,-7.3624236963745389e+01
8.8134202181088788e-03,2.7873378786656200e-01,-7.3589150823600633e+01
8.8082441577744131e-03,2.7843102139387887e-01,-7.3555063969015876e+01
8.8032146390282697e-03,2.7813697149982086e-01,-7.3521937019697603e+01
8.7983237973386069e-03,2.7785116624841033e-01,-7.3489718604413781e+01
8.7935619611489574e-03,2.7757302938502210e-01,-7.3458345403153885e+01
8.7889250534118890e-03,2.7730231254069909e-01,-7.3427790915956322e+01
8.7844053280446907e-03,2.7703855397398125e-01,-7.3398004436640534e+01
8.7799987668610666e-03,2.7678151038496879e-01,-7.3368959795654803e+01
8.7756976868443391e-03,2.7653072545203994e-01,-7.3340606641107200e+01
8.7714981231541960e-03,2.7628596046060988e-01,-7.3312919103109948e+01
8.7673961309017549e-03,2.7604697841243780e-01,-7.3285871423814697e+01
8.7633877843232132e-03,2.7581354395309776e-01,-7.3259437952807033e+01
8.7594673387530707e-03,2.7558531636883582e-01,-7.3233581024655749e+01
8.7556327445499627e-03,2.7536217057443607e-01,-7.3208287325598306e+01
8.7518782943291941e-03,2.7514376905118954e-01,-7.3183519399851249e+01
8.7482038011814593e-03,2.7493009583846134e-01,-7.3159276194931152e+01
8.7446035879627741e-03,2.7472081600826859e-01,-7.3135520425135738e+01
8.7410738281752717e-03,2.7451570271438719e-01,-7.3112226998248161e+01
8.7376161959248910e-03,2.7431484897861236e-01,-7.3089407113287550e+01
8.7342232260435356e-03,2.7411781714238098e-01,-7.3067011643600623e+01
8.7308947819916341e-03,2.7392459556548149e-01,-7.3045039819867299e+01
8.7276289050610620e-03,2.7373506695914257e-01,-7.3023478839604778e+01
8.7244218205567974e-03,2.7354900890906414e-01,-7.3002303902094411e+01
8.7212715885155168e-03,2.7336630572752807e-01,-7.2981502310395797e+01
8.7181780972620127e-03,2.7318694790719444e-01,-7.2961073434964433e+01
8.7151375970915528e-03,2.7301071516750136e-01,-7.2940992615807801e+01
8.7121499874651172e-03,2.7283759895433424e-01,-7.2921259286033361e+01
8.7092115341160393e-03,2.7266738030324356e-01,-7.2901848872633508e+01
8.7063221468596658e-03,2.7250005154522616e-01,-7.2882760866998211e+01
8.7034781059553128e-03,2.7233539495272274e-01,-7.2863970778001473e+01
8.7006811453405608e-03,2.7217350868619300e-01,-7.2845490140852988e+01
8.6979293691995165e-03,2.7201428083025081e-01,-7.2827306507145138e+01
8.6952172625759921e-03,2.7185739028979033e-01,-7.2809383504864314e+01
8.6925483809638382e-03,2.7170304083986824e-01,-7.2791744698486852e+01
8.6899208417643582e-03,2.7155112169127077e-01,-7.2774377714091244e+01
8.6873309582461734e-03,2.7140141792480249e-01,-7.2757258246679996e+01
8.6847786693780137e-03,2.7125392436123502e-01,-7.2740385951797364e+01
8.6822639150613834e-03,2.7110863590260564e-01,-7.2723760490200405e+01
8.6797848296904234e-03,2.7096544320417038e-01,-7.2707369583814980e+01
8.6773413578417335e-03,2.7082434156699331e-01,-7.2691212919727917e+01
8.6749298357925667e-03,2.7068511802453060e-01,-7.2675266322799104e+01
8.6725538225810670e-03,2.7054797667133584e-01,-7.2659553377049164e+01
8.6702078569475156e-03,2.7041260096713438e-01,-7.2644038013573066e+01
8.6678900928542357e-03,2.7027888322644972e-01,-7.2628708064771004e+01
8.6656021102393659e-03,2.7014691346110803e-01,-7.2613574021263304e+01
8.6633480065975484e-03,2.7001692677864642e-01,-7.2598663030434253e+01
8.6611235955564147e-03,2.6988868054923471e-01,-7.2583947442789309e+01
8.6589272170280365e-03,2.6976207797328905e-01,-7.2569416315008638e+01
8.6567570347453483e-03,2.6963701219556457e-01,-7.2555057534610697e+01
8.6546148097655772e-03,2.6951358370818546e-01,-7.2540882789124922e+01
8.6524987084596622e-03,2.6939168588044654e-01,-7.2526879980941857e+01
8.6504086960640190e-03,2.6927131577296981e-01,-7.2513048913595597e+01
8.6483429439161569e-03,2.6915236717504648e-01,-7.2499377517544005e+01
8.6463014205007474e-03,2.6903483742263240e-01,-7.2485865614661947e+01
8.6442840946915640e-03,2.6891872388544769e-01,-7.2472513029001973e+01
8.6422909357503110e-03,2.6880402396684622e-01,-7.2459319586788553e+01
8.6403183307837087e-03,2.6869052900003787e-01,-7.2446261400097569e+01
8.6383680448312607e-03,2.6857833982061280e-01,-7.2433350178798037e+01
8.6364400504710236e-03,2.6846745411324818e-01,-7.2420585767834311e+01
8.6345343206105062e-03,2.6835786959115526e-01,-7.2407968013995855e+01
8.6326508284857301e-03,2.6824958399597543e-01,-7.2395496765912640e+01
8.6307859724270679e-03,2.6814238960738296e-01,-7.2383148199153638e+01
8.6289415174696984e-03,2.6803638726465656e-01,-7.2370934023463406e+01
8.6271156536620198e-03,2.6793147233814729e-01,-7.2358842275069534e+01
8.6253101451305176e-03,2.6782774559230693e-01,-7.2346884658531607e+01
8.6235231838257889e-03,2.6772510255836873e-01,-7.2335049220826363e+01
8.6217547488359678e-03,2.6762354147314843e-01,-7.2323335843648081e+01
8.6200030359904947e-03,2.6752295819429184e-01,-7.2311732595933236e+01
8.6182698096457528e-03,2.6742345350801244e-01,-7.2300251183483311e+01
8.6165550495506619e-03,2.6732502570828254e-01,-7.2288891491695338e+01
8.6148569541629749e-03,2.6722757087468407e-01,-7.2277641604366920e+01
8.6131737247377091e-03,2.6713098532162605e-01,-7.2266489621146192e+01
8.6115089059717025e-03,2.6703547197278410e-01,-7.2255459043975648e+01
8.6098589192391307e-03,2.6694082504666289e-01,-7.2244526178893281e+01
8.6082237490938268e-03,2.6684704324216557e-01,-7.2233690938484159e+01
8.6066051585971873e-03,2.6675422724055742e-01,-7.2222965021118739e+01
8.6050031307563953e-03,2.6666237561216177e-01,-7.2212348330586963e+01
8.6034140944756740e-03,2.6657128320754792e-01,-7.2201817215597103e+01
8.6018398132713392e-03,2.6648105074728712e-01,-7.2191383377069798e+01
8.6002802724428219e-03,2.6639167699472227e-01,-7.2181046731769300e+01
8.5987354574341840e-03,2.6630316072567456e-01,-7.2170807197270989e+01
8.5972035790641103e-03,2.6621539905913166e-01,-7.2160652927372283e+01
8.5956846248030506e-03,2.6612839094106872e-01,-7.2150583851129952e+01
8.5941803558475336e-03,2.6604223689981632e-01,-7.2140611656257818e+01
8.5926889851368222e-03,2.6595683423266053e-01,-7.2130724508562466e+01
8.5912105004901530e-03,2.6587218191568646e-01,-7.2120922339056506e+01
8.5897448898375004e-03,2.6578827893453322e-01,-7.2111205079373647e+01
8.5882903698521786e-03,2.6570502289943798e-01,-7.2101560916492019e+01
8.5868504719686118e-03,2.6562261563081219e-01,-7.2092013276953693e+01
8.5854216422533384e-03,2.6554085341803896e-01,-7.2082538606763990e+01
8.5840038706972380e-03,2.6545973542001011e-01,-7.2073136849228590e+01
8.5825989165683857e-03,2.6537936200625117e-01,-7.2063819681057353e+01
8.5812032310980425e-03,2.6529952989820399e-01,-7.2054563577558667e+01
8.5798221105263996e-03,2.6522054175457677e-01,-7.2045403673266605e+01
8.5784502391916973e-03,2.6514209328591781e-01,-7.2036304723605113e+01
8.5770893761687485e-03,2.6506428484654310e-01,-7.2027278404163837e+01
8.5757395119494331e-03,2.6498711563854521e-01,-7.2018324661059012e+01
8.5744006371063983e-03,2.6491058487096941e-01,-7.2009443440860210e+01
8.5730709767286271e-03,2.6483459085923328e-01,-7.2000622978264673e+01
8.5717522881181892e-03,2.6475923381053940e-01,-7.1991874938774600e+01
8.5704445620763525e-03,2.6468451295360745e-01,-7.1983199270243077e+01
8.5691460254153605e-03,2.6461032674815549e-01,-7.1974584217141071e+01
8.5678584341458280e-03,2.6453677529424346e-01,-7.1966041437621328e+01
8.5665782531129005e-03,2.6446365645131842e-01,-7.1957547484254761e+01
8.5653090015385593e-03,2.6439117102414839e-01,-7.1949125714145069e+01
8.5640506705853391e-03,2.6431931827249583e-01,-7.1940776077174689e+01
8.5627997281885974e-03,2.6424789631387419e-01,-7.1932475143458575e+01
8.5615579296809304e-03,2.6417700519263076e-01,-7.1924234567277523e+01
8.5603252678427416e-03,2.6410664430382924e-01,-7.1916054307694296e+01
8.5591017355102841e-03,2.6403681304733406e-01,-7.1907934324085375e+01
8.5578873255755493e-03,2.6396751082779857e-01,-7.1899874576140292e+01
8.5566802716615913e-03,2.6389863667410252e-01,-7.1891863346987350e+01
8.5554823270067790e-03,2.6383029045681972e-01,-7.1883912278990096e+01
8.5542934846591819e-03,2.6376247159401284e-01,-7.1876021332714870e+01
8.5531119797546944e-03,2.6369507924092250e-01,-7.1868178799878251e+01
8.5519395643104124e-03,2.6362821316681634e-01,-7.1860396315893240e+01
8.5507744744508490e-03,2.6356177260947700e-01,-7.1852662178089574e+01
8.5496184613914391e-03,2.6349585727168345e-01,-7.1844988017317590e+01
8.5484680060302007e-03,2.6343026635200645e-01,-7.1837350477321422e+01
8.5473283716305994e-03,2.6336529976509926e-01,-7.1829784505171972e+01
