j1,j2,j3,j4,j5,j6,j7,j8,j9
1.0000000000000000e+00,-1.0000000000000000e+00,3.6739403974420594e-16,-2.2802576118275467e-02,-8.4125353283118098e-01,5.4064081745559778e-01,1.0463326391665739e-01,-3.5460488704253590e-01,-9.3501624268541472e-01
1.0000000000000000e+00,-8.6602540378443915e-01,-4.9999999999999917e-01,-1.0378367890341748e-02,-9.0963199535451822e-01,4.1541501300188671e-01,4.9460958204192745e-02,-1.2053668025532357e-01,-9.9270887409805397e-01
1.0000000000000000e+00,-4.9999999999999983e-01,-8.6602540378443871e-01,3.7093934352067930e-03,-9.5949297361449737e-01,2.8173255684142967e-01,-1.5156629181381876e-02,1.2053668025532320e-01,-9.9270887409805397e-01
1.0000000000000000e+00,-4.2862637970157361e-16,-1.0000000000000000e+00,1.9181265701206530e-02,-9.8982144188093268e-01,1.4231483827328517e-01,-8.5571405532455111e-02,3.5460488704253557e-01,-9.3501624268541483e-01
1.0000000000000000e+00,4.9999999999999911e-01,-8.6602540378443915e-01,3.5699916518065762e-02,-1.0000000000000000e+00,5.6655388976479796e-16,-1.5741026334452166e-01,5.6806474673115481e-01,-8.2298386589365702e-01
1.0000000000000000e+00,8.6602540378443782e-01,-5.0000000000000144e-01,5.2877445760758313e-02,-9.8982144188093280e-01,-1.4231483827328492e-01,-2.2584555179638752e-01,7.4851074817110075e-01,-6.6312265824079564e-01
1.0000000000000000e+00,1.0000000000000000e+00,-4.8985871965894128e-16,7.0284333094569926e-02,-9.5949297361449748e-01,-2.8173255684142939e-01,-2.8591357118903049e-01,8.8545602565321002e-01,-4.6472317204376840e-01
1.0000000000000000e+00,8.6602540378443826e-01,5.0000000000000056e-01,8.7459806988492830e-02,-9.0963199535451833e-01,-4.1541501300188649e-01,-3.3286037631299820e-01,9.7094181742605201e-01,-2.3931566428755779e-01
1.0000000000000000e+00,4.9999999999999994e-01,8.6602540378443871e-01,1.0392339104830353e-01,-8.4125353283118121e-01,-5.4064081745559756e-01,-3.6249146002959154e-01,1.0000000000000000e+00,6.4324905987065464e-16
1.0000000000000000e+00,5.5109105961630896e-16,1.0000000000000000e+00,1.1918734851857170e-01,-7.5574957435425838e-01,-6.5486073394528499e-01,-3.7150072889496022e-01,9.7094181742605212e-01,2.3931566428755732e-01
1.0000000000000000e+00,-4.9999999999999900e-01,8.6602540378443926e-01,1.3276971740052160e-01,-6.5486073394528521e-01,-7.5574957435425816e-01,-3.5775470008989146e-01,8.8545602565321024e-01,4.6472317204376795e-01
1.0000000000000000e+00,-8.6602540378443860e-01,5.0000000000000000e-01,1.4420760759498114e-01,-5.4064081745559744e-01,-8.4125353283118121e-01,-3.2051005304014124e-01,7.4851074817110108e-01,6.6312265824079519e-01
1.0000000000000000e+00,-1.0000000000000000e+00,2.3886802389739270e-15,1.5307041841837146e-01,-4.1541501300188716e-01,-9.0963199535451800e-01,-2.6054645497210349e-01,5.6806474673115670e-01,8.2298386589365580e-01
1.0000000000000000e+00,-8.6602540378443926e-01,-4.9999999999999895e-01,1.5897263017801547e-01,-2.8173255684142973e-01,-9.5949297361449737e-01,-1.8020173230091002e-01,3.5460488704253601e-01,9.3501624268541472e-01
1.0000000000000000e+00,-5.0000000000000155e-01,-8.6602540378443771e-01,1.6158582745376127e-01,-1.4231483827328523e-01,-9.8982144188093268e-01,-8.3302666449166785e-02,1.2053668025532369e-01,9.9270887409805386e-01
1.0000000000000000e+00,1.1028010998692062e-15,-1.0000000000000000e+00,1.6064962433129626e-01,-1.8369701987210297e-16,-1.0000000000000000e+00,2.5008438149280044e-02,-1.2053668025532309e-01,9.9270887409805397e-01
1.0000000000000000e+00,5.0000000000000044e-01,-8.6602540378443837e-01,1.5598118287401203e-01,1.4231483827328487e-01,-9.8982144188093280e-01,1.3854418038587962e-01,-3.5460488704253545e-01,9.3501624268541494e-01
1.0000000000000000e+00,8.6602540378443860e-01,-5.0000000000000011e-01,1.4748304520323918e-01,2.8173255684142934e-01,-9.5949297361449748e-01,2.5042541895719350e-01,-5.6806474673115470e-01,8.2298386589365713e-01
1.0000000000000000e+00,1.0000000000000000e+00,-7.3478807948841188e-16,1.3514903607998505e-01,4.1541501300188605e-01,-9.0963199535451855e-01,3.5349738542043263e-01,-7.4851074817110075e-01,6.6312265824079564e-01
1.0000000000000000e+00,8.6602540378443926e-01,4.9999999999999883e-01,1.1906803605682029e-01,5.4064081745559789e-01,-8.4125353283118098e-01,4.4078342224975520e-01,-8.8545602565320991e-01,4.6472317204376851e-01
1.0000000000000000e+00,5.0000000000000167e-01,8.6602540378443771e-01,9.9425474138027561e-02,6.5486073394528466e-01,-7.5574957435425871e-01,5.0594777199575702e-01,-9.7094181742605179e-01,2.3931566428755877e-01
1.0000000000000000e+00,2.5723772588460301e-15,1.0000000000000000e+00,7.6502442342312876e-02,7.5574957435425782e-01,-6.5486073394528566e-01,5.4373719004438725e-01,-1.0000000000000000e+00,3.6739403974420594e-16
1.0000000000000000e+00,-5.0000000000000033e-01,8.6602540378443849e-01,5.0672391373945413e-02,8.4125353283118121e-01,-5.4064081745559756e-01,5.5037145021475575e-01,-9.7094181742605190e-01,-2.3931566428755807e-01
1.0000000000000000e+00,-8.6602540378443671e-01,5.0000000000000333e-01,2.2395425447579678e-02,9.0963199535451800e-01,-4.1541501300188721e-01,5.2385509656019813e-01,-8.8545602565321024e-01,-4.6472317204376784e-01
1.0000000000000000e+00,-1.0000000000000000e+00,8.5725275940314722e-16,-7.7897262139342352e-03,9.5949297361449737e-01,-2.8173255684142978e-01,4.6418697336848047e-01,-7.4851074817110119e-01,-6.6312265824079508e-01
1.0000000000000000e+00,-8.6602540378443937e-01,-4.9999999999999872e-01,-3.9275925007232378e-02,9.8982144188093268e-01,-1.4231483827328531e-01,3.7344991879334843e-01,-5.6806474673115681e-01,-8.2298386589365569e-01
1.0000000000000000e+00,-5.0000000000000178e-01,-8.6602540378443760e-01,-7.1399833036131399e-02,1.0000000000000000e+00,-1.1331077795295959e-15,2.5577020068516365e-01,-3.5460488704253779e-01,-9.3501624268541395e-01
1.0000000000000000e+00,8.5787174003973557e-16,-1.0000000000000000e+00,-1.0345587214061409e-01,9.8982144188093280e-01,1.4231483827328481e-01,1.1714437469414034e-01,-1.2053668025532294e-01,-9.9270887409805397e-01
1.0000000000000000e+00,4.9999999999999711e-01,-8.6602540378444026e-01,-1.3471163843125900e-01,9.5949297361449748e-01,2.8173255684142928e-01,-3.4860247117177598e-02,1.2053668025532208e-01,-9.9270887409805408e-01
1.0000000000000000e+00,8.6602540378443849e-01,-5.0000000000000033e-01,-1.6442443713836660e-01,9.0963199535451822e-01,4.1541501300188677e-01,-1.9151695523930415e-01,3.5460488704253534e-01,-9.3501624268541494e-01
1.0000000000000000e+00,1.0000000000000000e+00,-9.7971743931788257e-16,-1.9185856808917567e-01,8.4125353283118143e-01,5.4064081745559711e-01,-3.4344057456986643e-01,5.6806474673115614e-01,-8.2298386589365613e-01
1.0000000000000000e+00,8.6602540378443948e-01,4.9999999999999861e-01,-2.1630296583000039e-01,7.5574957435425871e-01,6.5486073394528455e-01,-4.8114921904447761e-01,7.4851074817110064e-01,-6.6312265824079575e-01
1.0000000000000000e+00,4.9999999999999883e-01,8.6602540378443926e-01,-2.3708878107236009e-01,6.5486073394528499e-01,7.5574957435425838e-01,-5.9565327331048001e-01,8.8545602565320991e-01,-4.6472317204376862e-01
1.0000000000000000e+00,2.8173066186755008e-15,1.0000000000000000e+00,-2.5360648232220812e-01,5.4064081745559833e-01,8.4125353283118076e-01,-6.7903516767851602e-01,9.7094181742605179e-01,-2.3931566428755890e-01
1.0000000000000000e+00,-5.0000000000000011e-01,8.6602540378443860e-01,-2.6532205859184393e-01,4.1541501300188649e-01,9.0963199535451833e-01,-7.2498292005918319e-01,1.0000000000000000e+00,1.2864981197413093e-15
1.0000000000000000e+00,-8.6602540378443837e-01,5.0000000000000044e-01,-2.7179191611080061e-01,2.8173255684142984e-01,9.5949297361449737e-01,-7.2924217153455140e-01,9.7094181742605201e-01,2.3931566428755793e-01
1.0000000000000000e+00,-1.0000000000000000e+00,1.1021821192326179e-15,-2.7267608382822212e-01,1.4231483827328537e-01,9.8982144188093268e-01,-6.8995549303050518e-01,8.8545602565321035e-01,4.6472317204376773e-01
1.0000000000000000e+00,-8.6602540378443771e-01,-5.0000000000000155e-01,-2.6774937388549369e-01,-5.8201671991328697e-16,1.0000000000000000e+00,-6.0786389369681970e-01,7.4851074817110130e-01,6.6312265824079497e-01
1.0000000000000000e+00,-5.0000000000000200e-01,-8.6602540378443749e-01,-2.5691018355719625e-01,-1.4231483827328475e-01,9.8982144188093280e-01,-4.8635338261459338e-01,5.6806474673115692e-01,8.2298386589365569e-01
1.0000000000000000e+00,-2.9397712985902359e-15,-1.0000000000000000e+00,-2.4018667361670384e-01,-2.8173255684142923e-01,9.5949297361449748e-01,-3.3133866906941534e-01,3.5460488704253623e-01,9.3501624268541461e-01
1.0000000000000000e+00,5.0000000000000000e-01,-8.6602540378443860e-01,-2.1774011368442026e-01,-4.1541501300188671e-01,9.0963199535451822e-01,-1.5098608293911431e-01,1.2053668025532305e-01,9.9270887409805397e-01
1.0000000000000000e+00,8.6602540378443837e-01,-5.0000000000000056e-01,-1.8986524668520016e-01,-5.4064081745559700e-01,8.4125353283118154e-01,4.4712056085075523e-02,-1.2053668025532197e-01,9.9270887409805408e-01
1.0000000000000000e+00,1.0000000000000000e+00,-4.7773604779478540e-15,-1.5698759074425428e-01,-6.5486073394528388e-01,7.5574957435425938e-01,2.4448973009272709e-01,-3.5460488704253357e-01,9.3501624268541561e-01
1.0000000000000000e+00,8.6602540378443960e-01,4.9999999999999839e-01,-1.1965766622772016e-01,-7.5574957435425771e-01,6.5486073394528566e-01,4.3645573018253847e-01,-5.6806474673115603e-01,8.2298386589365624e-01
1.0000000000000000e+00,5.0000000000000211e-01,8.6602540378443749e-01,-7.8542206629615391e-02,-8.4125353283118121e-01,5.4064081745559756e-01,6.0880105266852258e-01,-7.4851074817110053e-01,6.6312265824079586e-01
1.0000000000000000e+00,-4.9047770029552963e-16,1.0000000000000000e+00,-3.4412483004817036e-02,-9.0963199535451866e-01,4.1541501300188571e-01,7.5052312437120472e-01,-8.8545602565320980e-01,4.6472317204376873e-01
1.0000000000000000e+00,-4.9999999999999684e-01,8.6602540378444048e-01,1.1870058992661667e-02,-9.5949297361449737e-01,2.8173255684142989e-01,8.5212256336127512e-01,-9.7094181742605168e-01,2.3931566428755902e-01
1.0000000000000000e+00,-8.6602540378443826e-01,5.0000000000000067e-01,5.9370584313257917e-02,-9.8982144188093257e-01,1.4231483827328631e-01,9.0622865007397868e-01,-1.0000000000000000e+00,6.1232339957367663e-16
1.0000000000000000e+00,-1.0000000000000000e+00,-2.2056021997384123e-15,1.0709974955419738e-01,-1.0000000000000000e+00,3.6739403974420594e-16,9.0811289285434693e-01,-9.7094181742605201e-01,-2.3931566428755782e-01
1.0000000000000000e+00,-8.6602540378443960e-01,-4.9999999999999833e-01,1.5403429852046951e-01,-9.8982144188093291e-01,-1.4231483827328381e-01,8.5605588950081113e-01,-8.8545602565320958e-01,-4.6472317204376917e-01
1.0000000000000000e+00,-4.9999999999999917e-01,-8.6602540378443915e-01,1.9913894376794805e-01,-9.5949297361449759e-01,-2.8173255684142917e-01,7.5154081402515893e-01,-7.4851074817110130e-01,-6.6312265824079497e-01
1.0000000000000000e+00,-3.1847006584197066e-15,-1.0000000000000000e+00,2.4138906728824025e-01,-9.0963199535451822e-01,-4.1541501300188666e-01,5.9925684643583843e-01,-5.6806474673115703e-01,-8.2298386589365558e-01
1.0000000000000000e+00,4.9999999999999978e-01,-8.6602540378443882e-01,2.7979374513004784e-01,-8.4125353283118154e-01,-5.4064081745559700e-01,4.0690713745366963e-01,-3.5460488704253801e-01,-9.3501624268541395e-01
1.0000000000000000e+00,8.6602540378444004e-01,-4.9999999999999767e-01,3.1341858314142929e-01,-7.5574957435425816e-01,-6.5486073394528510e-01,1.8482779118408835e-01,-1.2053668025532317e-01,-9.9270887409805397e-01
1.0000000000000000e+00,1.0000000000000000e+00,-1.4695761589768238e-15,3.4140784474419833e-01,-6.5486073394528577e-01,-7.5574957435425771e-01,-5.4563865052973379e-02,1.2053668025532184e-01,-9.9270887409805419e-01
1.0000000000000000e+00,8.6602540378444148e-01,4.9999999999999512e-01,3.6300535704943526e-01,-5.4064081745559767e-01,-8.4125353283118109e-01,-2.9746250494615123e-01,3.5460488704253346e-01,-9.3501624268541561e-01
1.0000000000000000e+00,5.0000000000000233e-01,8.6602540378443726e-01,3.7757369876531638e-01,-4.1541501300188577e-01,-9.0963199535451866e-01,-5.2947088579521051e-01,5.6806474673115592e-01,-8.2298386589365635e-01
1.0000000000000000e+00,-2.4554834046605899e-16,1.0000000000000000e+00,3.8461120204358584e-01,-2.8173255684142995e-01,-9.5949297361449737e-01,-7.3645288629256755e-01,7.4851074817110042e-01,-6.6312265824079597e-01
1.0000000000000000e+00,-4.9999999999999661e-01,8.6602540378444059e-01,3.8376634020268302e-01,-1.4231483827328636e-01,-9.8982144188093257e-01,-9.0539297543192832e-01,8.8545602565320891e-01,-4.6472317204377039e-01
1.0000000000000000e+00,-8.6602540378443815e-01,5.0000000000000089e-01,3.7484912343969129e-01,-4.2862637970157361e-16,-1.0000000000000000e+00,-1.0252099590440344e+00,9.7094181742605212e-01,-2.3931566428755741e-01
1.0000000000000000e+00,-1.0000000000000000e+00,5.1447545176920602e-15,3.5783918424038069e-01,1.4231483827328376e-01,-9.8982144188093291e-01,-1.0874743800887745e+00,1.0000000000000000e+00,-7.3478807948841188e-16
1.0000000000000000e+00,-8.6602540378443971e-01,-4.9999999999999811e-01,3.3289030203016856e-01,2.8173255684142912e-01,-9.5949297361449759e-01,-1.0869836141741422e+00,9.7094181742605157e-01,2.3931566428755943e-01
1.0000000000000000e+00,-4.9999999999999939e-01,-8.6602540378443904e-01,3.0033119128885555e-01,4.1541501300188660e-01,-9.0963199535451833e-01,-1.0221562859711177e+00,8.8545602565320958e-01,4.6472317204376912e-01
1.0000000000000000e+00,-3.4296300182491773e-15,-1.0000000000000000e+00,2.6066245731357990e-01,5.4064081745559689e-01,-8.4125353283118154e-01,-8.9521773435349816e-01,7.4851074817110141e-01,6.6312265824079486e-01
1.0000000000000000e+00,4.9999999999999345e-01,-8.6602540378444248e-01,2.1454970735048087e-01,6.5486073394528377e-01,-7.5574957435425938e-01,-7.1216031025708337e-01,5.6806474673115714e-01,8.2298386589365546e-01
1.0000000000000000e+00,8.6602540378443982e-01,-4.9999999999999789e-01,1.6281289011312677e-01,7.5574957435425882e-01,-6.5486073394528443e-01,-4.8247560583791910e-01,3.5460488704253484e-01,9.3501624268541517e-01
1.0000000000000000e+00,1.0000000000000000e+00,-1.7145055188062944e-15,1.0641202188528545e-01,8.4125353283118109e-01,-5.4064081745559767e-01,-2.1866949942906241e-01,1.2053668025532330e-01,9.9270887409805397e-01
1.0000000000000000e+00,8.6602540378443804e-01,5.0000000000000111e-01,4.6429540562055546e-02,9.0963199535451789e-01,-4.1541501300188743e-01,6.4415674020871200e-02,-1.2053668025532172e-01,9.9270887409805419e-01
1.0000000000000000e+00,5.0000000000000255e-01,8.6602540378443715e-01,-1.5950391771389037e-02,9.5949297361449726e-01,-2.8173255684143000e-01,3.5043527979957528e-01,-3.5460488704253335e-01,9.3501624268541572e-01
1.0000000000000000e+00,7.1048083769644134e-15,1.0000000000000000e+00,-7.9465243619283629e-02,9.8982144188093257e-01,-1.4231483827328642e-01,6.2248604140787878e-01,-5.6806474673115293e-01,8.2298386589365846e-01
1.0000000000000000e+00,-4.9999999999999639e-01,8.6602540378444071e-01,-1.4279966607226233e-01,1.0000000000000000e+00,-2.2662155590591918e-15,8.6410471991660942e-01,-7.4851074817109797e-01,6.6312265824079875e-01
1.0000000000000000e+00,-8.6602540378443804e-01,5.0000000000000111e-01,-2.0461272490032592e-01,9.8982144188093268e-01,1.4231483827328545e-01,1.0602628264926550e+00,-8.8545602565321047e-01,4.6472317204376734e-01
1.0000000000000000e+00,-1.0000000000000000e+00,-1.7157434800794711e-15,-2.6356624910463711e-01,9.5949297361449759e-01,2.8173255684142906e-01,1.1982973547267937e+00,-9.7094181742605212e-01,2.3931566428755752e-01
1.0000000000000000e+00,-8.6602540378443982e-01,-4.9999999999999789e-01,-3.1835369743811393e-01,9.0963199535451833e-01,4.1541501300188655e-01,1.2687201101035703e+00,-1.0000000000000000e+00,8.5725275940314722e-16
1.0000000000000000e+00,-5.0000000000000577e-01,-8.6602540378443538e-01,-3.6772892217092001e-01,8.4125353283118165e-01,5.4064081745559689e-01,1.2658543354939387e+00,-9.7094181742605246e-01,-2.3931566428755585e-01
1.0000000000000000e+00,-3.6745593780786476e-15,-1.0000000000000000e+00,-4.1053420045285755e-01,7.5574957435425949e-01,6.5486073394528366e-01,1.1882566824414265e+00,-8.8545602565321135e-01,-4.6472317204376584e-01
1.0000000000000000e+00,4.9999999999999939e-01,-8.6602540378443904e-01,-4.4572690841603702e-01,6.5486073394528443e-01,7.5574957435425882e-01,1.0388946546818376e+00,-7.4851074817110153e-01,-6.6312265824079475e-01
1.0000000000000000e+00,8.6602540378443971e-01,-4.9999999999999811e-01,-4.7240423177666235e-01,5.4064081745559778e-01,8.4125353283118109e-01,8.2506377407832843e-01,-5.6806474673115726e-01,-8.2298386589365546e-01
1.0000000000000000e+00,1.0000000000000000e+00,-1.9594348786357651e-15,-4.8982533893878871e-01,4.1541501300188749e-01,9.0963199535451789e-01,5.5804407422217162e-01,-3.5460488704253496e-01,-9.3501624268541506e-01
1.0000000000000000e+00,8.6602540378444171e-01,4.9999999999999467e-01,-4.9743048797637091e-01,2.8173255684143006e-01,9.5949297361449726e-01,2.5251120767403645e-01,-1.2053668025532342e-01,-9.9270887409805397e-01
1.0000000000000000e+00,5.0000000000000278e-01,8.6602540378443704e-01,-4.9485659657714387e-01,1.4231483827328648e-01,9.8982144188093257e-01,-7.4267482988768965e-02,1.2053668025532159e-01,-9.9270887409805419e-01
1.0000000000000000e+00,2.4431037919288229e-16,1.0000000000000000e+00,-4.8194887299388856e-01,-1.2252657797839415e-15,1.0000000000000000e+00,-4.0340805465300406e-01,3.5460488704253657e-01,-9.3501624268541450e-01
1.0000000000000000e+00,-5.0000000000000233e-01,8.6602540378443726e-01,-4.5876818492356464e-01,-1.4231483827328539e-01,9.8982144188093268e-01,-7.1550119702055448e-01,5.6806474673115570e-01,-8.2298386589365646e-01
1.0000000000000000e+00,-8.6602540378443793e-01,5.0000000000000122e-01,-4.2559393044363325e-01,-2.8173255684142900e-01,9.5949297361449759e-01,-9.9175655354065761e-01,7.4851074817110030e-01,-6.6312265824079608e-01
1.0000000000000000e+00,-1.0000000000000000e+00,5.6346132373510016e-15,-3.8292226889329145e-01,-4.1541501300188488e-01,9.0963199535451911e-01,-1.2151326775533773e+00,8.8545602565320880e-01,-4.6472317204377062e-01
1.0000000000000000e+00,-8.6602540378444004e-01,-4.9999999999999767e-01,-3.3145966794195963e-01,-5.4064081745559678e-01,8.4125353283118165e-01,-1.3713847504095511e+00,9.7094181742605123e-01,-2.3931566428756110e-01
1.0000000000000000e+00,-4.9999999999999978e-01,-8.6602540378443882e-01,-2.7211182395670686e-01,-6.5486073394528499e-01,7.5574957435425838e-01,-1.4499658401183664e+00,1.0000000000000000e+00,2.5729962394826186e-15
1.0000000000000000e+00,3.1859386196928831e-15,-1.0000000000000000e+00,-2.0596811399853393e-01,-7.5574957435425871e-01,6.5486073394528455e-01,-1.4447250568137335e+00,9.7094181742605168e-01,2.3931566428755918e-01
1.0000000000000000e+00,4.9999999999999917e-01,-8.6602540378443915e-01,-1.3428183714095554e-01,-8.4125353283118098e-01,5.4064081745559778e-01,-1.3543570789117312e+00,8.8545602565320969e-01,4.6472317204376890e-01
1.0000000000000000e+00,8.6602540378443604e-01,-5.0000000000000444e-01,-5.8446598119293522e-02,-9.0963199535451789e-01,4.1541501300188755e-01,-1.1825715750101768e+00,7.4851074817110153e-01,6.6312265824079464e-01
1.0000000000000000e+00,1.0000000000000000e+00,-2.2043642384652358e-15,2.0030724550116428e-02,-9.5949297361449726e-01,2.8173255684143012e-01,-9.3796723789957348e-01,5.6806474673115737e-01,8.2298386589365535e-01
1.0000000000000000e+00,8.6602540378444182e-01,4.9999999999999450e-01,9.9559902925309321e-02,-9.8982144188093257e-01,1.4231483827328653e-01,-6.3361254260642896e-01,3.5460488704253840e-01,9.3501624268541372e-01
1.0000000000000000e+00,4.9999999999999684e-01,8.6602540378444048e-01,1.7849958259032980e-01,-1.0000000000000000e+00,-1.1640334398265739e-15,-2.8635291591901063e-01,1.2053668025532353e-01,9.9270887409805397e-01
1.0000000000000000e+00,4.8923973902235293e-16,1.0000000000000000e+00,2.5519115128018166e-01,-9.8982144188093268e-01,-1.4231483827328534e-01,8.4119291956666717e-02,-1.2053668025532148e-01,9.9270887409805419e-01
1.0000000000000000e+00,-4.9999999999999595e-01,8.6602540378444093e-01,3.2799355444132605e-01,-9.5949297361449759e-01,-2.8173255684142895e-01,4.5638082950642328e-01,-3.5460488704253312e-01,9.3501624268541572e-01
1.0000000000000000e+00,-8.6602540378443782e-01,5.0000000000000144e-01,3.9531832758798685e-01,-9.0963199535451911e-01,-4.1541501300188483e-01,8.0851635263322630e-01,-5.6806474673115559e-01,8.2298386589365657e-01
1.0000000000000000e+00,-1.0000000000000000e+00,5.8795425971804719e-15,4.5566409921179202e-01,-8.4125353283118165e-01,-5.4064081745559678e-01,1.1194083871647023e+00,-7.4851074817110019e-01,6.6312265824079619e-01
1.0000000000000000e+00,-8.6602540378443660e-01,-5.0000000000000355e-01,5.0764981776428686e-01,-7.5574957435425838e-01,-6.5486073394528499e-01,1.3700025286141049e+00,-8.8545602565321047e-01,4.6472317204376756e-01
1.0000000000000000e+00,-5.0000000000000000e-01,-8.6602540378443860e-01,5.5004597208787542e-01,-6.5486073394528455e-01,-7.5574957435425871e-01,1.5444721460923116e+00,-9.7094181742605201e-01,2.3931566428755777e-01
1.0000000000000000e+00,-4.1644180977375890e-15,-1.0000000000000000e+00,5.8180310650388911e-01,-5.4064081745559933e-01,-8.4125353283118010e-01,1.6312115701331618e+00,-1.0000000000000000e+00,1.1021821192326179e-15
1.0000000000000000e+00,4.9999999999999895e-01,-8.6602540378443926e-01,6.0207697911226110e-01,-4.1541501300188760e-01,-9.0963199535451777e-01,1.6235957781335302e+00,-9.7094181742605257e-01,-2.3931566428755563e-01
1.0000000000000000e+00,8.6602540378443593e-01,-5.0000000000000466e-01,6.1024977390915613e-01,-2.8173255684143017e-01,-9.5949297361449726e-01,1.5204574753820406e+00,-8.8545602565321146e-01,-4.6472317204376562e-01
1.0000000000000000e+00,1.0000000000000000e+00,-9.5547209558957080e-15,6.0594685295160500e-01,-1.4231483827328836e-01,-9.8982144188093224e-01,1.3262484953385194e+00,-7.4851074817110397e-01,-6.6312265824079186e-01
1.0000000000000000e+00,8.6602540378443837e-01,5.0000000000000044e-01,5.8904862254808599e-01,1.1028010998692062e-15,-1.0000000000000000e+00,1.0508707017208141e+00,-5.6806474673115448e-01,-8.2298386589365735e-01
1.0000000000000000e+00,5.0000000000000322e-01,8.6602540378443682e-01,5.5969718560674941e-01,1.4231483827328351e-01,-9.8982144188093302e-01,7.0918101099067676e-01,-3.5460488704253518e-01,-9.3501624268541506e-01
1.0000000000000000e+00,7.8395964564528251e-15,1.0000000000000000e+00,5.1829755885709794e-01,2.8173255684142889e-01,-9.5949297361449759e-01,3.2019462416398486e-01,-1.2053668025532366e-01,-9.9270887409805397e-01
1.0000000000000000e+00,-4.9999999999999578e-01,8.6602540378444104e-01,4.6551334649772613e-01,4.1541501300188638e-01,-9.0963199535451844e-01,-9.3971100924564399e-02,1.2053668025532135e-01,-9.9270887409805419e-01
