j1,j2,j3,j4,j5,j6,j7,j8,j9
1.0000000000000000e+00,-8.6602540378443937e-01,-4.9999999999999872e-01,-2.9786355420961853e-02,9.8276870779753156e-01,-1.8483957090939682e-01,4.0772322428793789e-01,-8.1178024764349488e-01,-5.8396303781649250e-01
1.0000000000000000e+00,-5.0000000000000178e-01,-8.6602540378443760e-01,-6.3847584536859278e-02,9.9902724617037009e-01,-4.4097181420662351e-02,3.1320802034226164e-01,-6.5449235108056936e-01,-7.5606862279625697e-01
1.0000000000000000e+00,8.5787174003973557e-16,-1.0000000000000000e+00,-9.8114840237628398e-02,9.9523255012861178e-01,9.7530360219268558e-02,1.9655279076743326e-01,-4.6162637153377484e-01,-8.8707445747499758e-01
1.0000000000000000e+00,4.9999999999999711e-01,-8.6602540378444026e-01,-1.3182739166705490e-01,9.7146078969619665e-01,2.3720019831956693e-01,6.3474504320758920e-02,-2.4366646792987973e-01,-9.6985908894363460e-01
1.0000000000000000e+00,8.6602540378443849e-01,-5.0000000000000033e-01,-1.6420724485063487e-01,9.2818912972145728e-01,3.7210877370323275e-01,-7.9105173006660146e-02,-1.2460900259654099e-02,-9.9992235996837220e-01
1.0000000000000000e+00,1.0000000000000000e+00,-9.7971743931788257e-16,-1.9447679235223608e-01,8.6628615186150915e-01,4.9954809887835461e-01,-2.2341915401821247e-01,2.1942203964075488e-01,-9.7563003670443182e-01
1.0000000000000000e+00,8.6602540378443948e-01,4.9999999999999861e-01,-2.2187698437802861e-01,7.8699441975087381e-01,6.1696011482184610e-01,-3.6127804371043504e-01,4.3937723810623630e-01,-8.9830264534517301e-01
1.0000000000000000e+00,4.9999999999999883e-01,8.6602540378443926e-01,-2.4568560514950677e-01,6.9190553731952176e-01,7.2198803828497304e-01,-4.8453404097086444e-01,6.3544797128689645e-01,-7.7214368856280080e-01
1.0000000000000000e+00,2.8173066186755008e-15,1.0000000000000000e+00,-2.6523522666417448e-01,5.8292820090874908e-01,8.1252366893850492e-01,-5.8555939293031267e-01,7.9697587044199369e-01,-6.0401114388165589e-01
1.0000000000000000e+00,-5.0000000000000011e-01,8.6602540378443860e-01,-2.7993041007290981e-01,4.6224988646708265e-01,8.8674970677253073e-01,-6.5771146125605329e-01,9.1518030889062263e-01,-4.0304466529016936e-01
1.0000000000000000e+00,-8.6602540378443837e-01,5.0000000000000044e-01,-2.8926373303297881e-01,3.3229294086998246e-01,9.4317623032388720e-01,-6.9575637848013427e-01,9.8363571525177995e-01,-1.8016875334285709e-01
1.0000000000000000e+00,-1.0000000000000000e+00,1.1021821192326179e-15,-2.9283023952193776e-01,1.9566595873171169e-01,9.8067060351251489e-01,-6.9622486353005386e-01,9.9862086631454550e-01,5.2501098666472609e-02
1.0000000000000000e+00,-8.6602540378443771e-01,-5.0000000000000155e-01,-2.9033993646554934e-01,5.5111420711009614e-02,9.9848021077396121e-01,-6.5767697835230243e-01,9.5932117204260070e-01,2.8231700067620941e-01
1.0000000000000000e+00,-5.0000000000000200e-01,-8.6602540378443749e-01,-2.8162799865922544e-01,-8.6549355645707884e-02,9.9624756413118154e-01,-5.8085729307576206e-01,8.6787295653773144e-01,4.9678620281813068e-01
1.0000000000000000e+00,-2.9397712985902359e-15,-1.0000000000000000e+00,-2.6666238914387380e-01,-2.2647284753511099e-01,9.7401747896500213e-01,-4.6872784521764876e-01,7.2924732785733071e-01,6.8425019898641071e-01
1.0000000000000000e+00,5.0000000000000000e-01,-8.6602540378443860e-01,-2.4554865552285871e-01,-3.6185040424850129e-01,9.3223617444572282e-01,-3.2637310942244824e-01,5.5097994950111429e-01,8.3451848107022142e-01
1.0000000000000000e+00,8.6602540378443837e-01,-5.0000000000000056e-01,-2.1853172257762934e-01,-4.8996462454416190e-01,8.7174231668268720e-01,-1.6077855659898327e-01,3.4276140313899067e-01,9.3942249308721060e-01
1.0000000000000000e+00,1.0000000000000000e+00,-4.7773604779478540e-15,-1.8599456668973752e-01,-6.0824390239104742e-01,7.9375018438052036e-01,1.9508147144827452e-02,1.1591041038629747e-01,9.9325967237378565e-01
1.0000000000000000e+00,8.6602540378443960e-01,4.9999999999999839e-01,-1.4845372660122658e-01,-7.1431404620014582e-01,6.9982529491379197e-01,2.0481710943609857e-01,-1.1724145080681422e-01,9.9310343983530402e-01
1.0000000000000000e+00,5.0000000000000211e-01,8.6602540378443749e-01,-1.0655167642905328e-01,-8.0604593540307401e-01,5.9185298007206444e-01,3.8487477344377402e-01,-3.4402008844877324e-01,9.3896228824362171e-01
1.0000000000000000e+00,-4.9047770029552963e-16,1.0000000000000000e+00,-6.1046159001270237e-02,-8.8159825777883960e-01,4.7200054224684390e-01,5.4937326914062456e-01,-5.5209785779985321e-01,8.3377932057158444e-01
1.0000000000000000e+00,-4.9999999999999684e-01,8.6602540378444048e-01,-1.2796648870842690e-02,-9.3945446967262425e-01,3.4267375069025680e-01,6.8855901261428920e-01,-7.3016368985695379e-01,6.8327226346053160e-01
1.0000000000000000e+00,-8.6602540378443826e-01,5.0000000000000067e-01,3.7251816850046623e-02,-9.7845323721301192e-01,2.0646855108557668e-01,7.9380702077568399e-01,-8.6853795896966257e-01,4.9562265265906968e-01
1.0000000000000000e+00,-1.0000000000000000e+00,-2.2056021997384123e-15,8.8087137011407760e-02,-9.9781174748837620e-01,6.6118957751865645e-02,8.5814732392006454e-01,-9.5969866549780913e-01,2.8103108625510487e-01
1.0000000000000000e+00,-8.6602540378443960e-01,-4.9999999999999833e-01,1.3865061244011093e-01,-9.9714142176279474e-01,-7.5557825570037776e-02,8.7671173149627379e-01,-9.9869033031872223e-01,5.1162722053088472e-02
1.0000000000000000e+00,-4.9999999999999917e-01,-8.6602540378443915e-01,1.8785896562042770e-01,-9.7645571532385944e-01,-2.1571795477282368e-01,8.4707297506228074e-01,-9.8339337375452329e-01,-1.8148683824370451e-01
1.0000000000000000e+00,-3.1847006584197066e-15,-1.0000000000000000e+00,2.3462745661545145e-01,-9.3616984739791376e-01,-3.5154802918373318e-01,7.6945374238228537e-01,-9.1463933553083898e-01,-4.0427080762739387e-01
1.0000000000000000e+00,4.9999999999999978e-01,-8.6602540378443882e-01,2.7789360369820371e-01,-8.7709246655406559e-01,-4.8032156428178963e-01,6.4679004910845761e-01,-7.9616567243132630e-01,-6.0507869078490450e-01
1.0000000000000000e+00,8.6602540378444004e-01,-4.9999999999999767e-01,3.1664099347411773e-01,-8.0040941889531370e-01,-5.9945371976797868e-01,4.8464140026156111e-01,-6.3441259083914325e-01,-7.7299460838013989e-01
1.0000000000000000e+00,1.0000000000000000e+00,-1.4695761589768238e-15,3.4992265271569462e-01,-7.0765994485401174e-01,-7.0655318444489157e-01,2.9094883282567741e-01,-4.3817295831077335e-01,-8.9889068223293167e-01
1.0000000000000000e+00,8.6602540378444148e-01,4.9999999999999512e-01,3.7688345316379868e-01,-6.0070578238766781e-01,-7.9947017643312990e-01,7.5650716697754569e-02,-2.1811432492421320e-01,-9.7592322508630502e-01
1.0000000000000000e+00,5.0000000000000233e-01,8.6602540378443726e-01,3.9678103139355497e-01,-4.8169379675924084e-01,-8.7633959522759619e-01,-1.4982538171019369e-01,1.3800962767491605e-02,-9.9990476217822377e-01
1.0000000000000000e+00,-2.4554834046605899e-16,1.0000000000000000e+00,4.0900472845055347e-01,-3.5301288702539335e-01,-9.3561845941280830e-01,-3.7316889659362712e-01,2.4496603267928133e-01,-9.6953166159407778e-01
1.0000000000000000e+00,-4.9999999999999661e-01,8.6602540378444059e-01,4.1309208802569031e-01,-2.1724603423841060e-01,-9.7611687855895790e-01,-5.8185838341448815e-01,4.6281479442566187e-01,-8.8645499945611017e-01
1.0000000000000000e+00,-8.6602540378443815e-01,5.0000000000000089e-01,4.0874249688490633e-01,-7.7118453886763319e-02,-9.9702193760725000e-01,-7.6386286797985214e-01,6.5550502966665236e-01,-7.5519080773121261e-01
1.0000000000000000e+00,-1.0000000000000000e+00,5.1447545176920602e-15,3.9582760628258562e-01,6.4557106702068670e-02,-9.9791401431899818e-01,-9.0833317426484772e-01,8.1256213290339341e-01,-5.8287458356964583e-01
1.0000000000000000e+00,-8.6602540378443971e-01,-4.9999999999999811e-01,3.7439823710733833e-01,2.0493682796441026e-01,-9.7877520225222592e-01,-1.0062436214770549e+00,9.2544850909305376e-01,-3.7887340500151750e-01
1.0000000000000000e+00,-4.9999999999999939e-01,-8.6602540378443904e-01,3.4468754326322359e-01,3.4120290140872717e-01,-9.3998967019338375e-01,-1.0509463844959941e+00,9.8802767573404771e-01,-1.5427673831001026e-01
1.0000000000000000e+00,-3.4296300182491773e-15,-1.0000000000000000e+00,3.0711028581428967e-01,4.7062009080997286e-01,-8.8233595082939520e-01,-1.0386049186178210e+00,9.9689784091828482e-01,7.8706383301878152e-02
1.0000000000000000e+00,4.9999999999999345e-01,-8.6602540378444248e-01,2.6225815309091044e-01,5.9059063595060579e-01,-8.0697131344767081e-01,-9.6847897108064129e-01,9.5157682410922517e-01,3.0741104049497120e-01
1.0000000000000000e+00,8.6602540378443982e-01,-4.9999999999999789e-01,2.1089114752093469e-01,6.9870639683867697e-01,-7.1540853434713314e-01,-8.4304152997221171e-01,8.5452826738653898e-01,5.1940489046346083e-01
1.0000000000000000e+00,1.0000000000000000e+00,-1.7145055188062944e-15,1.5392514656528414e-01,7.9279719172457219e-01,-6.0948553124223703e-01,-6.6791718331720684e-01,7.1102771231896356e-01,7.0316398678719405e-01
1.0000000000000000e+00,8.6602540378443804e-01,5.0000000000000111e-01,9.2415830913781374e-02,8.7097435863902828e-01,-4.9132847118127948e-01,-4.5164128226748390e-01,5.2887582250171938e-01,8.4869921902469658e-01
1.0000000000000000e+00,5.0000000000000255e-01,8.6602540378443715e-01,2.7539256130766052e-02,9.3166866605206011e-01,-3.6330909250495624e-01,-2.0524947148577224e-01,3.1797434092826754e-01,9.4809931890663957e-01
1.0000000000000000e+00,7.1048083769644134e-15,1.0000000000000000e+00,-3.9430577638451002e-02,9.7366181168127219e-01,-2.2799709751122435e-01,5.8283009045320702e-02,8.9787833075122003e-02,9.9596091541368936e-01
1.0000000000000000e+00,-4.9999999999999639e-01,8.6602540378444071e-01,-1.0714673127572852e-01,9.9611087718150637e-01,-8.8108571437119032e-02,3.2472390210305363e-01,-1.4327952475405739e-01,9.8968226102434076e-01
1.0000000000000000e+00,-8.6602540378443804e-01,5.0000000000000111e-01,-1.7421641706435695e-01,9.9856524784271339e-01,5.3548536869091126e-02,5.7935252325452269e-01,-3.6855823415492717e-01,9.2960466222830540e-01
1.0000000000000000e+00,-1.0000000000000000e+00,-1.7157434800794711e-15,-2.3922962897516742e-01,9.8097565767099948e-01,1.9413077823196950e-01,8.0777285818356559e-01,-5.7380218620912260e-01,8.1899392616894995e-01
1.0000000000000000e+00,-8.6602540378443982e-01,-4.9999999999999789e-01,-3.0078872466282014e-01,9.4369517829311123e-01,3.3081627902256106e-01,9.9672626714194157e-01,-7.4785435769694886e-01,6.6386283197184959e-01
1.0000000000000000e+00,-5.0000000000000577e-01,-8.6602540378443538e-01,-3.5753833970117799e-01,8.8747213183431628e-01,4.6086138395124193e-01,1.1348579796683895e+00,-8.8125330481315378e-01,4.7264427718517299e-01
1.0000000000000000e+00,-3.6745593780786476e-15,-1.0000000000000000e+00,-4.0819499626729105e-01,8.1343507002777538e-01,5.8165572880262106e-01,1.2133932256944793e+00,-9.6674748549979761e-01,2.5573286703085035e-01
1.0000000000000000e+00,4.9999999999999939e-01,-8.6602540378443904e-01,-4.5157576371555386e-01,7.2307012106615265e-01,6.9077463765064462e-01,1.2266830475409323e+00,-9.9968945192943792e-01,2.4919865589927658e-02
1.0000000000000000e+00,8.6602540378443971e-01,-4.9999999999999811e-01,-4.8662533758174881e-01,6.1819115890667786e-01,7.8602779279718760e-01,1.1725863816794531e+00,-9.7828848490825804e-01,-2.0724777512896247e-01
1.0000000000000000e+00,1.0000000000000000e+00,-1.9594348786357651e-15,-5.1244092653759865e-01,5.0090339381404325e-01,8.6550320049412499e-01,1.0526635630828960e+00,-9.0370793703978203e-01,-4.2814946517694197e-01
1.0000000000000000e+00,8.6602540378444171e-01,4.9999999999999467e-01,-5.2829437339481877e-01,3.7356111497944111e-01,9.2760556993547472e-01,8.7216654126262916e-01,-7.8000199309280738e-01,-6.2577702959700277e-01
1.0000000000000000e+00,5.0000000000000278e-01,8.6602540378443704e-01,-5.3365098584825410e-01,2.3872043343802901e-01,9.7108833514730242e-01,6.3982226092853911e-01,-6.1389528526827153e-01,-7.8938747059057601e-01
1.0000000000000000e+00,2.4431037919288229e-16,1.0000000000000000e+00,-5.2818461437408371e-01,9.9087973864895415e-02,9.9507867700767749e-01,3.6741723859054820e-01,-4.1441734343829428e-01,-9.1008695488812874e-01
1.0000000000000000e+00,-5.0000000000000233e-01,8.6602540378443726e-01,-5.1178858740894595e-01,-4.2533454853167632e-02,9.9909504313566366e-01,6.9202711750039100e-02,-1.9241175157473517e-01,-9.8131428087842598e-01
1.0000000000000000e+00,-8.6602540378443793e-01,5.0000000000000122e-01,-4.8458219622229087e-01,-1.8330111972854987e-01,9.8305681397682187e-01,-2.3884979639143047e-01,4.0053307467156733e-02,-9.9919754431290586e-01
1.0000000000000000e+00,-1.0000000000000000e+00,5.6346132373510016e-15,-4.4691251212303396e-01,-3.2038942517057811e-01,9.4728592106019738e-01,-5.3990367423358421e-01,2.7034107613354713e-01,-9.6276461430349403e-01
1.0000000000000000e+00,-8.6602540378444004e-01,-4.9999999999999767e-01,-3.9935141498347582e-01,-4.5104663048842841e-01,8.9250038494391426e-01,-8.1717740003809514e-01,4.8593315397216075e-01,-8.7399597817762775e-01
1.0000000000000000e+00,-4.9999999999999978e-01,-8.6602540378443882e-01,-3.4268781253146141e-01,-5.7265008492233838e-01,8.1979990256064228e-01,-1.0548794117186178e+00,6.7510999556227069e-01,-7.3771708255394952e-01
1.0000000000000000e+00,3.1859386196928831e-15,-1.0000000000000000e+00,-2.7791513235197113e-01,-6.8275887148356551e-01,7.3064377326470675e-01,-1.2391056186829073e+00,8.2758798283315349e-01,-5.6133602295786433e-01
1.0000000000000000e+00,4.9999999999999917e-01,-8.6602540378443915e-01,-2.0621427087491542e-01,-7.7916280289595663e-01,6.2682160666597686e-01,-1.3586486424715767e+00,9.3507844063776147e-01,-3.5444084112084551e-01
1.0000000000000000e+00,8.6602540378443604e-01,-5.0000000000000444e-01,-1.2893228360334785e-01,-8.5992678615528007e-01,5.1041740022519921e-01,-1.4056718922921672e+00,9.9173820759852882e-01,-1.2827832080775553e-01
1.0000000000000000e+00,1.0000000000000000e+00,-2.2043642384652358e-15,-4.7557196272237846e-02,-9.2342966518720015e-01,3.8376770767256507e-01,-1.3762083078914800e+00,9.9448726927762665e-01,1.0485738526555662e-01
1.0000000000000000e+00,8.6602540378444182e-01,4.9999999999999450e-01,3.6310594592862393e-02,-9.6839676192451674e-01,2.4941473792482832e-01,-1.2704527036690327e+00,9.4317618719134400e-01,3.3229306329684177e-01
1.0000000000000000e+00,4.9999999999999684e-01,8.6602540378444048e-01,1.2098978312673871e-01,-9.9392546261442816e-01,1.1005532593516267e-01,-1.0928276531091625e+00,8.4059422225837832e-01,5.4166535195250587e-01
1.0000000000000000e+00,4.8923973902235293e-16,1.0000000000000000e+00,2.0475185937358176e-01,-9.9950333576800510e-01,-3.1513200228324864e-02,-8.5181517492626768e-01,6.9231771109291596e-01,7.2159281239980888e-01
1.0000000000000000e+00,-4.9999999999999595e-01,8.6602540378444093e-01,2.8585638264399887e-01,-9.8501841807462553e-01,-1.7244916947831962e-01,-5.5955945128500473e-01,5.0640693737908626e-01,8.6229462121384837e-01
1.0000000000000000e+00,-8.6602540378443782e-01,5.0000000000000144e-01,3.6258710335645927e-01,-9.5076146181466525e-01,-3.0992360789078455e-01,-2.3125870614752281e-01,2.9296797634277266e-01,9.5612225412737917e-01
1.0000000000000000e+00,-1.0000000000000000e+00,5.8795425971804719e-15,4.3328818448396211e-01,-8.9742009865867678e-01,-4.4117702402034820e-01,1.1562352742182778e-01,6.3603330374114489e-02,9.9797525839337387e-01
1.0000000000000000e+00,-8.6602540378443660e-01,-5.0000000000000355e-01,4.9639975998099661e-01,-8.2606503700171074e-01,-5.6357479951055489e-01,4.6228691085951223e-01,-1.6921878085348338e-01,9.8557851245167716e-01
1.0000000000000000e+00,-5.0000000000000000e-01,-8.6602540378443860e-01,5.5049206984196841e-01,-7.3812856989039244e-01,-6.7466007315652232e-01,7.8961323260194960e-01,-3.9284219049549901e-01,9.1960590111563445e-01
1.0000000000000000e+00,-4.1644180977375890e-15,-1.0000000000000000e+00,5.9429742991595391e-01,-6.3537582494795009e-01,-7.7220305689093971e-01,1.0792205463193485e+00,-5.9511077142188606e-01,8.0364368331845160e-01
1.0000000000000000e+00,4.9999999999999895e-01,-8.6602540378443926e-01,6.2673932910565944e-01,-5.1986933339059693e-01,-8.5424579378538135e-01,1.3144944034795931e+00,-7.6502924103638070e-01,6.4399554374180212e-01
1.0000000000000000e+00,8.6602540378443593e-01,-5.0000000000000466e-01,6.4695799659825737e-01,-3.9392762933287950e-01,-9.1914145965035077e-01,1.4815383834775704e+00,-8.9336086280194427e-01,4.4933992568407022e-01
1.0000000000000000e+00,1.0000000000000000e+00,-9.5547209558957080e-15,6.5433184646153486e-01,-2.6007871040822000e-01,-9.6558741934244219e-01,1.5699896755667933e+00,-9.7312955352816022e-01,2.3025827249000974e-01
1.0000000000000000e+00,8.6602540378443837e-01,5.0000000000000044e-01,6.4849428511603668e-01,-1.2100929387845703e-01,-9.9265137424729188e-01,1.5736521066042317e+00,-9.9999910196139641e-01,-1.3401777496516202e-03
1.0000000000000000e+00,5.0000000000000322e-01,8.6602540378443682e-01,6.2934545738522540e-01,2.0489113197648089e-02,-9.9979007608616222e-01,1.4909084140630267e+00,-9.7250888442542671e-01,-2.3286577617505758e-01
1.0000000000000000e+00,7.8395964564528251e-15,1.0000000000000000e+00,5.9705860727866444e-01,1.6157624721641203e-01,-9.8686023140841017e-01,1.3248852517702085e+00,-8.9215326405394713e-01,-4.5173283413748894e-01
1.0000000000000000e+00,-4.9999999999999578e-01,8.6602540378444104e-01,5.5208083838449595e-01,2.9942009995963309e-01,-9.5412137788656814e-01,1.0833577680004476e+00,-7.6330035748739644e-01,-6.4604377890326647e-01
