j1,j2,j3,j4,j5,j6,j7
1.6156325715544366e-02,5.5844339835779095e+00,1.9302596064237043e+03,6.6719423296035337e+05,-4.7142768210691946e+02,-1.6294897832025672e+05,-5.6323314356396720e+07
1.4364817438631682e-02,5.3596570345278671e+00,1.9997416361526925e+03,7.4612360186493117e+05,-4.6795078167915841e+02,-1.7459711615231083e+05,-6.5143930007588692e+07
1.4325844555922182e-02,5.3548574365581532e+00,2.0015921612110722e+03,7.4817513393908669e+05,-4.6794095205935508e+02,-1.7491164847026634e+05,-6.5380225081700861e+07
1.2474768825818537e-02,5.1373592978485902e+00,2.1156673060400062e+03,8.7127410997339524e+05,-4.7293508693444653e+02,-1.9476412750134373e+05,-8.0207762987603381e+07
1.2167796983033106e-02,5.1045125123522181e+00,2.1413940440568790e+03,8.9833621542230120e+05,-4.7524800879973623e+02,-1.9937129217157737e+05,-8.3638250778898403e+07
1.2088096498897295e-02,5.0962206029701100e+00,2.1485156440061687e+03,9.0579271035656054e+05,-4.7594886144414590e+02,-2.0065528049623745e+05,-8.4594259704408735e+07
1.2071791399244681e-02,5.0945374063092403e+00,2.1499966762106255e+03,9.0734159729440825e+05,-4.7609775798677299e+02,-2.0092277582557793e+05,-8.4793429853910401e+07
1.2054790271124761e-02,5.0927872458420778e+00,2.1515498277509032e+03,9.0896525572992407e+05,-4.7625505235525571e+02,-2.0120347196852491e+05,-8.5002430802542731e+07
1.2049513996749054e-02,5.0922451101661181e+00,2.1520337060073034e+03,9.0947096449574642e+05,-4.7630429562379015e+02,-2.0129095837356997e+05,-8.5067571918254405e+07
1.1382894845338363e-02,5.0283937979282216e+00,2.2212929602347917e+03,9.8125616518371936e+05,-4.8442299567081062e+02,-2.1399385833758058e+05,-9.4531786920626223e+07
1.1205160437624422e-02,5.0133008313975429e+00,2.2430009249755744e+03,1.0035410438433220e+06,-4.8735995178115007e+02,-2.1804971602640438e+05,-9.7557623447373584e+07
1.1165803612019527e-02,5.0100960807131614e+00,2.2480301114159956e+03,1.0086911109923574e+06,-4.8806430345936104e+02,-2.1899445296221529e+05,-9.8262811044146001e+07
1.0500843120411987e-02,4.9657437032116247e+00,2.3482505398117451e+03,1.1104641977715760e+06,-5.0376054503446221e+02,-2.3822332414134682e+05,-1.1265342775320148e+08
1.0408103011703361e-02,4.9614386246488751e+00,2.3650681779838724e+03,1.1274043497631319e+06,-5.0667207396049486e+02,-2.4152551093622830e+05,-1.1513279580819066e+08
9.5029749818250717e-03,4.9650193387541455e+00,2.5940736539188783e+03,1.3553256619629965e+06,-5.5250951918483463e+02,-2.8866964848850050e+05,-1.5082123124578688e+08
9.5005924328403074e-03,4.9651996172510016e+00,2.5949126239677184e+03,1.3561532355380089e+06,-5.5269575924590742e+02,-2.8884985769709619e+05,-1.5095871262965640e+08
9.4721181796517170e-03,4.9674629369547487e+00,2.6050865880271790e+03,1.3661855593590934e+06,-5.5496362829785460e+02,-2.9103957558824384e+05,-1.5262988462574273e+08
9.1612807441106871e-03,5.0089302468425183e+00,2.7386326124611469e+03,1.4973473808631320e+06,-5.8624940046139750e+02,-3.2053185970226914e+05,-1.7525079429221565e+08
9.1275952595723710e-03,5.0158874229928045e+00,2.7563806155572356e+03,1.5147138396671677e+06,-5.9060710541204764e+02,-3.2455632263708249e+05,-1.7835343597875595e+08
8.8654902789548403e-03,5.1002279025799293e+00,2.9341101100752076e+03,1.6879642052251662e+06,-6.3658132680256949e+02,-3.6621887149625021e+05,-2.1068205458307782e+08
8.8595127920024531e-03,5.1030793681934128e+00,2.9393737160794058e+03,1.6930792604617376e+06,-6.3800437880028619e+02,-3.6749052218896488e+05,-2.1167454078084379e+08
8.6021816981681418e-03,5.3810947612890807e+00,3.3661438279243844e+03,2.1056912715580985e+06,-7.6387441392548362e+02,-4.7784163963108620e+05,-2.9891383767122597e+08
2.5618616142476478e+00,5.1621511527090099e+01,1.0401734572708654e+03,2.0959495164007934e+04,-1.3316379336873988e+03,-2.6832504363801083e+04,-5.4067496293059178e+05
2.7363504965516383e+00,7.8752167290756148e+01,2.2664873746279618e+03,6.5229506641792745e+04,-4.8262014619754591e+03,-1.3889807807565373e+05,-3.9974866870173146e+06
2.7024884135804355e+00,7.9912582389573473e+01,2.3630150612596876e+03,6.9874355361448965e+04,-5.1595008426392624e+03,-1.5256643991684300e+05,-4.5113896283410480e+06
2.0979644412819156e+00,7.8484849748356467e+01,2.9361182290860152e+03,1.0984018295010782e+05,-6.9225445996015751e+03,-2.5897239347109490e+05,-9.6881572397536617e+06
1.9436113509076263e+00,7.6034076047506332e+01,2.9744530549784472e+03,1.1636060351075685e+05,-6.9161419915548267e+03,-2.7055947470962477e+05,-1.0584286650640521e+07
1.1296257446221076e+00,5.6752397409814691e+01,2.8512404458690899e+03,1.4324632000046308e+05,-5.4296959040133706e+03,-2.7278792221763171e+05,-1.3704865212213818e+07
6.8154479874320906e-01,4.1833219746858177e+01,2.5677230280621548e+03,1.5760683946245507e+05,-3.8399679275538083e+03,-2.3569723139325276e+05,-1.4467096062917855e+07
5.5997716343130366e-01,3.7098487077323867e+01,2.4577747688727059e+03,1.6282757843781679e+05,-3.3300250191399250e+03,-2.2061415751802002e+05,-1.4615687935568826e+07
4.3034330794287429e-01,3.1595805669165834e+01,2.3197640522301554e+03,1.7031707671473801e+05,-2.7486031564530385e+03,-2.0180244374678205e+05,-1.4816335419888739e+07
2.2338685228744715e-01,2.1337912130496949e+01,2.0381973667050684e+03,1.9468861246766814e+05,-1.7253609268750861e+03,-1.6480647573510822e+05,-1.5742314562217535e+07
1.6904697609150374e-01,1.8142121474140179e+01,1.9470124766047240e+03,2.0895337898921897e+05,-1.4297704034393491e+03,-1.5344295969711096e+05,-1.6467498434693947e+07
1.2540557834539529e-01,1.5304496781272041e+01,1.8677607871864400e+03,2.2794152646823312e+05,-1.1793367151759776e+03,-1.4392625272007630e+05,-1.7564759881958116e+07
1.0147318261001216e-01,1.3600450665219929e+01,1.8228684026594271e+03,2.4431905200844305e+05,-1.0351916486859707e+03,-1.3874673667338063e+05,-1.8596225116333209e+07
6.6113223571163435e-02,1.0789016954578161e+01,1.7606596768176103e+03,2.8732205265986582e+05,-8.0952021029978619e+02,-1.3210560311882209e+05,-2.1558313372960579e+07
6.5864909528571908e-02,1.0767595409730935e+01,1.7602864975828131e+03,2.8777163662483828e+05,-8.0786751109084184e+02,-1.3207018071313080e+05,-2.1590833142982628e+07
5.6620188396070532e-02,9.9481671011895916e+00,1.7478929596790110e+03,3.0710479301560222e+05,-7.4553190619048621e+02,-1.3098995591766841e+05,-2.3014935254734337e+07
5.3942620209316762e-02,9.7021196708477131e+00,1.7450232439986698e+03,3.1385988066560077e+05,-7.2717260732219131e+02,-1.3078926515296934e+05,-2.3523757230413064e+07
3.8999318476767339e-02,8.2393860145866356e+00,1.7407350833017185e+03,3.6776510104915412e+05,-6.2215365121544266e+02,-1.3144240189228658e+05,-2.7769836247783389e+07
3.6750882960487972e-02,8.0036072911350704e+00,1.7430255958633959e+03,3.7959611426713038e+05,-6.0602690278348859e+02,-1.3198053888818814e+05,-2.8742721759069614e+07
3.6308547582827859e-02,7.9566551173008966e+00,1.7436214024053183e+03,3.8209719412310142e+05,-6.0284813700851953e+02,-1.3210814074404695e+05,-2.8950177962650448e+07
2.5840644563968240e-02,6.7836860109329420e+00,1.7808532515901156e+03,4.6750959560743714e+05,-5.2805763377531821e+02,-1.3862569001869651e+05,-3.6392016143708207e+07
2.4889321357135671e-02,6.6705870169259303e+00,1.7877840264063184e+03,4.7914399691715743e+05,-5.2148026121861108e+02,-1.3976192480919993e+05,-3.7457593468113676e+07
2.4787465783922970e-02,6.6584090588773890e+00,1.7885818413956442e+03,4.8044885423569800e+05,-5.2078126640279800e+02,-1.3989226378111963e+05,-3.7577859896884359e+07
1.6882261165216961e-02,5.6766603168042034e+00,1.9087770315254133e+03,6.4182627685042028e+05,-4.7407352013135784e+02,-1.5940722114416907e+05,-5.3600678109726854e+07
1.6803502122535039e-02,5.6666450207824921e+00,1.9109627003584799e+03,6.4443395144189021e+05,-4.7376090814754332e+02,-1.5976639105459605e+05,-5.3878020055341423e+07
1.6637205690618575e-02,5.6455030069976004e+00,1.9156885353644957e+03,6.5005059070523432e+05,-4.7312019344381019e+02,-1.6054387524128810e+05,-5.4477353185626283e+07
1.1873362330391960e-02,5.0744375927629157e+00,2.1687131383950150e+03,9.2686462108726148e+05,-4.7806939658182682e+02,-2.0431729871114116e+05,-8.7321127123167515e+07
1.1830134583997440e-02,5.0701590800096223e+00,2.1729687785105239e+03,9.3129095909404021e+05,-4.7854022956949626e+02,-2.0509277158889468e+05,-8.7898660047568485e+07
1.1685641948664635e-02,5.0561435583482144e+00,2.1876921948261056e+03,9.4657065885735932e+05,-4.8023057368291632e+02,-2.0778616462112422e+05,-8.9904917708268031e+07
9.4026119890987178e-03,4.9738877161133308e+00,2.6311368629467906e+03,1.3918450891302228e+06,-5.6084827053584206e+02,-2.9668312663075508e+05,-1.5694240715640312e+08
9.3718082054155012e-03,4.9771799017320646e+00,2.6432807022118650e+03,1.4037935153306772e+06,-5.6362898255762229e+02,-2.9933208005670208e+05,-1.5896928107651332e+08
8.5970836871567778e-03,5.4018915639880900e+00,3.3942245453162768e+03,2.1327270508040297e+06,-7.7283801691035046e+02,-4.8560503954544960e+05,-3.0512507054798782e+08
2.7602890168823741e-02,6.9901559063529239e+00,1.7701870817248146e+03,4.4828217657599202e+05,-5.4042576665270326e+02,-1.3685742114713058e+05,-3.4657773331299350e+07
2.4056967044206064e-02,6.5706794087840024e+00,1.7946496669211745e+03,4.9017266352618043e+05,-5.1580258463813220e+02,-1.4088115994221304e+05,-3.8478871215016656e+07
2.3973655367701199e-02,6.5606305279251114e+00,1.7953821502719861e+03,4.9132427924343181e+05,-5.1523892659192859e+02,-1.4100028465114717e+05,-3.8586137897632942e+07
2.2713966297833465e-02,6.4076098926188205e+00,1.8075867507077696e+03,5.0992022237466183e+05,-5.0683979648226756e+02,-1.4297950658764772e+05,-4.0334518808375411e+07
1.6085027412263243e-02,5.5753922016386852e+00,1.9325424449320012e+03,6.6985786226233025e+05,-4.7119870598772570e+02,-1.6332689546946547e+05,-5.6612368507626131e+07
1.6043432167850296e-02,5.5701192143559446e+00,1.9338896900322404e+03,6.7142716148229351e+05,-4.7106792294822867e+02,-1.6355007216839551e+05,-5.6782949556145236e+07
1.5928569313173113e-02,5.5555664050485172e+00,1.9376704507528218e+03,6.7582069981356908e+05,-4.7071777942033714e+02,-1.6417694710622518e+05,-5.7261635611709215e+07
1.5758385192654836e-02,5.5340297119565260e+00,1.9434405542448928e+03,6.8249745383972139e+05,-4.7022986551765632e+02,-1.6513532417249057e+05,-5.7992223142895229e+07
1.1123563755466220e-02,5.0067160463353453e+00,2.2535228924555390e+03,1.0143106538942382e+06,-4.8884352673668525e+02,-2.2002847138418202e+05,-9.9034814970020324e+07
1.1116072327559399e-02,5.0061231727163760e+00,2.2545075708328200e+03,1.0153174845245606e+06,-4.8898430085338720e+02,-2.2021407988932295e+05,-9.9173410878156587e+07
1.1069379221564538e-02,5.0024738578094459e+00,2.2607179858212448e+03,1.0216636721523370e+06,-4.8987967118707718e+02,-2.2138642100286394e+05,-1.0004895137961426e+08
1.0963432654822792e-02,4.9945013802310712e+00,2.2752950487780668e+03,1.0365334124213360e+06,-4.9203106224594467e+02,-2.2414967071676254e+05,-1.0211362399172835e+08
9.0960247283794447e-03,5.0230067755056966e+00,2.7738048015697559e+03,1.5317504875228510e+06,-5.9492838171027358e+02,-3.2853135094804736e+05,-1.8142158262053072e+08
9.0806712909751296e-03,5.0266963998321925e+00,2.7825780590911081e+03,1.5403239103904737e+06,-5.9712013012569196e+02,-3.3054181923237792e+05,-1.8297472945427513e+08
9.0562200681068069e-03,5.0329037406496768e+00,2.7969859248286516e+03,1.5543969578642747e+06,-6.0074241431975872e+02,-3.3385658933406277e+05,-1.8553746095651200e+08
8.5967310895062304e-03,5.6101407417008708e+00,3.6611217466265716e+03,2.3892114406310348e+06,-8.6194089868923413e+02,-5.6249401107560727e+05,-3.6707796668783063e+08
8.6036497062403992e-03,5.6457149372349500e+00,3.7047181418135747e+03,2.4310360446580676e+06,-8.7715140285537882e+02,-5.7558675055369968e+05,-3.7770002571333778e+08
2.0394189166764196e+00,2.8816989292637814e+01,4.0718405870497236e+02,5.7535107495012599e+03,-3.4231320337373688e+02,-4.8368855636709031e+03,-6.8345193014669872e+04
2.5802060596324159e+00,5.2662005677097611e+01,1.0748315358695622e+03,2.1937311647097766e+04,-1.4040880135591033e+03,-2.8657436356741298e+04,-5.8489827604108991e+05
2.6039923687087172e+00,8.1504961140582850e+01,2.5511052837002430e+03,7.9849595379817620e+04,-5.8106297466828246e+03,-1.8187271107117244e+05,-5.6926158565276973e+06
2.4131630929083956e+00,8.1661439064020115e+01,2.7634230979264412e+03,9.3514237633830766e+04,-6.5089233524138954e+03,-2.2026196624568626e+05,-7.4536649377540238e+06
1.8920787530781737e+00,7.5115526497203504e+01,2.9820864019389792e+03,1.1838883015697748e+05,-6.8900237101679013e+03,-2.7353394129366567e+05,-1.0859297469358528e+07
1.2100089521281379e+00,5.9084737132416976e+01,2.8851077141759206e+03,1.4087980968321022e+05,-5.6639775259524704e+03,-2.7657202259225916e+05,-1.3505011863180012e+07
9.2304451001393684e-01,5.0305925795759556e+01,2.7416729558688958e+03,1.4942117609485483e+05,-4.7546120238406202e+03,-2.5912635529931379e+05,-1.4122386363812601e+07
7.1002063399052295e-01,4.2892346499367491e+01,2.5911266520267900e+03,1.5652996104893839e+05,-3.9546268581819377e+03,-2.3889900850277088e+05,-1.4431889103652386e+07
4.4021421338256500e-01,3.2034388307849255e+01,2.3311424371621902e+03,1.6963723515229256e+05,-2.7943117472678455e+03,-2.0334206584868109e+05,-1.4797202131808525e+07
4.0421112454825386e-01,3.0416887122256103e+01,2.2888707559497716e+03,1.7223752438522031e+05,-2.6263882969648148e+03,-1.9763571934660230e+05,-1.4872087880831825e+07
2.8214243961519009e-01,2.4501249456183107e+01,2.1276885027749413e+03,1.8476846958097591e+05,-2.0300979529664376e+03,-1.7629370623560541e+05,-1.5309345449499978e+07
2.2706195712826951e-01,2.1543638492330210e+01,2.0440604201522901e+03,1.9394045266404928e+05,-1.7448321551088579e+03,-1.6554967487672842e+05,-1.5707353152303992e+07
2.1847805904903328e-01,2.1061284892326810e+01,2.0303078636203045e+03,1.9572167805299736e+05,-1.6992596816589371e+03,-1.6380863331192153e+05,-1.5791152251269238e+07
1.3716741859264778e-01,1.6099339920219069e+01,1.8895795264361122e+03,2.2177994901780650e+05,-1.2482383503640731e+03,-1.4650573518223126e+05,-1.7195378138338484e+07
9.3466786663411378e-02,1.2999360689147256e+01,1.8079510846466005e+03,2.5144983685264923e+05,-9.8559024803444549e+02,-1.3707589169663072e+05,-1.9064515017167397e+07
8.1876137374027699e-02,1.2095561774265112e+01,1.7868773409121850e+03,2.6397538957295706e+05,-9.1233572082663602e+02,-1.3477935603771894e+05,-1.9910954267452218e+07
7.0223266508430596e-02,1.1139516766232346e+01,1.7670615446274369e+03,2.8030897282425029e+05,-8.3671921890340820e+02,-1.3272876969464764e+05,-2.1054764736661956e+07
6.7289125699661639e-02,1.0890072103233239e+01,1.7624492691872674e+03,2.8523478972526733e+05,-8.1733187061512581e+02,-1.3227698994035198e+05,-2.1407708051946562e+07
4.7146033687747314e-02,9.0572245317531372e+00,1.7399834047950953e+03,3.3426821189518576e+05,-6.7993240235837550e+02,-1.3062181381706754e+05,-2.5093756652396843e+07
4.0695452525077482e-02,8.4141917640850199e+00,1.7397182891422187e+03,3.5970415346304519e+05,-6.3427553813259374e+02,-1.3114281026429508e+05,-2.7115087450245652e+07
3.9811675142757651e-02,8.3234269220963419e+00,1.7401788666026821e+03,3.6381919564062270e+05,-6.2796461645897875e+02,-1.3128856236307870e+05,-2.7448499733248860e+07
3.8266957321696132e-02,8.1631073358642183e+00,1.7413540568865551e+03,3.7146564741503994e+05,-6.1690731571452432e+02,-1.3159866858822232e+05,-2.8072627983239587e+07
3.4080437953010433e-02,7.7171743700796815e+00,1.7474769643608431e+03,3.9569868380986928e+05,-5.8681773123849518e+02,-1.3287900706164484e+05,-3.0089122359038856e+07
3.1213314289540776e-02,7.4013010843359091e+00,1.7549965131177307e+03,4.1614477319047635e+05,-5.6619368579462321e+02,-1.3425584677562106e+05,-3.1834746387435265e+07
1.7325624450978131e-02,5.7330491308286629e+00,1.8970659573912044e+03,6.2773912530074955e+05,-4.7593545866589068e+02,-1.5748704327254320e+05,-5.2112462618884549e+07
1.5247636477080724e-02,5.4696321570583981e+00,1.9620664473799886e+03,7.0383247600414953e+05,-4.6900915299881694e+02,-1.6824296336373565e+05,-6.0352115817839243e+07
1.4500740520847580e-02,5.3764395629146575e+00,1.9934224967418672e+03,7.3910125911698211e+05,-4.6801196752579318e+02,-1.7352479719953833e+05,-6.4337789057672821e+07
1.4387275698369109e-02,5.3624253982961347e+00,1.9986831944529356e+03,7.4494920023649815e+05,-4.6795803191009855e+02,-1.7441731765353194e+05,-6.5008822635824427e+07
1.3161007377882988e-02,5.2149175634123548e+00,2.0663589353265120e+03,8.1877406453377707e+05,-4.6958715320346147e+02,-1.8606921358533957e+05,-7.3728065191054955e+07
1.2282041608322204e-02,5.1165757136109464e+00,2.1315142765331843e+03,8.8796753246095916e+05,-4.7431825084054071e+02,-1.9759624011766084e+05,-8.2316617670616329e+07
1.0237468266909598e-02,4.9551393905495837e+00,2.3983865678138091e+03,1.1608670665532399e+06,-5.1264828095317682e+02,-2.4813202094695662e+05,-1.2010086077874596e+08
9.9916237710352580e-03,4.9505498298348396e+00,2.4528489241882680e+03,1.2153130564675613e+06,-5.2296955945954164e+02,-2.5911572762541907e+05,-1.2838406956656642e+08
9.6298713556328824e-03,4.9572651764526947e+00,2.5519009675343186e+03,1.3136675800673163e+06,-5.4330340475424441e+02,-2.7968172669938992e+05,-1.4397455927031192e+08
9.6150420136059261e-03,4.9579964143158959e+00,2.5565908510419918e+03,1.3183060723398030e+06,-5.4431183081453514e+02,-2.8067439555951505e+05,-1.4472975207026392e+08
9.5513648616847892e-03,4.9616475046993980e+00,2.5774270292661963e+03,1.3388960188929110e+06,-5.4883887759868537e+02,-2.8510533174618910e+05,-1.4810366668219283e+08
9.1897180650867862e-03,5.0035257948978025e+00,2.7242696895480062e+03,1.4832831178682030e+06,-5.8275576931534135e+02,-3.1729303371912392e+05,-1.7275653806905138e+08
9.0091547973702186e-03,5.0461176935550336e+00,2.8263809813371099e+03,1.5830842514567287e+06,-6.0821956819305080e+02,-3.4066986234060972e+05,-1.9081259659559891e+08
8.6132773620111892e-03,5.3468641880156857e+00,3.3191728819944969e+03,2.0604429499557239e+06,-7.4906082822038218e+02,-4.6499449033436651e+05,-2.8865462976486474e+08
2.4719780356516288e+00,4.6893423336311400e+01,8.8956824068982712e+02,1.6875109525886019e+04,-1.0380336611520893e+03,-1.9691498552055134e+04,-3.7354772753248591e+05
2.7305089957181043e+00,7.8993625246124751e+01,2.2852855783703890e+03,6.6113311782255361e+04,-4.8908595400252088e+03,-1.4149256649292927e+05,-4.0933799486404434e+06
2.4073449373069251e+00,8.1633066824077815e+01,2.7681772960044782e+03,9.3868892107511856e+04,-6.5233439561137466e+03,-2.2120659355181709e+05,-7.5011155873421179e+06
1.8630411667903066e+00,7.4577537906615973e+01,2.9853388424018376e+03,1.1950311386134556e+05,-6.8704396262924329e+03,-2.7502369824048609e+05,-1.1009198640566658e+07
1.4871203481541406e+00,6.6414794748563921e+01,2.9660847334708642e+03,1.3246534419680879e+05,-6.3383618179513569e+03,-2.8307123878970760e+05,-1.2641961524348339e+07
1.1501003206327085e+00,5.7355502989953173e+01,2.8603189341089642e+03,1.4264410524401406e+05,-5.4909294153845240e+03,-2.7383264994522621e+05,-1.3656034252768429e+07
8.9541998523427391e-01,4.9391366385522545e+01,2.7244277698254236e+03,1.5027943578357037e+05,-4.6566885339543460e+03,-2.5686293953292171e+05,-1.4168559744635960e+07
6.9543763031557992e-01,4.2352151686218818e+01,2.5792460376907256e+03,1.5707608369536520e+05,-3.8961339176102033e+03,-2.3727455558246141e+05,-1.4450020434971899e+07
4.5105330613524036e-01,3.2511922306228122e+01,2.3434593598329234e+03,1.6891655065675711e+05,-2.8442214224268187e+03,-2.0501148012852509e+05,-1.4777227487664089e+07
2.9624007571209343e-01,2.5224842446884761e+01,2.1478953343522376e+03,1.8289328772009304e+05,-2.1013149422911306e+03,-1.7892696733608979e+05,-1.5235631268668046e+07
2.1490236439313262e-01,2.0858423487997452e+01,2.0245185837450329e+03,1.9649977373829289e+05,-1.6801779588406421e+03,-1.6307807268507272e+05,-1.5828357734813161e+07
1.3127198395529852e-01,1.5704067440572359e+01,1.8786775879156712e+03,2.2474619984235175e+05,-1.2138469889054816e+03,-1.4521251528276273e+05,-1.7371773203276906e+07
1.0277071171496668e-01,1.3696252750253612e+01,1.8252996040262988e+03,2.4325767822858487e+05,-1.0431594466704023e+03,-1.3902185945776451e+05,-1.8527443209936280e+07
8.6791212216096258e-02,1.2484047965163287e+01,1.7957054593090872e+03,2.5829427326701910e+05,-9.4362167626619294e+02,-1.3573054191412919e+05,-1.9523481148928344e+07
6.7227333466353234e-02,1.0884777561537252e+01,1.7623543349884965e+03,2.8534279037798743e+05,-8.1692198117172757e+02,-1.3226783797151441e+05,-2.1415485645967897e+07
5.3445120020767983e-02,9.6559298341521522e+00,1.7445368431362692e+03,3.1518547144942975e+05,-7.2374582187717124e+02,-1.3075915763854852e+05,-2.3624257010556564e+07
4.4165364026551052e-02,8.7641748374287900e+00,1.7391628547393691e+03,3.4511947689448041e+05,-6.5892946127168204e+02,-1.3075796229475256e+05,-2.5947610037770700e+07
