j1,j2,j3,j4,j5,j6,j7
4.7035240607424360e-02,1.5684841685357801e+01,5.2304241568162661e+03,1.7441895435735204e+06,-2.6683151775913228e+02,-8.8980306227137844e+04,-2.9672262717563663e+07
4.5257055577338515e-02,1.5422246829089646e+01,5.2554390519488788e+03,1.7908959657326192e+06,-2.6338066776025437e+02,-8.9752230152661898e+04,-3.0584867469122589e+07
4.4128175872045240e-02,1.5252903990172436e+01,5.2721662642031024e+03,1.8223242692218020e+06,-2.6114587112012060e+02,-9.0265070352669674e+04,-3.1200121567400269e+07
3.8550910322124654e-02,1.4383730150287930e+01,5.3667135563739303e+03,2.0023744950186771e+06,-2.4957564782785028e+02,-9.3119169961049221e+04,-3.4743693504167072e+07
3.8427635607029664e-02,1.4363865913551619e+01,5.3690694398264595e+03,2.0069044659127325e+06,-2.4930955516544665e+02,-9.3189418625292310e+04,-3.4833272787948012e+07
3.2445577359122568e-02,1.3361737668033854e+01,5.5026308064497016e+03,2.2660934187121158e+06,-2.3582577037329671e+02,-9.7117768755131037e+04,-3.9995039528738059e+07
3.1423405521308671e-02,1.3182432850244201e+01,5.5301624050059445e+03,2.3199584305240433e+06,-2.3340697569449014e+02,-9.7916560373595566e+04,-4.1076976242327072e+07
3.1156198551945982e-02,1.3135141747514906e+01,5.5376444093348082e+03,2.3346155065314616e+06,-2.3276908394199759e+02,-9.8133118099106752e+04,-4.1371941259402409e+07
3.1101435759981637e-02,1.3125427919427450e+01,5.5391930905567724e+03,2.3376502680767691e+06,-2.3263806517492108e+02,-9.8177916265120191e+04,-4.1433044222206026e+07
3.1044299336396453e-02,1.3115285140647410e+01,5.5408145133693124e+03,2.3408279074631333e+06,-2.3250126393288164e+02,-9.8224808973724517e+04,-4.1497035047129400e+07
3.1026559632112642e-02,1.3112134366127124e+01,5.5413191044689838e+03,2.3418168667396372e+06,-2.3245876839155196e+02,-9.8239400109953771e+04,-4.1516952880467564e+07
2.8753253329383256e-02,1.2701749658255054e+01,5.6109979115341703e+03,2.4786583274202198e+06,-2.2692927330443453e+02,-1.0024600648223396e+05,-4.4283673363526851e+07
2.8134688301071433e-02,1.2587740892782371e+01,5.6318811528397609e+03,2.5197599465920376e+06,-2.2539636208299481e+02,-1.0084458635955272e+05,-4.5118876383127488e+07
2.7996881300009605e-02,1.2562200639314309e+01,5.6366594268603303e+03,2.5291690848322306e+06,-2.2505324055595611e+02,-1.0098138903745750e+05,-4.5310349261107184e+07
2.5612584853482671e-02,1.2111935251363420e+01,5.7276130610172477e+03,2.7085309404244460e+06,-2.1902788434495830e+02,-1.0357609622788733e+05,-4.8980100145205639e+07
2.5269814710657253e-02,1.2045867974423206e+01,5.7421448047277981e+03,2.7372230069656940e+06,-2.1814870387752413e+02,-1.0398930565137698e+05,-4.9570662110954888e+07
2.1697764186552823e-02,1.1336430854548254e+01,5.9229450285758257e+03,3.0945610890800119e+06,-2.0884186861685615e+02,-1.0911361109624883e+05,-5.7008588389457129e+07
2.1687547108025756e-02,1.1334345869596421e+01,5.9235558383684811e+03,3.0957687522481354e+06,-2.0881500097752544e+02,-1.0913089581087435e+05,-5.7033988768679157e+07
2.1564937333409070e-02,1.1309300085759718e+01,5.9309362439749684e+03,3.1103608944277926e+06,-2.0849254190635671e+02,-1.0933974375195065e+05,-5.7341041815835476e+07
2.0149819202793635e-02,1.1016913649127419e+01,6.0234975376604161e+03,3.2933472787158326e+06,-2.0477243544164335e+02,-1.1195932907771850e+05,-6.1213763173242584e+07
1.9985323196345845e-02,1.0982534656087932e+01,6.0352322695600005e+03,3.3165411890913071e+06,-2.0434113827083027e+02,-1.1229158571396937e+05,-6.1707595097397581e+07
1.8571034573392136e-02,1.0683730479726762e+01,6.1462433076820089e+03,3.5358723124763831e+06,-2.0066133664157883e+02,-1.1543846035653388e+05,-6.6410591858510375e+07
1.8534682100540937e-02,1.0675976889911581e+01,6.1493626885890708e+03,3.5420329086273047e+06,-2.0056772719595219e+02,-1.1552701086486844e+05,-6.6543558258164227e+07
1.6292604588953558e-02,1.0191838800619898e+01,6.3755047617277769e+03,3.9881970036988105e+06,-1.9498581006364168e+02,-1.2197337348531102e+05,-7.6300443783736318e+07
1.0198128645404758e+00,2.0549229220490588e+01,4.1406696879288529e+02,8.3434494211766378e+03,-5.2990958973968505e+00,-1.0677678233254652e+02,-2.1515521640008119e+03
9.7040520776126460e-01,2.7928261879369195e+01,8.0377537688824543e+02,2.3132655346843705e+04,-2.4316460037352325e+01,-6.9982771987499996e+02,-2.0141041778002498e+04
9.6451950788342111e-01,2.8520841848112763e+01,8.4336129344869437e+02,2.4938193447277896e+04,-2.7118056494142053e+01,-8.0188093053178056e+02,-2.3711619115824753e+04
8.9712820703619922e-01,3.3561566225224212e+01,1.2555381924856376e+03,4.6969683780887703e+04,-6.4190434944331415e+01,-2.4013641712674380e+03,-8.9835033647114848e+04
8.8077039662581702e-01,3.4455737916001958e+01,1.3479084672739964e+03,5.2730179239758734e+04,-7.4235736255975269e+01,-2.9041020023337524e+03,-1.1360847033129638e+05
7.6800078204594080e-01,3.8584359289988072e+01,1.9384782107290007e+03,9.7389145307024999e+04,-1.4955456685894021e+02,-7.5136214389931565e+03,-3.7748434109501616e+05
6.5610829574155627e-01,4.0271927192616729e+01,2.4718908910828150e+03,1.5172466289466320e+05,-2.2756202488354882e+02,-1.3967757087352225e+04,-8.5734093002167973e+05
6.1040363321114133e-01,4.0439240700238116e+01,2.6790996963907751e+03,1.7749035488588884e+05,-2.5844070058155916e+02,-1.7121696413528298e+04,-1.1343123873962497e+06
5.4797324055553376e-01,4.0232195321587284e+01,2.9538477805109383e+03,2.1687150404511311e+05,-2.9834269464901195e+02,-2.1904320641130456e+04,-1.6082152214717981e+06
3.9415618840456013e-01,3.7649799116403578e+01,3.5963088115988699e+03,3.4351941768392402e+05,-3.7692371310029409e+02,-3.6003753075340086e+04,-3.4390784937564856e+06
3.3334176988642950e-01,3.5774238744211608e+01,3.8392913020287901e+03,4.1203274253372970e+05,-3.9605978378407661e+02,-4.2505135995707104e+04,-4.5616511950592855e+06
2.7355271152479194e-01,3.3384372914485610e+01,4.0742288704838243e+03,4.9721889135384589e+05,-4.0523363703631026e+02,-4.9454713063911317e+04,-6.0354531823197370e+06
2.3516246451278963e-01,3.1518825118649193e+01,4.2244681306525517e+03,5.6620546355136146e+05,-4.0474844352818769e+02,-5.4248433886082996e+04,-7.2709175937517053e+06
1.6862174789274523e-01,2.7517383038617091e+01,4.4905617380719232e+03,7.3281477003595722e+05,-3.8828276255652918e+02,-6.3363864021599999e+04,-1.0340348969684903e+07
1.6810419916600888e-01,2.7481674479659130e+01,4.4927041439346749e+03,7.3446727345044061e+05,-3.8805979494758367e+02,-6.3440015278030973e+04,-1.0371173697652504e+07
1.4824982921058230e-01,2.6047494992299306e+01,4.5765448701469877e+03,8.0409893368482566e+05,-3.7817145156690987e+02,-6.6444724040306042e+04,-1.1674338013881773e+07
1.4227553572069712e-01,2.5589677854724588e+01,4.6025594589507646e+03,8.2781634428688465e+05,-3.7465195424677887e+02,-6.7384900490825661e+04,-1.2119848202279903e+07
1.0686038036836872e-01,2.2576392560425262e+01,4.7697144562410449e+03,1.0076975731700456e+06,-3.4764910607551059e+02,-7.3447826640573126e+04,-1.5517322334353887e+07
1.0119756909421630e-01,2.2038806597338425e+01,4.7996113007683625e+03,1.0452593490813341e+06,-3.4220186643691227e+02,-7.4524722472630747e+04,-1.6229994060089525e+07
1.0007228306109911e-01,2.1929840110009255e+01,4.8057051617074285e+03,1.0531222291365657e+06,-3.4107667261837554e+02,-7.4743542037590800e+04,-1.6379299802117649e+07
7.2271341779739401e-02,1.8972672644017187e+01,4.9807060225073910e+03,1.3075349450286403e+06,-3.0808221441029912e+02,-8.0877742926991719e+04,-2.1232025073193863e+07
6.9623400354368620e-02,1.8659767528974335e+01,5.0010042954404107e+03,1.3403191612209845e+06,-3.0433956918926839e+02,-8.1566047938415824e+04,-2.1860516507974826e+07
6.9338570832526675e-02,1.8625726897033317e+01,5.0032427590810894e+03,1.3439710699443624e+06,-3.0392980236214237e+02,-8.1641623510518693e+04,-2.1930572907395530e+07
4.6344970662763371e-02,1.5583496385354183e+01,5.2399506595753437e+03,1.7619334092822094e+06,-2.6550187275047000e+02,-8.9275004712345530e+04,-3.0018720334526189e+07
4.6105530306940437e-02,1.5548167985409524e+01,5.2433086897196545e+03,1.7682009894341591e+06,-2.6503771775960996e+02,-8.9378669560073278e+04,-3.0141168735743511e+07
4.5599126221209298e-02,1.5473151500642949e+01,5.2505044987131714e+03,1.7816536915483405e+06,-2.6405103907267051e+02,-8.9600439088529281e+04,-3.0404116995910641e+07
3.0432205667936117e-02,1.3006116058362537e+01,5.5585538810229809e+03,2.3756147576716016e+06,-2.3102910426201967e+02,-9.8737218579501976e+04,-4.2198312476507552e+07
3.0285704368481648e-02,1.2979847178243865e+01,5.5629029036517550e+03,2.3841489264470693e+06,-2.3067495590892520e+02,-9.8862672603447165e+04,-4.2370564224385381e+07
2.9794049731466814e-02,1.2891289437811063e+01,5.5778031139520908e+03,2.4134038513447908e+06,-2.2948139629877974e+02,-9.9292010550556020e+04,-4.2961667125014581e+07
2.1261491570488931e-02,1.1247116425872941e+01,5.9496121181225262e+03,3.1472853143656347e+06,-2.0769431060911197e+02,-1.0986821336911414e+05,-5.8119186190127686e+07
2.1124966277298301e-02,1.1219047090547582e+01,5.9582115288480099e+03,3.1642869787406009e+06,-2.0733514887810867e+02,-1.1011155086618595e+05,-5.8478042434014037e+07
1.6181801439266952e-02,1.0167673116348997e+01,6.3887557259267296e+03,4.0143107728288015e+06,-1.9472428184417467e+02,-1.2235305525396872e+05,-7.6879318738278702e+07
7.7119141854101264e-02,1.9529651483132607e+01,4.9456889415885016e+03,1.2524462675678721e+06,-3.1463388523712581e+02,-7.9677885097449762e+04,-2.0177627622078177e+07
6.7288161777681987e-02,1.8378415626338281e+01,5.0196966600217747e+03,1.3710297487517474e+06,-3.0093772491098190e+02,-8.2195120804936480e+04,-2.2449953345452301e+07
6.7053456769575789e-02,1.8349848979562111e+01,5.0216196717469684e+03,1.3742164393702755e+06,-3.0059042799028634e+02,-8.2259576523821757e+04,-2.2511155711509068e+07
6.3482648133666122e-02,1.7908455038507213e+01,5.0519751663628858e+03,1.4251621944309701e+06,-2.9518102066722491e+02,-8.3270565930224155e+04,-2.3490626648916233e+07
4.3909224537236759e-02,1.5219815409097006e+01,5.2754924171012044e+03,1.8285911816156195e+06,-2.6070838417022549e+02,-9.0366740121083552e+04,-3.1322919460769981e+07
4.3781383636826120e-02,1.5200458584869660e+01,5.2774472160808973e+03,1.8322768989511267e+06,-2.6045233282146637e+02,-9.0426445432284905e+04,-3.1395157589635000e+07
4.3427951150429668e-02,1.5146800802246860e+01,5.2829011838076594e+03,1.8425702748884354e+06,-2.5974208673317384e+02,-9.0592845010796358e+04,-3.1596972482865557e+07
4.2903178296122543e-02,1.5066738154032315e+01,5.2911371049330683e+03,1.8581415285103950e+06,-2.5868108788617531e+02,-9.0843624443867055e+04,-3.1902464032197230e+07
2.7848624457124931e-02,1.2534665868151933e+01,5.6418531072551850e+03,2.5393980835755588e+06,-2.2468345115567860e+02,-1.0113002136517093e+05,-4.5518622616463438e+07
2.7822291338790456e-02,1.2529768904424284e+01,5.6427814261074764e+03,2.5412266152475020e+06,-2.2461769972629898e+02,-1.0115658107173875e+05,-4.5555866285657547e+07
2.7657889276972873e-02,1.2499153322049581e+01,5.6486173693006467e+03,2.5527231615343485e+06,-2.2420672666480257e+02,-1.0132350391435759e+05,-4.5790117888976485e+07
2.7283065770368559e-02,1.2429073442349100e+01,5.6621886973965566e+03,2.5794666829859754e+06,-2.2326669860161039e+02,-1.0171137721494962e+05,-4.6335635004042447e+07
1.9828472177585571e-02,1.0949678905906305e+01,6.0466316854195802e+03,3.3390709493224006e+06,-2.0393032338634842e+02,-1.1261440318040932e+05,-6.2187925724285640e+07
1.9751176020263314e-02,1.0933460997776958e+01,6.0523266699294118e+03,3.3503259514061250e+06,-2.0372805179086228e+02,-1.1277570034934970e+05,-6.2428116685386017e+07
1.9626598937697297e-02,1.0907286093635896e+01,6.0616151736772126e+03,3.3686820166193740e+06,-2.0340232798525398e+02,-1.1303880975452505e+05,-6.2820188132979758e+07
1.5277780331488919e-02,9.9701266665263546e+00,6.5064049613084344e+03,4.2460148137002718e+06,-1.9267132961290648e+02,-1.2573538299208666e+05,-8.2053653586805820e+07
1.5151722782123178e-02,9.9425604896292299e+00,6.5243081932947016e+03,4.2812510364399832e+06,-1.9239860919182763e+02,-1.2625196735167732e+05,-8.2846540976170659e+07
1.0349024078478302e+00,1.4623171022889840e+01,2.0662540655343349e+02,2.9196169946000155e+03,-2.3583039527795742e+00,-3.3322834852775387e+01,-4.7085165646971620e+02
1.0187746870114502e+00,2.0793191361903698e+01,4.2438903569645447e+02,8.6617802185646378e+03,-5.5839661211847140e+00,-1.1396874853338001e+02,-2.3261021575662862e+03
9.5097099139476882e-01,2.9765392030656262e+01,9.3165677055954109e+02,2.9160856918513637e+04,-3.3882044203947970e+01,-1.0605079835835716e+03,-3.3193899886165789e+04
9.2960458507486476e-01,3.1457819158933425e+01,1.0645326003383072e+03,3.6023783195448319e+04,-4.5325096653287062e+01,-1.5338012707472344e+03,-5.1903835002086416e+04
8.7512660294400113e-01,3.4742526136876847e+01,1.3792782876340109e+03,5.4757348019070239e+04,-7.7772998552728254e+01,-3.0875880425433115e+03,-1.2257724528896947e+05
7.8254432292282294e-01,3.8211639288321443e+01,1.8658743464487361e+03,9.1110644337091784e+04,-1.3946148469819391e+02,-6.8099042978128091e+03,-3.3252762686219951e+05
7.2435033547079186e-01,3.9477093283158155e+01,2.1515015839321195e+03,1.1725683632430052e+05,-1.8007975709353011e+02,-9.8143467615973914e+03,-5.3488189850705781e+05
6.6549563107557341e-01,4.0202591073275386e+01,2.4286385267365663e+03,1.4671405340015594e+05,-2.2110061562652177e+02,-1.3356688189998180e+04,-8.0687753355778998e+05
5.5337967321220549e-01,4.0269438819652194e+01,2.9304070629060902e+03,2.1324572196767616e+05,-2.9502041419090324e+02,-2.1468635540672032e+04,-1.5622726082947038e+06
5.3302910452040786e-01,4.0110440115160692e+01,3.0183106186658424e+03,2.2712787405460462e+05,-3.0737217213670027e+02,-2.3129755953286694e+04,-1.7405141354848237e+06
4.4782649708731642e-01,3.8889253007062557e+01,3.3771427311333127e+03,2.9327107477161690e+05,-3.5362561110921848e+02,-3.0708848068724536e+04,-2.6667563662880384e+06
3.9783825895732849e-01,3.7746894009871326e+01,3.5814253036565910e+03,3.3980563281093730e+05,-3.7550005207378325e+02,-3.5627444940760550e+04,-3.3803319759793608e+06
3.8916165301759714e-01,3.7515183350896365e+01,3.6164636750264099e+03,3.4862709827254596e+05,-3.7881019998048180e+02,-3.6517303278118452e+04,-3.5202680360106188e+06
2.9084142814332598e-01,3.4136058421182170e+01,4.0065491768941515e+03,4.7024867689206661e+05,-4.0371792598637245e+02,-4.7384372973020530e+04,-5.5615038558434211e+06
2.2122701040716758e-01,3.0768252607428870e+01,4.2792485726412078e+03,5.9515789148293925e+05,-4.0309840868456570e+02,-5.6062926679849406e+04,-7.7972318426334560e+06
1.9994304135199809e-01,2.9537585498930678e+01,4.3635875057570283e+03,6.4463278222548589e+05,-3.9885336488121663e+02,-5.8922607593902132e+04,-8.7046368198471628e+06
1.7707464347392615e-01,2.8089350694268905e+01,4.4558137006318766e+03,7.0682572733123449e+05,-3.9169083635216043e+02,-6.2133917370543197e+04,-9.8563033124892674e+06
1.7106189685081163e-01,2.7684657386335353e+01,4.4804849514045136e+03,7.2512168453530641e+05,-3.8931147690785474e+02,-6.3006169422767212e+04,-1.0196918459380645e+07
1.2662257698841811e-01,2.4325463265245006e+01,4.6731647478862187e+03,8.9776167971642141e+05,-3.6409736335341654e+02,-6.9946744473824860e+04,-1.3437469080866495e+07
1.1107049967819534e-01,2.2964936513463666e+01,4.7482302735237472e+03,9.8174409135377011e+05,-3.5147556395345265e+02,-7.2671087603015869e+04,-1.5025474072799562e+07
1.0888331238582392e-01,2.2764234120504206e+01,4.7593184275738140e+03,9.9503070365285734e+05,-3.4951081492599127e+02,-7.3072226076576990e+04,-1.5277210305829950e+07
1.0502625936726494e-01,2.2404201648224955e+01,4.7792642955993470e+03,1.0195126595372527e+06,-3.4592338040047446e+02,-7.3792375507029195e+04,-1.5741389543159470e+07
9.4346264219931170e-02,2.1363768069961214e+01,4.8376116417620169e+03,1.0954287801605912e+06,-3.3512080762586237e+02,-7.5884755678800269e+04,-1.7183344075907532e+07
8.6831307059827237e-02,2.0589439530026237e+01,4.8821679013598214e+03,1.1576596527704408e+06,-3.2668504492858909e+02,-7.7463557853467049e+04,-1.8368158838214107e+07
4.7688245404069844e-02,1.5780040404206710e+01,5.2216153697520003e+03,1.7278325258509368e+06,-2.6807795596905248e+02,-8.8706995630159465e+04,-2.9353144854019769e+07
4.1319907694282551e-02,1.4822277288093037e+01,5.3170473087847349e+03,1.9073312106072600e+06,-2.5543268928910354e+02,-9.1628814301787235e+04,-3.2869088266337119e+07
3.8980126662044805e-02,1.4452661562486350e+01,5.3586133275230632e+03,1.9868130634457262e+06,-2.5049852848580323e+02,-9.2877339406681262e+04,-3.4436131131815210e+07
3.8621905641312348e-02,1.4395156670629939e+01,5.3653627942771918e+03,1.9997780206829947e+06,-2.4972868400637469e+02,-9.3078875102855978e+04,-3.4692358328336485e+07
3.4695688190945533e-02,1.3747819488780257e+01,5.4474359942342899e+03,2.1584920383553947e+06,-2.4103104335343934e+02,-9.5506140618366800e+04,-3.7843353158621661e+07
3.1805085620073385e-02,1.3249680618466371e+01,5.5196844488469051e+03,2.2994453445451320e+06,-2.3431412539020397e+02,-9.7612921496305076e+04,-4.0664566966145724e+07
2.4630726023458765e-02,1.1921764009874511e+01,5.7703722160594607e+03,2.7929755600171001e+06,-2.1650167416385341e+02,-1.0479114032878833e+05,-5.0721007741940118e+07
2.3687262326148324e-02,1.1736327864736710e+01,5.8149983671410982e+03,2.8811572409674004e+06,-2.1405334770153090e+02,-1.0605701218567752e+05,-5.2548067827637650e+07
2.2233332414872204e-02,1.1445274860527912e+01,5.8917985927025584e+03,3.0329800795514230e+06,-2.1024931428317993e+02,-1.0823214200669537e+05,-5.5715742062206641e+07
2.2171562603956890e-02,1.1432766256730371e+01,5.8953059202830154e+03,3.0399144977939371e+06,-2.1008710023429319e+02,-1.0833141323581329e+05,-5.5861093235047117e+07
2.1903929528550001e-02,1.1378434272195870e+01,5.9107552513775881e+03,3.0704600304331160e+06,-2.0938389813334146e+02,-1.0876865356332688e+05,-5.6502052466541417e+07
2.0286581728336171e-02,1.1045435153627196e+01,6.0139080780953991e+03,3.2743925312806019e+06,-2.0513132316648341e+02,-1.1168785152445523e+05,-6.0810684519520126e+07
1.9381170878560065e-02,1.0855587620790280e+01,6.0803231822808430e+03,3.4056498176273233e+06,-2.0276174212593025e+02,-1.1356887938215480e+05,-6.3611065030738726e+07
1.6485912908609578e-02,1.0233960156277567e+01,6.3529354462124247e+03,3.9437117369452869e+06,-1.9544637865968105e+02,-1.2132724848057020e+05,-7.5316316039283574e+07
1.0241355173479634e+00,1.9427850764090866e+01,3.6854632899480373e+02,6.9913238610314256e+03,-4.1970141128651806e+00,-7.9617357721052457e+01,-1.5103412759683652e+03
9.6930287735937770e-01,2.8041932242006798e+01,8.1125309976125664e+02,2.3469552176093152e+04,-2.4834427326207969e+01,-7.1845998254719643e+02,-2.0785047295090393e+04
9.2899332834238679e-01,3.1502163764090330e+01,1.0682383732403030e+03,3.6223963236578667e+04,-4.5664891081051358e+01,-1.5484964565584514e+03,-5.2509514841897078e+04
8.7189607117056012e-01,3.4901999728957520e+01,1.3971270491501698e+03,5.5926995777481294e+04,-7.9812993894867418e+01,-3.1949141456115426e+03,-1.2789241324883007e+05
8.2542275255036046e-01,3.6863380128899095e+01,1.6463185565566334e+03,7.3524586735819248e+04,-1.1019336077257131e+02,-4.9212354921030355e+03,-2.1978237707732152e+05
7.7181553015933790e-01,3.8490440489046179e+01,1.9195182671887326e+03,9.5726375984702099e+04,-1.4690143773002768e+02,-7.3259746995964788e+03,-3.6534635826887639e+05
7.1765809879731912e-01,3.9586020729660120e+01,2.1835649034480521e+03,1.2044544007419454e+05,-1.8476874482442545e+02,-1.0191843964515308e+04,-5.6218211308266444e+05
6.6074263043456616e-01,4.0239226193465079e+01,2.4505688751820235e+03,1.4923964449858523e+05,-2.2437623607897621e+02,-1.3664512777209651e+04,-8.3216882813206769e+05
5.5917500108873075e-01,4.0305334078475717e+01,2.9052084803765292e+03,2.0940742726554023e+05,-2.9142797081034217e+02,-2.1006128136009462e+04,-1.5141217160435622e+06
4.5925371103254398e-01,3.9105453494421120e+01,3.3298293650499586e+03,2.8353497043400403e+05,-3.4801816474969735e+02,-2.9633746728436730e+04,-2.5233135339263878e+06
3.8546708054190409e-01,3.7413434837397212e+01,3.6313479853177737e+03,3.5245863545494317e+05,-3.8017203360184993e+02,-3.6899497581395561e+04,-3.5814652352502532e+06
2.8229512862180423e-01,3.3770966237026443e+01,4.0400206909354724e+03,4.8330767525661062e+05,-4.0459189287322260e+02,-4.8401328144423620e+04,-5.7902508859173972e+06
2.3736572296328079e-01,3.1633729899316435e+01,4.2158271836819013e+03,5.6184328876928706e+05,-4.0493294828728506e+02,-5.3965414018246483e+04,-7.1919707262117099e+06
2.0913675753993990e-01,3.0082231204544957e+01,4.3270281364617476e+03,6.2239972714865766e+05,-4.0095544064895637e+02,-5.7673430582945883e+04,-8.2957462550509358e+06
1.7093410860610925e-01,2.7675941524415148e+01,4.4810116922180569e+03,7.2552060308702546e+05,-3.8925852084995006e+02,-6.3024847110815419e+04,-1.0204352995712124e+07
1.4115384342502577e-01,2.5502264891599403e+01,4.6074941979652640e+03,8.3243597674638429e+05,-3.7396107563715924e+02,-6.7563547535365564e+04,-1.2206706133214494e+07
1.1952443777606292e-01,2.3718429432281926e+01,4.7066851365420252e+03,9.3399459849539946e+05,-3.5861968805333709e+02,-7.1164490897304204e+04,-1.4121881573661046e+07
