x,y
2.6862000000000000e+02,1.6181000000000001e+01
3.3625000000000000e+02,1.6914999999999999e+01
3.3723000000000002e+02,1.7003000000000000e+01
3.3932999999999998e+02,1.6978000000000002e+01
4.2738000000000000e+02,1.7756000000000000e+01
4.2857999999999998e+02,1.7808000000000000e+01
4.3268000000000001e+02,1.7867999999999999e+01
5.2899000000000001e+02,1.8481000000000002e+01
5.3108000000000004e+02,1.8486000000000001e+01
6.2834000000000003e+02,1.9090000000000000e+01
2.5324000000000001e+02,1.6062000000000001e+01
2.7313000000000000e+02,1.6337000000000000e+01
2.7366000000000003e+02,1.6344999999999999e+01
2.8210000000000002e+02,1.6388000000000002e+01
3.4662000000000000e+02,1.7158999999999999e+01
3.4719000000000000e+02,1.7116000000000000e+01
3.4877999999999997e+02,1.7164000000000001e+01
3.5118000000000001e+02,1.7123000000000001e+01
4.5010000000000002e+02,1.7978999999999999e+01
4.5035000000000002e+02,1.7974000000000000e+01
4.5192000000000002e+02,1.8007000000000001e+01
4.5556000000000000e+02,1.7992999999999999e+01
5.5222000000000003e+02,1.8523000000000000e+01
5.5355999999999995e+02,1.8669000000000000e+01
5.5574000000000001e+02,1.8617000000000001e+01
6.5259000000000003e+02,1.9370999999999999e+01
6.5620000000000005e+02,1.9329999999999998e+01
1.4130000000000001e+01,8.0000000000000002e-02
2.0410000000000000e+01,2.4800000000000000e-01
3.1300000000000001e+01,1.0890000000000000e+00
3.3840000000000003e+01,1.4179999999999999e+00
3.9700000000000003e+01,2.2780000000000000e+00
4.8829999999999998e+01,3.6240000000000001e+00
5.4500000000000000e+01,4.5739999999999998e+00
6.0409999999999997e+01,5.5560000000000000e+00
7.2769999999999996e+01,7.2670000000000003e+00
7.5250000000000000e+01,7.6950000000000003e+00
8.6840000000000003e+01,9.1359999999999992e+00
9.4879999999999995e+01,9.9589999999999996e+00
9.6400000000000006e+01,9.9570000000000007e+00
1.1737000000000000e+02,1.1600000000000000e+01
1.3908000000000001e+02,1.3138000000000000e+01
1.4772999999999999e+02,1.3564000000000000e+01
1.5863000000000000e+02,1.3871000000000000e+01
1.6184000000000000e+02,1.3994000000000000e+01
1.9211000000000001e+02,1.4946999999999999e+01
2.0675999999999999e+02,1.5473000000000001e+01
2.0906999999999999e+02,1.5379000000000000e+01
2.1331999999999999e+02,1.5455000000000000e+01
2.2644000000000000e+02,1.5907999999999999e+01
2.3712000000000000e+02,1.6114000000000001e+01
3.3089999999999998e+02,1.7071000000000002e+01
3.5872000000000003e+02,1.7135000000000002e+01
3.7076999999999998e+02,1.7282000000000000e+01
3.7272000000000003e+02,1.7367999999999999e+01
3.9624000000000001e+02,1.7483000000000001e+01
4.1658999999999997e+02,1.7763999999999999e+01
4.8401999999999998e+02,1.8184999999999999e+01
4.9547000000000003e+02,1.8271000000000001e+01
5.1477999999999997e+02,1.8236000000000001e+01
5.1564999999999998e+02,1.8236999999999998e+01
5.1947000000000003e+02,1.8523000000000000e+01
5.4447000000000003e+02,1.8626999999999999e+01
5.6011000000000001e+02,1.8664999999999999e+01
6.2076999999999998e+02,1.9085999999999999e+01
1.8969999999999999e+01,2.1400000000000000e-01
2.8930000000000000e+01,9.4299999999999995e-01
3.3909999999999997e+01,1.4290000000000000e+00
4.0030000000000001e+01,2.2410000000000001e+00
4.4659999999999997e+01,2.9510000000000001e+00
4.9869999999999997e+01,3.7820000000000000e+00
5.5159999999999997e+01,4.7569999999999997e+00
6.0899999999999999e+01,5.6020000000000003e+00
7.2079999999999998e+01,7.1689999999999996e+00
8.5150000000000006e+01,8.9199999999999999e+00
9.7060000000000002e+01,1.0055000000000000e+01
1.1963000000000000e+02,1.2035000000000000e+01
1.3327000000000001e+02,1.2861000000000001e+01
1.4384000000000000e+02,1.3436000000000000e+01
1.6191000000000000e+02,1.4167000000000000e+01
1.8066999999999999e+02,1.4755000000000001e+01
1.9844000000000000e+02,1.5167999999999999e+01
2.2686000000000001e+02,1.5651000000000000e+01
2.2965000000000001e+02,1.5746000000000000e+01
2.5826999999999998e+02,1.6216000000000001e+01
2.7376999999999998e+02,1.6445000000000000e+01
3.3914999999999998e+02,1.6965000000000000e+01
3.5013000000000000e+02,1.7120999999999999e+01
3.6275000000000000e+02,1.7206000000000000e+01
3.7102999999999997e+02,1.7250000000000000e+01
3.9331999999999999e+02,1.7338999999999999e+01
4.4852999999999997e+02,1.7792999999999999e+01
4.7377999999999997e+02,1.8123000000000001e+01
5.1112000000000000e+02,1.8489999999999998e+01
5.2470000000000005e+02,1.8565999999999999e+01
5.4875000000000000e+02,1.8645000000000000e+01
5.5163999999999999e+02,1.8706000000000000e+01
5.7401999999999998e+02,1.8923999999999999e+01
6.2386000000000001e+02,1.9100000000000001e+01
2.1460000000000001e+01,3.7500000000000000e-01
2.4329999999999998e+01,4.7099999999999997e-01
3.3430000000000000e+01,1.5040000000000000e+00
3.9219999999999999e+01,2.2040000000000002e+00
4.4180000000000000e+01,2.8130000000000002e+00
5.5020000000000003e+01,4.7649999999999997e+00
9.4329999999999998e+01,9.8350000000000009e+00
9.6439999999999998e+01,1.0039999999999999e+01
1.1881999999999999e+02,1.1946000000000000e+01
1.2847999999999999e+02,1.2596000000000000e+01
1.4194000000000000e+02,1.3303000000000001e+01
1.5691999999999999e+02,1.3922000000000001e+01
1.7165000000000001e+02,1.4440000000000000e+01
1.9000000000000000e+02,1.4951000000000001e+01
2.2325999999999999e+02,1.5627000000000001e+01
2.2388000000000000e+02,1.5638999999999999e+01
2.3150000000000000e+02,1.5814000000000000e+01
2.6505000000000001e+02,1.6315000000000001e+01
2.6944000000000000e+02,1.6334000000000000e+01
2.7177999999999997e+02,1.6430000000000000e+01
2.7345999999999998e+02,1.6422999999999998e+01
3.3461000000000001e+02,1.7024000000000001e+01
3.3979000000000002e+02,1.7009000000000000e+01
3.4951999999999998e+02,1.7164999999999999e+01
3.5818000000000001e+02,1.7134000000000000e+01
3.7798000000000002e+02,1.7349000000000000e+01
3.9476999999999998e+02,1.7576000000000001e+01
4.2966000000000003e+02,1.7847999999999999e+01
4.6822000000000003e+02,1.8090000000000000e+01
4.8726999999999998e+02,1.8276000000000000e+01
5.1953999999999996e+02,1.8404000000000000e+01
5.2302999999999997e+02,1.8518999999999998e+01
6.1299000000000001e+02,1.9132999999999999e+01
6.3859000000000003e+02,1.9074000000000002e+01
6.4136000000000001e+02,1.9239000000000001e+01
6.2204999999999995e+02,1.9280000000000001e+01
6.3150000000000000e+02,1.9100999999999999e+01
6.6397000000000003e+02,1.9398000000000000e+01
6.4689999999999998e+02,1.9251999999999999e+01
7.4828999999999996e+02,1.9890000000000001e+01
7.4921000000000004e+02,2.0007000000000001e+01
7.5013999999999999e+02,1.9928999999999998e+01
6.4703999999999996e+02,1.9268000000000001e+01
6.4688999999999999e+02,1.9324000000000002e+01
7.4689999999999998e+02,2.0048999999999999e+01
7.4842999999999995e+02,2.0106999999999999e+01
7.4735000000000002e+02,2.0062000000000001e+01
7.4926999999999998e+02,2.0065000000000001e+01
6.4761000000000001e+02,1.9286000000000001e+01
7.4777999999999997e+02,1.9972000000000001e+01
7.5050999999999999e+02,2.0088000000000001e+01
8.5137000000000000e+02,2.0742999999999999e+01
8.4597000000000003e+02,2.0829999999999998e+01
8.4753999999999996e+02,2.0934999999999999e+01
8.4992999999999995e+02,2.1035000000000000e+01
8.5161000000000001e+02,2.0930000000000000e+01
8.4975000000000000e+02,2.1074000000000002e+01
8.5098000000000002e+02,2.1085000000000001e+01
8.4823000000000002e+02,2.0934999999999999e+01
